,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.470 [0.222, 0.720]","0.500 [0.289, 0.827]","3.000 [2.000, 4.000]","0.667 [0.500, 0.750]",8.501e-01
SS 03,"0.480 [0.202, 0.758] (p=0.476)","0.596 [0.331, 0.849] (p=0.239)","4.000 [4.000, 4.000] (p=1.188e-40)","1.000 [1.000, 1.000] (p=0.000e+00)",9.097e-01
SS 05,"0.480 [0.192, 0.750] (p=0.509)","0.596 [0.315, 0.837] (p=0.204)","4.000 [4.000, 4.000] (p=1.188e-40)","1.000 [1.000, 1.000] (p=0.000e+00)",9.097e-01
SS 08,"0.580 [0.303, 0.824] (p=0.059)","0.663 [0.371, 0.889] (p=0.085)","3.000 [3.000, 4.000] (p=1.213e-07)","0.750 [0.750, 1.000] (p=0.000e+00)",5.708e-01
Lasso,"0.500 [0.219, 0.762] (p=0.379)","0.573 [0.317, 0.841] (p=0.25)","2.000 [2.000, 2.250] (p=2.707e-15)","0.667 [0.500, 1.000] (p=3.491e-01)",1.000e+00
Lasso 1SE,"0.500 [0.232, 0.768] (p=0.407)","0.573 [0.319, 0.845] (p=0.263)","2.000 [2.000, 2.250] (p=2.707e-15)","0.667 [0.500, 1.000] (p=3.491e-01)",1.000e+00
ElasticNet,"0.590 [0.323, 0.850] (p=0.213)","0.624 [0.359, 0.906] (p=0.178)","2.000 [2.000, 3.000] (p=8.937e-09)","0.667 [0.500, 1.000] (p=9.055e-20)",5.205e-01
