,C'=' 0.010,C'=' 0.044,C'=' 0.078,C'=' 0.112,C'=' 0.147,C'=' 0.181,C'=' 0.215,C'=' 0.249,C'=' 0.283,C'=' 0.317,C'=' 0.351,C'=' 0.386,C'=' 0.420,C'=' 0.454,C'=' 0.488,C'=' 0.522,C'=' 0.556,C'=' 0.590,C'=' 0.624,C'=' 0.659,C'=' 0.693,C'=' 0.727,C'=' 0.761,C'=' 0.795,C'=' 0.829,C'=' 0.863,C'=' 0.898,C'=' 0.932,C'=' 0.966,C'=' 1.000
artificial.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.01,0.018,0.035,0.048,0.059,0.071,0.083,0.096,0.11,0.121,0.131,0.144,0.151,0.16,0.165,0.173,0.175,0.181,0.188,0.193
artificial.210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.03,0.073,0.14,0.209,0.276,0.341,0.396,0.463,0.505,0.552,0.581,0.61,0.627,0.64,0.651,0.655,0.666,0.677,0.684,0.686
artificial.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.006,0.016,0.037,0.068,0.095,0.12,0.139,0.151,0.173,0.189,0.198,0.206,0.224,0.233,0.239,0.248,0.252,0.253,0.255,0.259,0.261,0.261
artificial.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.011,0.017,0.024,0.029,0.038,0.043,0.051,0.056,0.061,0.066,0.072,0.077,0.079,0.084,0.087,0.09,0.093,0.099
artificial.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.005,0.006,0.009,0.014,0.017,0.02,0.027,0.03,0.033,0.038,0.039,0.039,0.04,0.04,0.042,0.046,0.049,0.048,0.045
artificial.214,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.034,0.083,0.152,0.251,0.362,0.462,0.537,0.601,0.658,0.705,0.74,0.763,0.786,0.804,0.811,0.826,0.834,0.843,0.849,0.858,0.865,0.875,0.876
artificial.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.013,0.028,0.052,0.061,0.083,0.099,0.113,0.126,0.14,0.152,0.169,0.185,0.193,0.202,0.216,0.222,0.236,0.243,0.248
artificial.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.016,0.045,0.074,0.12,0.159,0.183,0.21,0.238,0.254,0.275,0.281,0.291,0.3,0.307,0.32,0.325,0.331,0.333,0.338,0.344,0.35
artificial.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.007,0.01,0.012,0.015,0.022,0.034,0.041,0.046,0.049,0.054,0.06,0.067,0.073,0.078,0.08,0.082,0.087,0.088,0.092
artificial.218,0.0,0.0,0.0,0.0,0.01,0.079,0.137,0.149,0.191,0.294,0.409,0.487,0.536,0.575,0.609,0.632,0.666,0.695,0.713,0.737,0.761,0.776,0.787,0.796,0.799,0.81,0.815,0.821,0.828,0.831
artificial.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.008,0.012,0.017,0.023,0.033,0.037,0.045,0.059,0.073,0.077,0.087,0.095,0.102,0.107,0.113,0.123,0.127,0.133,0.14,0.149
artificial.220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.016,0.024,0.043,0.072,0.107,0.152,0.192,0.24,0.287,0.34,0.38,0.414,0.438,0.474,0.509,0.534,0.547,0.566,0.578,0.59,0.603,0.616
artificial.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.017,0.051,0.103,0.163,0.233,0.289,0.321,0.358,0.392,0.437,0.465,0.489,0.514,0.535,0.548,0.562,0.571,0.587,0.594,0.609,0.617,0.625
artificial.222,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.005,0.012,0.041,0.074,0.102,0.121,0.148,0.164,0.178,0.195,0.213,0.227,0.243,0.256,0.269,0.279,0.29,0.301,0.312,0.315,0.322,0.328,0.33
artificial.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.006,0.008,0.016,0.02,0.023,0.029,0.031,0.034,0.038,0.043,0.048,0.056,0.063,0.073,0.083,0.09,0.095
artificial.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.052,0.118,0.195,0.268,0.345,0.409,0.462,0.506,0.538,0.574,0.597,0.628,0.648,0.66,0.675,0.687,0.698,0.708,0.716,0.722,0.727,0.735
artificial.225,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.036,0.123,0.251,0.375,0.46,0.526,0.568,0.597,0.619,0.639,0.652,0.673,0.68,0.687,0.697,0.699,0.706,0.715,0.722,0.727,0.734,0.741,0.748
artificial.226,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.049,0.097,0.121,0.131,0.132,0.139,0.138,0.138,0.132,0.133,0.133,0.136,0.135,0.134,0.134,0.136,0.133,0.132,0.131,0.13,0.129,0.128,0.13
artificial.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
artificial.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.01,0.024,0.059,0.101,0.141,0.173,0.204,0.226,0.238,0.252,0.262,0.275,0.283,0.289,0.298,0.302,0.304,0.312,0.315,0.328,0.331,0.344
artificial.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.009,0.013,0.022,0.027,0.03,0.038,0.043,0.046,0.05,0.052,0.053,0.053,0.056,0.058,0.061
artificial.230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.005,0.01,0.018,0.027,0.036,0.044,0.051,0.055,0.061,0.072,0.078,0.084,0.085,0.088,0.092,0.094,0.102
artificial.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.006,0.011,0.016,0.02,0.031,0.036,0.039,0.043,0.049,0.053,0.06,0.063,0.066,0.07,0.076,0.075,0.079,0.079,0.081,0.084,0.084
artificial.232,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.016,0.03,0.057,0.085,0.112,0.135,0.156,0.182,0.205,0.214,0.226,0.236,0.244,0.256,0.268,0.275,0.285,0.289,0.295,0.302,0.309,0.316,0.321
artificial.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.018,0.041,0.09,0.133,0.17,0.199,0.222,0.247,0.262,0.276,0.288,0.301,0.312,0.321,0.33,0.339,0.347,0.352,0.36,0.365,0.368,0.371
artificial.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.038,0.104,0.211,0.287,0.347,0.392,0.408,0.432,0.448,0.46,0.464,0.472,0.482,0.494,0.498,0.504,0.506,0.51,0.51,0.513,0.516
artificial.236,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.045,0.126,0.203,0.26,0.296,0.319,0.337,0.358,0.38,0.406,0.428,0.444,0.458,0.47,0.48,0.488,0.495,0.502,0.51,0.516,0.52,0.525,0.532
artificial.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.056,0.177,0.344,0.47,0.549,0.588,0.615,0.629,0.648,0.677,0.695,0.71,0.731,0.755,0.762,0.769,0.776,0.78,0.781,0.784,0.785,0.79
artificial.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.011,0.022,0.053,0.098,0.146,0.2,0.222,0.245,0.27,0.299,0.325,0.342,0.358,0.375,0.395,0.409,0.424,0.433,0.443,0.451,0.462
artificial.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.01,0.021,0.051,0.077,0.115,0.15,0.177,0.197,0.208,0.227,0.232,0.24,0.247,0.255,0.267,0.277,0.28,0.283,0.287,0.29,0.292
artificial.240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.02,0.049,0.077,0.115,0.154,0.188,0.217,0.245,0.266,0.287,0.31,0.328,0.348,0.368,0.388,0.406,0.424,0.435,0.446,0.453,0.462
artificial.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.01,0.023,0.038,0.065,0.085,0.103,0.122,0.143,0.151,0.155,0.162,0.165,0.167,0.17,0.175,0.179,0.184,0.188,0.19,0.19,0.191
artificial.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.028,0.039,0.05,0.051,0.052,0.052,0.055,0.055,0.058,0.065,0.071,0.071,0.084,0.088,0.093,0.1,0.101,0.107,0.118,0.127,0.13,0.134
artificial.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.004,0.006,0.007,0.009,0.013,0.018,0.02,0.023,0.028,0.032,0.037,0.045,0.049,0.054,0.06,0.066,0.072,0.079,0.082
artificial.245,0.0,0.0,0.0,0.002,0.005,0.013,0.022,0.029,0.048,0.075,0.11,0.15,0.182,0.215,0.25,0.274,0.305,0.332,0.345,0.367,0.386,0.397,0.405,0.411,0.421,0.43,0.439,0.445,0.454,0.457
artificial.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.013,0.034,0.069,0.113,0.157,0.189,0.215,0.236,0.265,0.268,0.275,0.278,0.289,0.302,0.309,0.32,0.327,0.332,0.34,0.347,0.351
artificial.247,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.004,0.003,0.005,0.008,0.01,0.011,0.012,0.014,0.019,0.019,0.021,0.023,0.023,0.024,0.024,0.023,0.021,0.022,0.022,0.022,0.022,0.023
artificial.248,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.01,0.015,0.019,0.028,0.036,0.045,0.056,0.066,0.078,0.092,0.102,0.118,0.134,0.14,0.15,0.155,0.163,0.171,0.177,0.182,0.187,0.191
artificial.249,0.0,0.0,0.0,0.0,0.0,0.001,0.019,0.064,0.101,0.137,0.165,0.202,0.227,0.24,0.263,0.289,0.321,0.356,0.392,0.42,0.437,0.464,0.481,0.5,0.51,0.523,0.544,0.557,0.565,0.58
artificial.250,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.022,0.043,0.085,0.153,0.249,0.321,0.391,0.445,0.484,0.517,0.561,0.593,0.61,0.624,0.64,0.649,0.654,0.666,0.677,0.687,0.693,0.698,0.703
artificial.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.015,0.04,0.061,0.073,0.08,0.095,0.107,0.118,0.125,0.131,0.136,0.138,0.145,0.156,0.165,0.173,0.18,0.185,0.188,0.196,0.204
artificial.252,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.007,0.019,0.046,0.073,0.099,0.142,0.176,0.203,0.233,0.255,0.274,0.289,0.297,0.31,0.318,0.325,0.336,0.338,0.342,0.353,0.356,0.358,0.362
artificial.253,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.018,0.063,0.159,0.262,0.343,0.436,0.517,0.585,0.656,0.717,0.756,0.783,0.805,0.823,0.832,0.846,0.852,0.864,0.87,0.881,0.886,0.892,0.896
artificial.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.034,0.08,0.151,0.249,0.323,0.39,0.444,0.488,0.523,0.548,0.571,0.59,0.617,0.635,0.649,0.663,0.673,0.679,0.687,0.698,0.708
artificial.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.01,0.019,0.037,0.051,0.063,0.074,0.079,0.087,0.099,0.103,0.112,0.119,0.126,0.132,0.138,0.144,0.151,0.155,0.167
artificial.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
artificial.257,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.016,0.042,0.067,0.113,0.161,0.227,0.278,0.324,0.36,0.385,0.417,0.453,0.478,0.505,0.526,0.546,0.562,0.575,0.588,0.598,0.603,0.619,0.626
artificial.258,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.011,0.019,0.031,0.054,0.082,0.104,0.133,0.16,0.192,0.208,0.238,0.259,0.284,0.298,0.31,0.325,0.335,0.343,0.347,0.35,0.354,0.357,0.365
artificial.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.006,0.006
artificial.260,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.058,0.201,0.339,0.42,0.463,0.502,0.521,0.549,0.574,0.595,0.604,0.622,0.631,0.641,0.657,0.662,0.67,0.676,0.682,0.688,0.695,0.696,0.701
artificial.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.015,0.029,0.045,0.063,0.085,0.092,0.109,0.126,0.134,0.151,0.164,0.174,0.183,0.197,0.214,0.224,0.23,0.243,0.253
artificial.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.011,0.015,0.028,0.043,0.05,0.063,0.071,0.077,0.083,0.095,0.102,0.108,0.114,0.124,0.13,0.139,0.147
artificial.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.005,0.007,0.006,0.007,0.008,0.005,0.007,0.008,0.01,0.01,0.012,0.013,0.013,0.013,0.013,0.014,0.014,0.014,0.015
artificial.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.015,0.052,0.1,0.137,0.171,0.208,0.238,0.274,0.301,0.331,0.345,0.371,0.391,0.405,0.435,0.452,0.466,0.479,0.493,0.507
artificial.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.016,0.035,0.057,0.081,0.102,0.122,0.137,0.149,0.163,0.167,0.173,0.18,0.187,0.191,0.195,0.199,0.203,0.207,0.207,0.21,0.215
artificial.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.005,0.007,0.01,0.013,0.02,0.023,0.03,0.033,0.034,0.035,0.037,0.04,0.04,0.045,0.047,0.046,0.049,0.051
artificial.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.008,0.011,0.02,0.027,0.034,0.038,0.042,0.043,0.051,0.056,0.061,0.064,0.068,0.075,0.078,0.079,0.085,0.088
artificial.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.006,0.014,0.017,0.024,0.034,0.042,0.048,0.051,0.055,0.063,0.066,0.07,0.072,0.075,0.077,0.085,0.09,0.09,0.091
artificial.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.011,0.017,0.029,0.041,0.055,0.065,0.077,0.091,0.105,0.118,0.128,0.141,0.154,0.169,0.177,0.189,0.192,0.203,0.214
artificial.270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.005,0.006,0.007,0.007,0.009,0.01,0.01,0.01,0.01,0.011,0.011,0.013,0.013,0.013,0.013,0.014,0.015
artificial.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.006,0.008,0.012,0.016,0.018,0.025,0.026,0.027,0.029,0.031,0.033,0.033,0.036,0.036,0.037
artificial.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.014,0.023,0.029,0.037,0.043,0.047,0.054,0.066,0.069,0.075,0.082,0.085,0.084,0.089,0.094,0.095,0.097,0.101,0.106
artificial.273,0.0,0.0,0.0,0.002,0.004,0.006,0.007,0.015,0.017,0.017,0.019,0.017,0.017,0.019,0.019,0.019,0.022,0.022,0.022,0.022,0.023,0.023,0.024,0.024,0.025,0.026,0.026,0.026,0.025,0.025
artificial.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.002,0.003,0.005,0.005,0.005,0.004,0.005,0.005,0.005,0.005,0.006
artificial.275,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.019,0.093,0.154,0.234,0.321,0.416,0.479,0.539,0.577,0.612,0.643,0.663,0.68,0.698,0.718,0.729,0.74,0.747,0.751,0.761,0.77,0.772,0.779
artificial.276,0.0,0.0,0.0,0.0,0.004,0.051,0.162,0.286,0.379,0.433,0.474,0.505,0.527,0.56,0.581,0.61,0.645,0.683,0.702,0.728,0.745,0.76,0.771,0.784,0.792,0.8,0.804,0.81,0.82,0.822
artificial.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.011,0.024,0.056,0.091,0.129,0.18,0.207,0.233,0.244,0.26,0.277,0.29,0.297,0.301,0.304,0.309,0.317,0.321,0.325,0.329,0.332
artificial.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.009,0.026,0.054,0.079,0.105,0.133,0.145,0.151,0.153,0.157,0.166,0.17,0.174,0.181,0.185,0.194,0.202,0.21,0.214,0.217,0.224
artificial.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.008,0.015,0.029,0.034,0.048,0.061,0.081,0.089,0.109,0.119,0.135,0.146,0.153,0.163,0.17,0.18,0.186,0.19
artificial.280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.022,0.04,0.055,0.079,0.098,0.12,0.142,0.161,0.183,0.208,0.226,0.246,0.255,0.267,0.275,0.28,0.29,0.3,0.309,0.314,0.318
artificial.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.014,0.029,0.05,0.067,0.085,0.105,0.114,0.126,0.135,0.14,0.15,0.157,0.168,0.171,0.184,0.193,0.2,0.202,0.208
artificial.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.113,0.186,0.238,0.271,0.298,0.336,0.38,0.414,0.438,0.464,0.485,0.509,0.525,0.538,0.549,0.56,0.574,0.579,0.585,0.592,0.597,0.605
artificial.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.016,0.038,0.065,0.096,0.125,0.155,0.192,0.239,0.259,0.282,0.315,0.336,0.353,0.366,0.381,0.397,0.405,0.416,0.424,0.429,0.438
artificial.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.005,0.005,0.005,0.01,0.013,0.015,0.019,0.025,0.03,0.034,0.04,0.045,0.049,0.054,0.056,0.063,0.069,0.077,0.08,0.087
artificial.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.031,0.065,0.135,0.196,0.252,0.293,0.319,0.351,0.367,0.389,0.405,0.416,0.424,0.435,0.443,0.45,0.464,0.471,0.483,0.489,0.494
artificial.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.007,0.016,0.022,0.026,0.029,0.033,0.035,0.039,0.039,0.042,0.044,0.05,0.049,0.052,0.054,0.057,0.06,0.063,0.064,0.066
artificial.287,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.008,0.014,0.03,0.057,0.093,0.14,0.176,0.202,0.219,0.238,0.255,0.265,0.275,0.288,0.294,0.297,0.307,0.319,0.323,0.333,0.341,0.345
artificial.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.014,0.026,0.035,0.044,0.057,0.069,0.078,0.088,0.103,0.108,0.117,0.127,0.132,0.14,0.145,0.15,0.158,0.167,0.174,0.177
artificial.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.028,0.042,0.051,0.054,0.061,0.067,0.067,0.067,0.068,0.07,0.073,0.072,0.074,0.075,0.075,0.076,0.076,0.077,0.078,0.077
artificial.290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.006,0.008,0.009,0.01,0.01,0.012,0.013
artificial.291,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.033,0.161,0.301,0.417,0.529,0.61,0.682,0.73,0.765,0.789,0.809,0.822,0.836,0.845,0.849,0.856,0.866,0.872,0.876,0.879,0.88,0.883,0.887
artificial.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.004,0.007,0.013,0.018,0.027,0.032,0.037,0.045,0.056,0.059,0.063,0.071,0.078,0.084,0.089,0.092,0.091,0.1,0.104
artificial.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.003,0.003,0.008,0.012,0.014,0.017,0.02,0.021,0.024,0.026,0.026,0.029,0.031,0.033,0.033,0.034,0.035
artificial.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.027,0.052,0.072,0.093,0.124,0.153,0.187,0.21,0.229,0.252,0.267,0.286,0.299,0.31,0.325,0.343,0.363,0.378,0.397,0.409,0.42
artificial.295,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.009,0.014,0.023,0.038,0.058,0.073,0.095,0.11,0.119,0.15,0.179,0.201,0.222,0.234,0.254,0.268,0.289,0.298,0.308,0.318,0.321,0.327,0.334
artificial.296,0.0,0.0,0.0,0.0,0.0,0.001,0.009,0.015,0.023,0.034,0.072,0.106,0.149,0.18,0.206,0.226,0.242,0.258,0.261,0.27,0.281,0.28,0.289,0.293,0.305,0.31,0.316,0.321,0.327,0.329
artificial.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.018,0.03,0.039,0.046,0.056,0.073,0.091,0.105,0.113,0.129,0.137,0.139,0.144,0.152,0.16,0.168,0.171,0.175,0.179,0.182
artificial.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.007,0.008,0.018,0.022,0.034,0.049,0.065,0.076,0.09,0.1,0.107,0.121,0.129,0.136,0.141,0.148,0.153,0.163,0.168
artificial.299,0.0,0.0,0.0,0.0,0.0,0.005,0.017,0.033,0.047,0.061,0.081,0.102,0.114,0.137,0.147,0.163,0.181,0.203,0.214,0.233,0.248,0.26,0.275,0.289,0.305,0.317,0.325,0.328,0.337,0.352
artificial.300,0.0,0.0,0.0,0.004,0.009,0.008,0.009,0.023,0.064,0.122,0.197,0.255,0.293,0.337,0.373,0.406,0.44,0.458,0.476,0.491,0.506,0.522,0.534,0.543,0.545,0.553,0.56,0.56,0.562,0.567
artificial.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.033,0.067,0.119,0.173,0.232,0.272,0.306,0.333,0.347,0.37,0.381,0.392,0.402,0.413,0.416,0.421,0.423,0.424,0.426,0.431,0.43,0.434
artificial.302,0.0,0.0,0.0,0.004,0.019,0.04,0.059,0.073,0.086,0.096,0.107,0.108,0.116,0.127,0.131,0.14,0.146,0.146,0.15,0.151,0.153,0.154,0.156,0.158,0.162,0.164,0.164,0.166,0.166,0.168
artificial.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.024,0.072,0.173,0.266,0.341,0.404,0.466,0.503,0.535,0.565,0.597,0.616,0.64,0.659,0.671,0.692,0.701,0.709,0.718,0.723,0.727,0.734
artificial.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.016,0.044,0.065,0.098,0.142,0.178,0.208,0.243,0.268,0.294,0.309,0.325,0.344,0.358,0.371,0.383,0.398,0.411,0.427,0.438,0.452,0.463
artificial.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.009,0.042,0.098,0.16,0.208,0.256,0.295,0.322,0.355,0.362,0.37,0.384,0.393,0.402,0.412,0.422,0.43,0.435,0.442,0.444,0.45
artificial.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.01,0.051,0.099,0.168,0.249,0.325,0.382,0.436,0.472,0.503,0.525,0.546,0.567,0.584,0.599,0.617,0.622,0.629,0.639,0.648,0.655,0.66
artificial.308,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.009,0.025,0.048,0.084,0.122,0.159,0.198,0.236,0.26,0.283,0.299,0.331,0.345,0.36,0.373,0.385,0.396,0.412,0.418,0.422,0.43
artificial.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.004,0.006,0.008,0.009,0.011,0.011,0.012,0.013,0.013,0.016,0.017,0.017,0.017,0.017,0.019,0.02
artificial.310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.009,0.01,0.014,0.017,0.017,0.019,0.021,0.023,0.024,0.024,0.025,0.025,0.026,0.025,0.024,0.023,0.023
artificial.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.003,0.004,0.004,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006
artificial.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.007,0.012,0.019,0.029,0.041,0.052,0.062,0.075,0.086,0.098,0.105,0.121,0.133,0.146,0.149,0.155,0.162,0.17,0.179
artificial.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.027,0.061,0.103,0.155,0.196,0.234,0.277,0.314,0.36,0.401,0.434,0.47,0.5,0.534,0.555,0.576,0.596,0.605,0.613,0.628,0.638,0.648
artificial.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.059,0.126,0.2,0.247,0.286,0.324,0.346,0.365,0.384,0.398,0.421,0.439,0.452,0.457,0.464,0.479,0.484,0.497,0.501,0.512,0.513
artificial.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.025,0.084,0.179,0.276,0.336,0.371,0.398,0.428,0.448,0.468,0.481,0.49,0.508,0.521,0.527,0.534,0.541,0.547,0.55,0.553,0.558,0.56
artificial.316,0.0,0.0,0.0,0.0,0.0,0.003,0.012,0.036,0.102,0.222,0.343,0.458,0.536,0.588,0.634,0.669,0.697,0.714,0.735,0.747,0.762,0.771,0.779,0.783,0.787,0.79,0.794,0.794,0.798,0.796
