,C'=' 0.052,C'=' 0.623,C'=' 1.195,C'=' 1.766,C'=' 2.337,C'=' 2.909,C'=' 3.480,C'=' 4.051,C'=' 4.623,C'=' 5.194
Bcells_Frequency,0.0,0.058,0.126,0.172,0.198,0.216,0.234,0.255,0.267,0.28
CCR2nncMC_Frequency,0.0,0.616,0.71,0.747,0.773,0.794,0.808,0.819,0.826,0.835
CCR2pcMC_p38,0.0,0.001,0.006,0.012,0.017,0.025,0.029,0.039,0.047,0.053
CCR2pcMC_STAT3,0.0,0.096,0.201,0.275,0.325,0.367,0.401,0.448,0.493,0.524
CCR2pcMC_MAPKAPK2,0.0,0.091,0.152,0.185,0.208,0.235,0.254,0.274,0.287,0.306
CCR2pcMC_Frequency,0.0,0.433,0.548,0.596,0.634,0.665,0.687,0.711,0.735,0.752
CD41hiCD61hiPLT_S6,0.0,0.178,0.233,0.254,0.281,0.302,0.321,0.337,0.356,0.377
CD4Tcm_STAT3,0.0,0.0,0.0,0.001,0.001,0.002,0.004,0.006,0.006,0.007
CD4Tcm_Frequency,0.0,0.043,0.093,0.117,0.13,0.144,0.159,0.17,0.183,0.195
CD4Tem_STAT3,0.0,0.192,0.265,0.298,0.324,0.346,0.37,0.391,0.414,0.435
CD4Tem_Frequency,0.0,0.19,0.248,0.288,0.311,0.342,0.367,0.387,0.402,0.425
CD4Tnaive_STAT3,0.0,0.004,0.009,0.013,0.016,0.018,0.019,0.023,0.024,0.024
CD4Tnaive_Frequency,0.0,0.4,0.428,0.437,0.443,0.447,0.453,0.462,0.473,0.478
CD4Trm_STAT3,0.0,0.021,0.04,0.049,0.064,0.076,0.082,0.093,0.101,0.119
CD4Trm_Frequency,0.0,0.535,0.607,0.627,0.647,0.662,0.672,0.674,0.681,0.693
CD56dimCD16pNKcells_Frequency,0.0,0.123,0.14,0.148,0.161,0.169,0.179,0.187,0.195,0.211
CD62LnAgedNeutrophils_CREB,0.0,0.011,0.016,0.025,0.037,0.051,0.065,0.073,0.082,0.088
CD62LnAgedNeutrophils_S6,0.0,0.729,0.753,0.762,0.774,0.788,0.792,0.805,0.811,0.816
CD62LpImmatureNeutrophils_CREB,0.0,0.202,0.25,0.271,0.289,0.323,0.343,0.364,0.38,0.391
CD62LpImmatureNeutrophils_S6,0.0,0.709,0.724,0.734,0.74,0.748,0.76,0.773,0.783,0.787
CD62LpImmatureNeutrophils_Frequency,0.0,0.022,0.027,0.032,0.033,0.034,0.035,0.043,0.051,0.052
CD8Tcm_STAT3,0.0,0.242,0.322,0.372,0.408,0.445,0.477,0.493,0.515,0.533
CD8Tcm_Frequency,0.0,0.05,0.103,0.136,0.159,0.184,0.21,0.227,0.246,0.261
CD8Tem_Frequency,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.004,0.005
CD8Tnaive_STAT3,0.0,0.105,0.162,0.203,0.235,0.264,0.288,0.316,0.345,0.364
CD8Tnaive_Frequency,0.0,0.023,0.027,0.031,0.032,0.036,0.038,0.043,0.046,0.05
CD8Trm_Frequency,0.0,0.079,0.104,0.117,0.123,0.135,0.144,0.155,0.164,0.173
gdTcells_Frequency,0.0,0.403,0.526,0.565,0.583,0.601,0.619,0.63,0.64,0.648
intMC_p38,0.0,0.001,0.004,0.016,0.023,0.028,0.03,0.038,0.043,0.051
intMC_Frequency,0.0,0.169,0.254,0.31,0.342,0.364,0.382,0.398,0.418,0.433
mDC_CREB,0.0,0.013,0.017,0.017,0.022,0.026,0.028,0.029,0.031,0.034
mDC_p38,0.0,0.004,0.012,0.025,0.033,0.04,0.047,0.054,0.062,0.07
mDC_STAT3,0.0,0.209,0.367,0.442,0.507,0.563,0.607,0.648,0.674,0.697
mDC_Frequency,0.0,0.031,0.032,0.037,0.038,0.04,0.04,0.045,0.048,0.058
MDSC_p38,0.0,0.0,0.0,0.002,0.003,0.003,0.006,0.01,0.012,0.018
MDSC_STAT3,0.0,0.125,0.237,0.307,0.35,0.394,0.432,0.471,0.509,0.534
MDSC_Frequency,0.0,0.123,0.182,0.205,0.23,0.26,0.278,0.297,0.329,0.349
NKT_Frequency,0.0,0.01,0.017,0.027,0.031,0.033,0.04,0.043,0.051,0.057
pDC_STAT3,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.008,0.011,0.013
Th1mem_STAT3,0.0,0.037,0.048,0.062,0.063,0.067,0.075,0.082,0.089,0.093
Th1naive_CREB,0.0,0.308,0.4,0.441,0.467,0.493,0.507,0.526,0.549,0.563
Th1naive_STAT3,0.0,0.014,0.02,0.028,0.036,0.045,0.051,0.062,0.073,0.092
Th1naive_S6,0.0,0.504,0.51,0.521,0.539,0.547,0.562,0.575,0.581,0.587
Tregmem_STAT3,0.0,0.017,0.019,0.025,0.028,0.03,0.033,0.035,0.044,0.047
Tregmem_Frequency,0.0,0.006,0.028,0.046,0.071,0.091,0.11,0.126,0.138,0.15
Tregnaive_STAT3,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.003,0.004,0.007
