,ROC AUC,Average Precision,N features,CVS
STABL,"0.560 [0.286, 0.839]","0.612 [0.372, 0.916]","8.500 [3.000, 17.000]","0.170 [0.056, 0.500]"
SS 03,"0.250 [0.048, 0.495] (p=0.032)","0.391 [0.222, 0.638] (p=0.009)","8.500 [8.000, 9.000] (p=1.000e+00)","0.500 [0.417, 0.600] (p=4.893e-22)"
SS 05,"0.520 [0.250, 0.780] (p=0.377)","0.568 [0.327, 0.851] (p=0.401)","1.000 [0.000, 2.000] (p=1.098e-05)","0.000 [0.000, 0.500] (p=1.305e-07)"
SS 08,"0.500 [0.500, 0.500] (p=0.355)","0.500 [0.300, 0.700] (p=0.237)","0.000 [0.000, 0.000] (p=1.040e-07)","0.000 [0.000, 0.000] (p=5.161e-50)"
Lasso,"0.450 [0.167, 0.734] (p=0.202)","0.607 [0.368, 0.838] (p=0.458)","8.500 [0.750, 12.250] (p=8.458e-02)","0.077 [0.000, 0.309] (p=1.115e-05)"
Lasso 1SE,"0.480 [0.220, 0.740] (p=0.268)","0.607 [0.340, 0.837] (p=0.514)","8.500 [0.000, 12.250] (p=7.424e-02)","0.000 [0.000, 0.294] (p=6.316e-09)"
ElasticNet,"0.180 [0.020, 0.417] (p=0.02)","0.373 [0.212, 0.644] (p=0.088)","2.500 [0.000, 13.250] (p=1.442e-01)","0.000 [0.000, 0.113] (p=7.492e-18)"
