,Fold selected features,Fold nb of features
Fold 0,"['CD41hiCD61hiPLT_p38', 'CD4Tem_Frequency', 'CD8Tem_Frequency', 'Th1naive_IkB']",4
Fold 1,"['CD41hiCD61hiPLT_p38', 'CD4Tcm_Frequency', 'Th1naive_IkB', 'Tregmem_Frequency']",4
Fold 2,[],0
Fold 3,"['CCR2nncMC_Frequency', 'CD4Tcm_STAT3', 'CD4Tcm_Frequency', 'CD4Tem_Frequency', 'CD4Tnaive_Frequency', 'CD56dimCD16pNKcells_Frequency', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tem_Frequency', 'CD8Tnaive_Frequency', 'CD8Trm_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'mDC_Frequency', 'Th1mem_STAT3', 'Th1naive_CREB', 'Th1naive_MAPKAPK2', 'Tregmem_Frequency']",17
Fold 4,"['CD41hiCD61hiPLT_p38', 'CD4Tcm_Frequency', 'CD8Trm_Frequency', 'gdTcells_Frequency', 'Tregmem_Frequency']",5
Fold 5,"['CD41hiCD61hiPLT_p38', 'CD8Tem_Frequency']",2
Fold 6,"['CCR2nncMC_Frequency', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tcm_Frequency', 'CD4Tem_Frequency', 'CD4Tnaive_Frequency', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tem_Frequency', 'CD8Trm_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'Th1naive_CREB', 'Th1naive_IkB', 'Tregmem_Frequency']",14
Fold 7,"['CCR2nncMC_Frequency', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tcm_STAT3', 'CD4Tcm_Frequency', 'CD4Tem_Frequency', 'CD4Tnaive_Frequency', 'CD56dimCD16pNKcells_Frequency', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tem_Frequency', 'CD8Tnaive_Frequency', 'CD8Trm_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'mDC_Frequency', 'Th1mem_STAT3', 'Th1naive_CREB', 'Th1naive_p38', 'Th1naive_STAT3', 'Th1naive_S6', 'Th1naive_IkB', 'Th1naive_MAPKAPK2', 'Tregmem_Frequency']",23
Fold 8,"['CCR2nncMC_Frequency', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tcm_Frequency', 'CD4Tem_Frequency', 'CD4Tnaive_Frequency', 'CD56dimCD16pNKcells_Frequency', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tem_Frequency', 'CD8Tnaive_Frequency', 'CD8Trm_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'mDC_Frequency', 'Th1naive_CREB']",15
Fold 9,"['Bcells_Frequency', 'CCR2nncMC_Frequency', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tcm_STAT3', 'CD4Tcm_Frequency', 'CD4Tem_Frequency', 'CD4Tnaive_Frequency', 'CD56dimCD16pNKcells_Frequency', 'CD62LpImmatureNeutrophils_CREB', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tem_Frequency', 'CD8Tnaive_Frequency', 'CD8Trm_Frequency', 'gdTcells_Frequency', 'intMC_CREB', 'intMC_Frequency', 'mDC_Frequency', 'MDSC_Frequency', 'Th1mem_STAT3', 'Th1naive_CREB', 'Th1naive_p38', 'Th1naive_STAT3', 'Th1naive_IkB', 'Th1naive_MAPKAPK2', 'Tregmem_Frequency', 'Tregnaive_STAT3']",27
Fold 10,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tcm_Frequency', 'CD4Tem_Frequency', 'CD4Tnaive_Frequency', 'CD56dimCD16pNKcells_Frequency', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tem_Frequency', 'CD8Tnaive_Frequency', 'CD8Trm_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'mDC_Frequency', 'MDSC_Frequency', 'Th1naive_CREB', 'Th1naive_p38', 'Th1naive_STAT3', 'Th1naive_MAPKAPK2', 'Tregmem_Frequency', 'Tregnaive_STAT3']",20
Fold 11,"['CD4Tnaive_Frequency', 'CD8Tem_Frequency', 'Th1naive_CREB']",3
