,ROC AUC,Average Precision,N features,CVS
STABL,"0.380 [0.131, 0.650]","0.456 [0.282, 0.771]","7.000 [3.000, 8.000]","0.323 [0.000, 0.452]"
SS 03,"0.710 [0.430, 0.938] (p=0.001)","0.780 [0.529, 0.958] (p=0.0)","9.500 [8.750, 11.000] (p=3.423e-04)","0.538 [0.462, 0.636] (p=4.088e-26)"
SS 05,"0.730 [0.465, 0.934] (p=0.006)","0.773 [0.495, 0.949] (p=0.003)","5.000 [5.000, 6.000] (p=3.729e-01)","0.667 [0.571, 0.800] (p=1.478e-40)"
SS 08,"0.225 [0.083, 0.375] (p=0.207)","0.476 [0.269, 0.738] (p=0.408)","0.000 [0.000, 1.000] (p=8.533e-06)","0.000 [0.000, 0.000] (p=4.323e-40)"
Lasso,"0.490 [0.200, 0.791] (p=0.143)","0.677 [0.414, 0.882] (p=0.031)","7.000 [4.000, 11.250] (p=2.106e-01)","0.375 [0.250, 0.529] (p=7.731e-05)"
Lasso 1SE,"0.530 [0.220, 0.798] (p=0.119)","0.689 [0.411, 0.896] (p=0.031)","6.500 [2.750, 11.250] (p=5.148e-01)","0.273 [0.091, 0.400] (p=4.767e-01)"
ElasticNet,"0.590 [0.293, 0.859] (p=0.028)","0.749 [0.490, 0.920] (p=0.005)","12.000 [10.000, 15.250] (p=3.616e-04)","0.417 [0.333, 0.533] (p=1.501e-08)"
