,Spearman corr,pvalue
S6,0.3295017884191656,0.1559933352870714
MAPKAPK2,0.2948173896382008,0.20700547241122197
Frequency,-0.2948173896382008,0.20700547241122197
NFkB,0.2427907914667536,0.3023454554274212
p38,0.22941573387056172,0.3305649312781844
STAT6,0.20810639268578882,0.3786152471949078
IkB,0.1387375951238592,0.5596674186533706
CREB,-0.08671099695241198,0.7162313833164182
STAT3,-0.07272727272727274,0.7605889827771877
ERK,0.0693687975619296,0.7713562200019073
STAT5,-0.052026598171447204,0.827557337051562
STAT1,,
