,ROC AUC,Average Precision,N features,CVS
STABL,"0.245 [0.082, 0.462]","0.418 [0.231, 0.708]","0.500 [0.000, 2.250]","0.000 [0.000, 0.000]"
SS 03,"0.300 [0.088, 0.542] (p=0.334)","0.419 [0.239, 0.720] (p=0.488)","8.000 [8.000, 9.000] (p=1.897e-45)","0.889 [0.889, 1.000] (p=0.000e+00)"
SS 05,"0.290 [0.073, 0.550] (p=0.381)","0.409 [0.236, 0.716] (p=0.459)","5.000 [5.000, 6.000] (p=7.526e-38)","0.714 [0.571, 1.000] (p=0.000e+00)"
SS 08,"0.300 [0.099, 0.540] (p=0.303)","0.428 [0.249, 0.710] (p=0.437)","1.000 [0.000, 1.000] (p=2.886e-02)","0.000 [0.000, 0.500] (p=7.251e-216)"
Lasso,"0.480 [0.247, 0.727] (p=0.079)","0.555 [0.302, 0.805] (p=0.097)","0.000 [0.000, 2.000] (p=4.226e-02)","0.000 [0.000, 0.000] (p=5.331e-57)"
Lasso 1SE,"0.480 [0.250, 0.750] (p=0.06)","0.555 [0.300, 0.795] (p=0.094)","0.000 [0.000, 2.000] (p=3.767e-02)","0.000 [0.000, 0.000] (p=5.997e-56)"
ElasticNet,"0.270 [0.066, 0.521] (p=0.412)","0.398 [0.227, 0.680] (p=0.348)","0.000 [0.000, 2.000] (p=7.132e-02)","0.000 [0.000, 0.000] (p=5.509e-22)"
