,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.500, 0.500]","0.500 [0.250, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.380 [0.141, 0.646] (p=0.257)","0.454 [0.275, 0.766] (p=0.313)","7.000 [7.000, 7.000] (p=2.838e-82)","1.000 [0.857, 1.000] (p=0.000e+00)"
SS 05,"0.350 [0.080, 0.625] (p=0.211)","0.493 [0.258, 0.762] (p=0.49)","4.000 [4.000, 5.000] (p=6.835e-80)","0.800 [0.800, 1.000] (p=0.000e+00)"
SS 08,"0.505 [0.375, 0.636] (p=0.523)","0.550 [0.300, 0.743] (p=0.479)","0.000 [0.000, 0.000] (p=4.651e-06)","0.000 [0.000, 0.000] (p=2.017e-43)"
Lasso,"0.270 [0.125, 0.417] (p=0.039)","0.408 [0.200, 0.635] (p=0.066)","0.000 [0.000, 0.500] (p=5.001e-14)","0.000 [0.000, 0.000] (p=9.615e-277)"
Lasso 1SE,"0.270 [0.121, 0.433] (p=0.034)","0.408 [0.211, 0.640] (p=0.055)","0.000 [0.000, 0.500] (p=5.001e-14)","0.000 [0.000, 0.000] (p=9.615e-277)"
ElasticNet,"0.230 [0.051, 0.488] (p=0.05)","0.391 [0.227, 0.653] (p=0.075)","0.000 [0.000, 3.250] (p=5.810e-20)","0.000 [0.000, 0.000] (p=0.000e+00)"
