,ROC AUC,Average Precision,N features,CVS
STABL,"0.740 [0.490, 0.940]","0.814 [0.576, 0.961]","10.500 [9.000, 13.250]","0.575 [0.500, 0.667]"
SS 03,"0.860 [0.636, 1.000] (p=0.222)","0.917 [0.760, 1.000] (p=0.195)","15.000 [14.000, 15.250] (p=1.142e-04)","0.706 [0.591, 0.800] (p=4.853e-13)"
SS 05,"0.840 [0.596, 1.000] (p=0.231)","0.902 [0.728, 1.000] (p=0.243)","12.000 [10.750, 13.000] (p=1.987e-01)","0.667 [0.533, 0.786] (p=1.815e-07)"
SS 08,"0.540 [0.260, 0.802] (p=0.054)","0.671 [0.379, 0.890] (p=0.039)","5.000 [4.750, 5.000] (p=4.449e-08)","0.571 [0.429, 0.667] (p=6.500e-01)"
Lasso,"0.840 [0.606, 1.000] (p=0.203)","0.892 [0.697, 1.000] (p=0.283)","17.000 [14.750, 18.000] (p=4.938e-05)","0.667 [0.522, 0.750] (p=1.237e-04)"
Lasso 1SE,"0.870 [0.667, 1.000] (p=0.138)","0.894 [0.705, 1.000] (p=0.262)","17.500 [16.000, 18.000] (p=1.603e-05)","0.615 [0.522, 0.727] (p=3.511e-02)"
ElasticNet,"0.910 [0.737, 1.000] (p=0.138)","0.937 [0.786, 1.000] (p=0.167)","72.000 [57.750, 105.750] (p=6.606e-08)","0.574 [0.464, 0.691] (p=6.411e-01)"
