,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.570 [0.303, 0.839]","0.663 [0.377, 0.903]","4.000 [2.000, 4.000]","0.600 [0.400, 0.800]",6.230e-01
SS 03,"0.560 [0.281, 0.839] (p=0.493)","0.598 [0.362, 0.898] (p=0.337)","5.000 [5.000, 5.000] (p=4.083e-47)","1.000 [1.000, 1.000] (p=0.000e+00)",6.776e-01
SS 05,"0.560 [0.302, 0.833] (p=0.491)","0.598 [0.353, 0.898] (p=0.351)","5.000 [5.000, 5.000] (p=4.083e-47)","1.000 [1.000, 1.000] (p=0.000e+00)",6.776e-01
SS 08,"0.640 [0.360, 0.890] (p=0.068)","0.700 [0.445, 0.914] (p=0.139)","2.500 [2.000, 3.000] (p=8.233e-11)","0.667 [0.667, 1.000] (p=0.000e+00)",3.075e-01
Lasso,"0.610 [0.333, 0.869] (p=0.3)","0.636 [0.391, 0.938] (p=0.398)","1.000 [1.000, 1.000] (p=3.896e-33)","1.000 [0.500, 1.000] (p=0.000e+00)",4.274e-01
Lasso 1SE,"0.600 [0.321, 0.869] (p=0.331)","0.624 [0.366, 0.919] (p=0.375)","1.000 [1.000, 1.000] (p=1.975e-36)","1.000 [1.000, 1.000] (p=0.000e+00)",4.727e-01
ElasticNet,"0.610 [0.333, 0.854] (p=0.366)","0.723 [0.457, 0.922] (p=0.316)","1.000 [1.000, 2.000] (p=4.670e-34)","0.500 [0.500, 1.000] (p=0.000e+00)",4.274e-01
