,Fold selected features,Fold nb of features
Fold 0,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 1,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 2,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 3,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 4,"['CREB', 'p38', 'STAT3', 'ERK', 'Frequency']",5
Fold 5,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 6,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 7,"['CREB', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",6
Fold 8,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 9,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 10,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 11,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 12,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 13,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 14,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 15,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 16,"['CREB', 'p38', 'STAT3', 'S6', 'ERK', 'Frequency']",6
Fold 17,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 18,"['CREB', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",6
Fold 19,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 20,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 21,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 22,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 23,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 24,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 25,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 26,"['CREB', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",6
Fold 27,"['CREB', 'p38', 'STAT3', 'S6', 'ERK', 'Frequency']",6
Fold 28,"['CREB', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",6
Fold 29,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 30,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 31,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 32,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 33,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 34,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 35,"['CREB', 'p38', 'STAT3', 'ERK', 'Frequency']",5
Fold 36,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 37,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 38,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 39,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 40,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 41,"['CREB', 'p38', 'STAT3', 'S6', 'ERK', 'Frequency']",6
Fold 42,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 43,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 44,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 45,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 46,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 47,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 48,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 49,"['CREB', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",6
Fold 50,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
Fold 51,"['CREB', 'p38', 'STAT3', 'S6', 'NFkB', 'ERK', 'Frequency']",7
