,ROC AUC,Average Precision,N features,CVS
STABL,"0.460 [0.187, 0.740]","0.501 [0.288, 0.828]","13.000 [11.750, 15.250]","0.400 [0.318, 0.471]"
SS 03,"0.470 [0.198, 0.760] (p=0.457)","0.603 [0.332, 0.867] (p=0.169)","15.000 [14.000, 16.250] (p=1.466e-02)","0.447 [0.364, 0.526] (p=1.578e-04)"
SS 05,"0.480 [0.198, 0.750] (p=0.421)","0.606 [0.337, 0.854] (p=0.178)","14.500 [14.000, 16.000] (p=2.349e-02)","0.450 [0.368, 0.526] (p=3.150e-05)"
SS 08,"0.480 [0.210, 0.760] (p=0.417)","0.606 [0.351, 0.866] (p=0.164)","14.000 [14.000, 15.000] (p=4.181e-02)","0.450 [0.376, 0.526] (p=8.938e-06)"
Lasso,"0.250 [0.081, 0.465] (p=0.096)","0.391 [0.224, 0.639] (p=0.218)","1.000 [0.000, 8.000] (p=4.661e-03)","0.000 [0.000, 0.000] (p=6.339e-52)"
Lasso 1SE,"0.180 [0.053, 0.357] (p=0.054)","0.374 [0.207, 0.619] (p=0.155)","0.500 [0.000, 6.250] (p=3.930e-03)","0.000 [0.000, 0.000] (p=9.315e-50)"
ElasticNet,"0.320 [0.071, 0.604] (p=0.204)","0.505 [0.261, 0.772] (p=0.491)","8.500 [2.250, 81.500] (p=6.062e-01)","0.067 [0.000, 0.293] (p=3.713e-25)"
