,Fold selected features,Fold nb of features
Fold 0,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",8
Fold 1,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 2,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 3,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'STAT6', 'MAPKAPK2']",8
Fold 4,"['CREB', 'STAT5', 'S6', 'IkB', 'NFkB', 'STAT6', 'MAPKAPK2']",7
Fold 5,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6']",7
Fold 6,"['CREB', 'STAT3', 'S6', 'NFkB', 'ERK', 'STAT6']",6
Fold 7,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",8
Fold 8,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",8
Fold 9,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",8
Fold 10,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 11,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'ERK', 'STAT6']",7
Fold 12,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 13,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 14,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",8
Fold 15,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 16,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",8
Fold 17,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 18,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",8
Fold 19,"['STAT3', 'S6', 'NFkB', 'ERK', 'STAT6']",5
Fold 20,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 21,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",8
Fold 22,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",8
Fold 23,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6']",7
Fold 24,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",8
Fold 25,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 26,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",8
