,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
artificial.1,0.0,0.0,0.0,0.0,0.002,0.004,0.007,0.01,0.013,0.02
artificial.2,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.005,0.006
artificial.3,0.0,0.0,0.0,0.0,0.003,0.004,0.005,0.007,0.011,0.015
artificial.4,0.0,0.01,0.017,0.026,0.038,0.049,0.066,0.077,0.088,0.097
artificial.5,0.0,0.033,0.054,0.077,0.1,0.116,0.138,0.16,0.181,0.209
artificial.6,0.0,0.009,0.019,0.032,0.04,0.048,0.056,0.067,0.079,0.09
artificial.7,0.0,0.002,0.006,0.012,0.021,0.032,0.038,0.047,0.053,0.063
artificial.8,0.0,0.003,0.008,0.015,0.026,0.039,0.049,0.064,0.083,0.107
artificial.9,0.0,0.142,0.192,0.225,0.259,0.293,0.325,0.347,0.368,0.397
artificial.10,0.0,0.256,0.353,0.406,0.449,0.485,0.511,0.53,0.556,0.578
artificial.11,0.0,0.0,0.0,0.004,0.012,0.022,0.033,0.042,0.052,0.067
artificial.12,0.0,0.053,0.107,0.15,0.173,0.198,0.23,0.267,0.288,0.318
artificial.13,0.0,0.0,0.0,0.001,0.001,0.004,0.006,0.01,0.017,0.022
artificial.14,0.0,0.006,0.013,0.022,0.026,0.031,0.043,0.052,0.057,0.065
artificial.15,0.0,0.0,0.005,0.012,0.015,0.021,0.029,0.037,0.046,0.058
artificial.16,0.0,0.156,0.241,0.306,0.353,0.389,0.43,0.456,0.496,0.525
artificial.17,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.003
artificial.18,0.0,0.012,0.039,0.068,0.102,0.145,0.17,0.197,0.221,0.247
artificial.19,0.0,0.004,0.01,0.024,0.05,0.061,0.071,0.085,0.1,0.113
artificial.20,0.0,0.005,0.013,0.021,0.03,0.033,0.039,0.042,0.048,0.062
artificial.21,0.0,0.383,0.514,0.59,0.627,0.659,0.682,0.697,0.718,0.738
artificial.22,0.0,0.0,0.0,0.007,0.011,0.017,0.022,0.03,0.037,0.053
artificial.23,0.0,0.194,0.32,0.407,0.478,0.527,0.567,0.598,0.63,0.66
artificial.24,0.0,0.0,0.004,0.017,0.029,0.05,0.067,0.081,0.092,0.104
artificial.25,0.0,0.001,0.009,0.026,0.041,0.063,0.089,0.114,0.135,0.157
artificial.26,0.0,0.019,0.026,0.033,0.041,0.055,0.066,0.076,0.087,0.099
artificial.27,0.0,0.0,0.002,0.005,0.013,0.021,0.033,0.049,0.061,0.073
artificial.28,0.0,0.011,0.03,0.044,0.051,0.059,0.069,0.082,0.095,0.112
artificial.29,0.0,0.019,0.032,0.057,0.076,0.085,0.095,0.115,0.137,0.155
artificial.30,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.01,0.017
artificial.31,0.0,0.106,0.203,0.269,0.309,0.345,0.383,0.417,0.444,0.467
artificial.32,0.0,0.467,0.535,0.576,0.602,0.638,0.662,0.685,0.701,0.714
artificial.33,0.0,0.146,0.219,0.262,0.297,0.337,0.368,0.399,0.438,0.463
artificial.34,0.0,0.286,0.359,0.423,0.477,0.515,0.542,0.569,0.601,0.626
artificial.35,0.0,0.006,0.014,0.028,0.042,0.052,0.07,0.078,0.096,0.113
artificial.36,0.0,0.016,0.022,0.03,0.037,0.048,0.059,0.07,0.08,0.097
artificial.37,0.0,0.025,0.035,0.047,0.073,0.099,0.123,0.142,0.177,0.197
artificial.38,0.0,0.09,0.17,0.252,0.31,0.362,0.414,0.451,0.477,0.509
artificial.39,0.0,0.029,0.055,0.069,0.082,0.099,0.119,0.143,0.164,0.202
artificial.40,0.0,0.039,0.067,0.099,0.125,0.15,0.177,0.206,0.223,0.238
artificial.41,0.0,0.006,0.014,0.024,0.031,0.038,0.045,0.061,0.074,0.091
artificial.42,0.0,0.118,0.156,0.175,0.194,0.209,0.234,0.251,0.267,0.291
artificial.43,0.0,0.012,0.024,0.03,0.04,0.048,0.051,0.067,0.084,0.099
artificial.44,0.0,0.073,0.128,0.211,0.281,0.34,0.391,0.429,0.468,0.503
artificial.45,0.0,0.016,0.051,0.085,0.121,0.171,0.213,0.252,0.297,0.333
artificial.46,0.0,0.173,0.247,0.306,0.358,0.392,0.419,0.452,0.483,0.507
artificial.47,0.0,0.006,0.024,0.042,0.062,0.087,0.102,0.126,0.156,0.192
artificial.48,0.0,0.039,0.1,0.167,0.231,0.291,0.343,0.392,0.435,0.475
artificial.49,0.0,0.031,0.066,0.105,0.135,0.177,0.21,0.233,0.26,0.299
artificial.50,0.0,0.0,0.0,0.0,0.003,0.011,0.017,0.027,0.032,0.039
artificial.51,0.0,0.001,0.001,0.002,0.016,0.028,0.042,0.057,0.075,0.089
artificial.52,0.0,0.0,0.001,0.002,0.009,0.017,0.027,0.043,0.058,0.077
artificial.53,0.0,0.02,0.046,0.057,0.081,0.1,0.113,0.129,0.15,0.166
artificial.54,0.0,0.026,0.049,0.073,0.096,0.119,0.136,0.161,0.185,0.21
artificial.55,0.0,0.001,0.001,0.003,0.005,0.008,0.013,0.023,0.025,0.034
artificial.56,0.0,0.153,0.212,0.228,0.251,0.274,0.294,0.312,0.334,0.354
artificial.57,0.0,0.283,0.349,0.41,0.454,0.482,0.506,0.532,0.556,0.578
artificial.58,0.0,0.47,0.569,0.657,0.719,0.76,0.805,0.83,0.858,0.879
artificial.59,0.0,0.006,0.013,0.023,0.033,0.04,0.048,0.057,0.076,0.079
artificial.60,0.0,0.002,0.013,0.024,0.045,0.061,0.078,0.095,0.116,0.143
artificial.61,0.0,0.001,0.002,0.009,0.015,0.032,0.052,0.066,0.078,0.099
