,ROC AUC,Average Precision,N features,CVS
STABL,"0.360 [0.220, 0.500]","0.453 [0.248, 0.658]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.470 [0.209, 0.747] (p=0.269)","0.596 [0.307, 0.849] (p=0.108)","13.000 [11.000, 13.000] (p=1.657e-08)","0.562 [0.471, 0.638] (p=2.855e-71)"
SS 05,"0.465 [0.220, 0.727] (p=0.268)","0.564 [0.309, 0.841] (p=0.191)","5.000 [4.000, 6.000] (p=3.825e-08)","0.444 [0.333, 0.600] (p=2.645e-70)"
SS 08,"0.360 [0.208, 0.500] (p=0.629)","0.453 [0.250, 0.685] (p=0.742)","0.000 [0.000, 0.000] (p=9.132e-01)","0.000 [0.000, 0.000] (p=3.205e-01)"
Lasso,"0.175 [0.051, 0.328] (p=0.025)","0.387 [0.210, 0.612] (p=0.121)","0.000 [0.000, 5.750] (p=5.199e-02)","0.000 [0.000, 0.000] (p=6.902e-06)"
Lasso 1SE,"0.240 [0.094, 0.404] (p=0.195)","0.408 [0.219, 0.642] (p=0.318)","0.000 [0.000, 4.500] (p=1.598e-01)","0.000 [0.000, 0.000] (p=4.305e-03)"
ElasticNet,"0.280 [0.080, 0.548] (p=0.287)","0.421 [0.237, 0.746] (p=0.279)","0.000 [0.000, 2.000] (p=1.133e-01)","0.000 [0.000, 0.000] (p=3.221e-04)"
