,Associated weight
CD62LpImmatureNeutrophils_predictions,9.46667773678161
CD62LnAgedNeutrophils_predictions,9.429200137848738
CCR2pcMC_predictions,8.727028222178559
Bcells_predictions,7.884671609548724
pDC_predictions,6.302390720759679
CD56brightCD16nNKcells_predictions,5.764561482072839
CD8Tem_predictions,5.152796590523026
CCR2nncMC_predictions,4.567101601068479
CD8Tcm_predictions,4.4645494523756195
CD8Tnaive_predictions,3.74617853141645
mDC_predictions,3.136911791077457
CD61pCD41pPLT_predictions,2.9593023257626583
CD8Trm_predictions,2.810323365787575
CD4Tcm_predictions,2.4466703137516643
CD56dimCD16pNKcells_predictions,2.282379952926438
CD41hiCD61hiPLT_predictions,2.224566057836438
MDSC_predictions,1.9152584391828176
gdTcells_predictions,1.9144256402147197
intMC_predictions,1.8096020180290573
CD4Tnaive_predictions,1.6078060620069345
Th1naive_predictions,1.5740856396493808
Th1mem_predictions,1.1976131451394034
CD4Tem_predictions,1.1085195294448724
Tregnaive_predictions,1.0351642222826474
CD4Trm_predictions,0.4389204092600596
NKT_predictions,0.35045838639254034
Tregmem_predictions,0.014022019832939936
