,ROC AUC,Average Precision,N features,CVS
STABL,"0.570 [0.308, 0.812]","0.643 [0.361, 0.893]","24.500 [4.750, 40.000]","0.232 [0.093, 0.444]"
SS 03,"0.445 [0.182, 0.719] (p=0.191)","0.505 [0.285, 0.820] (p=0.218)","10.000 [9.750, 11.250] (p=1.063e-01)","0.483 [0.357, 0.571] (p=2.586e-21)"
SS 05,"0.320 [0.094, 0.594] (p=0.043)","0.414 [0.254, 0.712] (p=0.007)","3.000 [2.000, 3.250] (p=7.550e-05)","0.333 [0.250, 0.500] (p=1.352e-06)"
SS 08,"0.585 [0.339, 0.824] (p=0.463)","0.521 [0.325, 0.828] (p=0.229)","0.500 [0.000, 1.000] (p=5.577e-08)","0.000 [0.000, 0.000] (p=5.063e-21)"
Lasso,"0.220 [0.052, 0.440] (p=0.03)","0.387 [0.205, 0.660] (p=0.05)","0.000 [0.000, 4.250] (p=3.989e-05)","0.000 [0.000, 0.000] (p=6.341e-44)"
Lasso 1SE,"0.210 [0.066, 0.400] (p=0.026)","0.379 [0.216, 0.630] (p=0.052)","0.000 [0.000, 2.250] (p=2.195e-05)","0.000 [0.000, 0.000] (p=1.927e-45)"
ElasticNet,"0.330 [0.090, 0.611] (p=0.115)","0.508 [0.275, 0.760] (p=0.228)","8.500 [2.250, 81.500] (p=9.676e-01)","0.067 [0.000, 0.293] (p=9.334e-13)"
