,Max Proba
artificial.36,0.88
artificial.34,0.782
artificial.9,0.735
artificial.41,0.541
artificial.24,0.382
artificial.19,0.375
artificial.12,0.369
artificial.39,0.36
artificial.26,0.341
artificial.22,0.327
artificial.43,0.252
artificial.16,0.249
artificial.27,0.237
artificial.33,0.202
artificial.31,0.177
artificial.42,0.146
artificial.6,0.127
artificial.14,0.125
artificial.8,0.12
artificial.35,0.107
artificial.11,0.104
artificial.28,0.097
artificial.18,0.095
artificial.17,0.095
artificial.32,0.094
artificial.38,0.088
artificial.7,0.079
artificial.21,0.073
artificial.15,0.07
artificial.2,0.067
artificial.25,0.051
artificial.40,0.05
artificial.30,0.042
artificial.1,0.027
artificial.4,0.026
artificial.29,0.022
artificial.5,0.022
artificial.10,0.016
artificial.37,0.012
artificial.13,0.004
artificial.23,0.004
artificial.20,0.002
artificial.3,0.001
