,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
artificial.1,0.0,0.018,0.025,0.026,0.026,0.027,0.027,0.026,0.026,0.026
artificial.2,0.0,0.067,0.063,0.061,0.059,0.06,0.061,0.059,0.06,0.058
artificial.3,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001
artificial.4,0.0,0.019,0.019,0.02,0.022,0.023,0.025,0.025,0.025,0.026
artificial.5,0.0,0.005,0.013,0.017,0.018,0.021,0.021,0.022,0.022,0.022
artificial.6,0.0,0.093,0.116,0.115,0.118,0.122,0.126,0.127,0.127,0.126
artificial.7,0.0,0.055,0.064,0.068,0.069,0.071,0.073,0.079,0.078,0.078
artificial.8,0.0,0.033,0.059,0.077,0.091,0.099,0.105,0.115,0.115,0.12
artificial.9,0.0,0.545,0.677,0.711,0.726,0.727,0.729,0.735,0.734,0.735
artificial.10,0.0,0.001,0.007,0.01,0.013,0.014,0.015,0.016,0.015,0.015
artificial.11,0.0,0.091,0.098,0.099,0.098,0.1,0.103,0.103,0.101,0.104
artificial.12,0.0,0.247,0.31,0.329,0.338,0.35,0.354,0.361,0.369,0.364
artificial.13,0.0,0.0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004
artificial.14,0.0,0.097,0.115,0.119,0.117,0.122,0.125,0.123,0.121,0.122
artificial.15,0.0,0.016,0.039,0.054,0.059,0.057,0.058,0.062,0.064,0.07
artificial.16,0.0,0.182,0.212,0.224,0.235,0.245,0.248,0.244,0.248,0.249
artificial.17,0.0,0.062,0.078,0.087,0.089,0.091,0.093,0.095,0.094,0.093
artificial.18,0.0,0.04,0.074,0.079,0.084,0.087,0.09,0.091,0.093,0.095
artificial.19,0.0,0.375,0.375,0.357,0.356,0.358,0.356,0.355,0.354,0.353
artificial.20,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.002
artificial.21,0.0,0.04,0.064,0.069,0.069,0.071,0.073,0.073,0.073,0.072
artificial.22,0.0,0.045,0.159,0.234,0.26,0.285,0.3,0.307,0.322,0.327
artificial.23,0.0,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004
artificial.24,0.0,0.273,0.354,0.374,0.379,0.377,0.373,0.376,0.38,0.382
artificial.25,0.0,0.029,0.045,0.046,0.048,0.048,0.047,0.051,0.051,0.05
artificial.26,0.0,0.303,0.32,0.329,0.336,0.333,0.336,0.338,0.338,0.341
artificial.27,0.0,0.237,0.211,0.198,0.196,0.189,0.186,0.182,0.185,0.181
artificial.28,0.0,0.031,0.076,0.084,0.087,0.091,0.092,0.093,0.094,0.097
artificial.29,0.0,0.008,0.014,0.016,0.017,0.017,0.019,0.018,0.019,0.022
artificial.30,0.0,0.026,0.039,0.04,0.042,0.04,0.039,0.04,0.04,0.039
artificial.31,0.0,0.177,0.163,0.156,0.156,0.156,0.152,0.152,0.151,0.151
artificial.32,0.0,0.023,0.064,0.07,0.074,0.079,0.086,0.089,0.093,0.094
artificial.33,0.0,0.101,0.148,0.17,0.178,0.187,0.19,0.195,0.197,0.202
artificial.34,0.0,0.714,0.758,0.763,0.766,0.77,0.774,0.774,0.78,0.782
artificial.35,0.0,0.032,0.075,0.084,0.091,0.098,0.101,0.105,0.106,0.107
artificial.36,0.0,0.758,0.839,0.858,0.863,0.868,0.87,0.876,0.879,0.88
artificial.37,0.0,0.002,0.008,0.008,0.011,0.011,0.012,0.012,0.011,0.012
artificial.38,0.0,0.014,0.048,0.064,0.072,0.077,0.081,0.084,0.086,0.088
artificial.39,0.0,0.149,0.289,0.323,0.337,0.347,0.353,0.359,0.358,0.36
artificial.40,0.0,0.016,0.027,0.039,0.044,0.044,0.045,0.05,0.049,0.05
artificial.41,0.0,0.365,0.466,0.488,0.505,0.52,0.531,0.541,0.54,0.54
artificial.42,0.0,0.116,0.13,0.137,0.139,0.143,0.144,0.146,0.143,0.142
artificial.43,0.0,0.141,0.205,0.223,0.236,0.243,0.247,0.249,0.25,0.252
