,ROC AUC,Average Precision,N features,CVS
STABL,"0.300 [0.090, 0.556]","0.415 [0.249, 0.724]","7.500 [4.500, 8.250]","0.444 [0.300, 0.556]"
SS 03,"0.540 [0.273, 0.800] (p=0.048)","0.526 [0.304, 0.881] (p=0.159)","2.000 [1.750, 3.000] (p=3.047e-06)","0.333 [0.250, 0.667] (p=2.188e-01)"
SS 05,"0.500 [0.500, 0.500] (p=0.129)","0.500 [0.250, 0.700] (p=0.187)","0.000 [0.000, 0.000] (p=7.591e-09)","0.000 [0.000, 0.000] (p=1.200e-72)"
SS 08,"0.500 [0.500, 0.500] (p=0.111)","0.500 [0.250, 0.700] (p=0.153)","0.000 [0.000, 0.000] (p=7.591e-09)","0.000 [0.000, 0.000] (p=1.200e-72)"
Lasso,"0.500 [0.210, 0.800] (p=0.042)","0.697 [0.436, 0.900] (p=0.015)","7.000 [4.000, 9.250] (p=6.340e-01)","0.400 [0.276, 0.553] (p=1.882e-01)"
Lasso 1SE,"0.510 [0.232, 0.802] (p=0.049)","0.673 [0.411, 0.883] (p=0.028)","6.500 [2.750, 9.250] (p=6.933e-01)","0.265 [0.125, 0.417] (p=9.775e-14)"
ElasticNet,"0.560 [0.242, 0.828] (p=0.029)","0.738 [0.499, 0.918] (p=0.013)","10.500 [9.750, 14.250] (p=2.689e-04)","0.420 [0.323, 0.561] (p=7.492e-01)"
