,Spearman corr,pvalue
S6,0.45089718415254243,0.04600809554004641
Frequency,0.43355498476205995,0.056166935591136946
p38,-0.41844626448875305,0.06633396611103688
CREB,-0.3815283865906128,0.09694244809397427
STAT5,-0.3295017884191656,0.1559933352870714
IkB,-0.2774751902477184,0.2362383786543498
NFkB,-0.260132990857236,0.268013467258769
ERK,-0.260132990857236,0.268013467258769
STAT3,-0.2594149905827645,0.2693841217006067
STAT6,-0.17342199390482396,0.4646587776970642
MAPKAPK2,0.1560797945143416,0.5111092083782216
STAT1,,
