,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.500, 0.667]","0.550 [0.300, 0.764]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.820 [0.571, 1.000] (p=0.021)","0.894 [0.737, 1.000] (p=0.0)","14.000 [12.000, 14.250] (p=2.488e-07)","0.688 [0.557, 0.786] (p=1.230e-72)"
SS 05,"0.820 [0.555, 1.000] (p=0.023)","0.894 [0.712, 1.000] (p=0.002)","13.500 [12.000, 14.250] (p=2.532e-07)","0.706 [0.562, 0.786] (p=1.226e-72)"
SS 08,"0.840 [0.614, 1.000] (p=0.014)","0.902 [0.716, 1.000] (p=0.002)","13.000 [12.000, 14.000] (p=2.591e-07)","0.714 [0.562, 0.786] (p=1.227e-72)"
Lasso,"0.820 [0.586, 1.000] (p=0.038)","0.885 [0.710, 1.000] (p=0.001)","17.500 [15.750, 19.000] (p=2.706e-07)","0.652 [0.538, 0.739] (p=1.267e-72)"
Lasso 1SE,"0.820 [0.576, 0.990] (p=0.033)","0.868 [0.646, 0.987] (p=0.003)","17.500 [16.000, 20.000] (p=2.706e-07)","0.600 [0.520, 0.684] (p=1.262e-72)"
ElasticNet,"0.910 [0.738, 1.000] (p=0.002)","0.937 [0.799, 1.000] (p=0.0)","72.000 [57.750, 105.500] (p=1.123e-08)","0.575 [0.465, 0.693] (p=1.278e-72)"
