,Feature Name
Feature n°1,CCR2nncMC_S6
Feature n°2,CCR2nncMC_NFkB
Feature n°3,CCR2pcMC_S6
Feature n°4,CD41hiCD61hiPLT_p38
Feature n°5,CD41hiCD61hiPLT_MAPKAPK2
Feature n°6,CD62LpImmatureNeutrophils_IkB
Feature n°7,intMC_S6
Feature n°8,MDSC_S6
