,Max Proba
CD41hiCD61hiPLT_MAPKAPK2,0.877
gdTcells_NFkB,0.84
CD41hiCD61hiPLT_p38,0.793
CD8Tem_Frequency,0.779
Th1naive_IkB,0.765
CD8Tcm_CREB,0.675
CD56dimCD16pNKcells_NFkB,0.656
CD4Tem_STAT3,0.603
CD41hiCD61hiPLT_CREB,0.592
Bcells_NFkB,0.568
gdTcells_Frequency,0.535
CD56brightCD16nNKcells_CREB,0.534
CD41hiCD61hiPLT_S6,0.525
MDSC_Frequency,0.52
CD4Tem_Frequency,0.507
CD8Tnaive_CREB,0.506
Tregmem_STAT3,0.489
NKT_STAT3,0.483
Tregnaive_STAT6,0.478
Tregmem_Frequency,0.468
CD8Tcm_STAT3,0.462
CD62LpImmatureNeutrophils_Frequency,0.458
Th1naive_NFkB,0.457
Th1naive_STAT5,0.448
CD8Trm_Frequency,0.406
CD61pCD41pPLT_S6,0.403
intMC_Frequency,0.394
Th1mem_ERK,0.377
Th1mem_CREB,0.372
CCR2nncMC_Frequency,0.355
Th1mem_NFkB,0.349
pDC_STAT3,0.335
gdTcells_CREB,0.317
CD56dimCD16pNKcells_CREB,0.293
MDSC_NFkB,0.279
NKT_NFkB,0.275
CCR2nncMC_STAT3,0.273
Bcells_S6,0.27
CD4Trm_NFkB,0.265
NKT_CREB,0.252
CD8Tem_CREB,0.231
CD62LnAgedNeutrophils_NFkB,0.228
CD4Tcm_STAT3,0.225
CCR2pcMC_NFkB,0.224
intMC_CREB,0.221
CD56brightCD16nNKcells_MAPKAPK2,0.207
MDSC_CREB,0.206
CD56brightCD16nNKcells_IkB,0.195
CD8Tem_IkB,0.194
Th1naive_CREB,0.193
mDC_MAPKAPK2,0.176
CD62LpImmatureNeutrophils_STAT3,0.159
CCR2pcMC_CREB,0.158
Th1naive_STAT6,0.151
Tregnaive_STAT3,0.139
CD62LnAgedNeutrophils_p38,0.138
Bcells_CREB,0.138
CD8Trm_CREB,0.136
Bcells_Frequency,0.131
intMC_S6,0.127
CD4Trm_STAT6,0.124
CD62LpImmatureNeutrophils_CREB,0.119
MDSC_MAPKAPK2,0.118
Th1naive_STAT3,0.116
CD62LpImmatureNeutrophils_IkB,0.115
CD4Tnaive_STAT3,0.114
Th1naive_MAPKAPK2,0.112
gdTcells_IkB,0.106
CCR2pcMC_Frequency,0.099
CD8Tcm_MAPKAPK2,0.098
MDSC_ERK,0.086
Th1mem_S6,0.084
CD61pCD41pPLT_STAT3,0.08
CD62LnAgedNeutrophils_IkB,0.074
Bcells_p38,0.07
pDC_NFkB,0.068
CD4Trm_Frequency,0.066
CCR2pcMC_MAPKAPK2,0.064
CD4Tcm_Frequency,0.062
CD8Tnaive_MAPKAPK2,0.059
Tregnaive_ERK,0.058
Th1mem_STAT6,0.057
mDC_p38,0.056
CD62LnAgedNeutrophils_MAPKAPK2,0.053
CCR2nncMC_S6,0.051
Th1naive_ERK,0.051
CD62LnAgedNeutrophils_S6,0.05
CD62LnAgedNeutrophils_CREB,0.049
Th1naive_S6,0.045
Tregmem_MAPKAPK2,0.044
CD62LpImmatureNeutrophils_S6,0.043
Th1mem_STAT5,0.042
CCR2pcMC_p38,0.039
CD56brightCD16nNKcells_Frequency,0.038
Tregnaive_NFkB,0.038
CD61pCD41pPLT_NFkB,0.037
