,ROC AUC,Average Precision,N features,CVS
STABL,"0.620 [0.410, 0.818]","0.626 [0.342, 0.853]","0.000 [0.000, 6.250]","0.000 [0.000, 0.000]"
SS 03,"0.780 [0.550, 0.980] (p=0.121)","0.806 [0.561, 0.979] (p=0.092)","12.000 [11.000, 12.000] (p=5.412e-08)","0.714 [0.615, 0.786] (p=1.339e-67)"
SS 05,"0.780 [0.521, 0.970] (p=0.124)","0.806 [0.571, 0.988] (p=0.085)","12.000 [11.000, 12.000] (p=5.705e-08)","0.714 [0.615, 0.786] (p=1.506e-67)"
SS 08,"0.780 [0.542, 0.969] (p=0.119)","0.806 [0.570, 0.982] (p=0.091)","12.000 [11.000, 12.000] (p=5.705e-08)","0.714 [0.615, 0.786] (p=1.506e-67)"
Lasso,"0.820 [0.594, 0.979] (p=0.062)","0.815 [0.583, 0.989] (p=0.042)","10.000 [9.000, 10.000] (p=3.424e-07)","0.555 [0.417, 0.692] (p=1.377e-60)"
Lasso 1SE,"0.810 [0.576, 0.979] (p=0.049)","0.809 [0.571, 0.982] (p=0.052)","10.000 [9.000, 10.000] (p=3.592e-07)","0.571 [0.385, 0.692] (p=2.230e-60)"
ElasticNet,"0.820 [0.583, 0.978] (p=0.053)","0.852 [0.624, 0.990] (p=0.009)","17.500 [14.750, 19.250] (p=4.537e-08)","0.618 [0.500, 0.700] (p=3.220e-64)"
