,Spearman corr,pvalue
S6,0.6416613774478488,0.0022910511964623747
IkB,0.2948173896382008,0.20700547241122197
STAT1,-0.22941573387056172,0.3305649312781844
CREB,0.20810639268578882,0.3786152471949078
p38,-0.16637906219583268,0.48325929306194904
Frequency,0.1387375951238592,0.5596674186533706
NFkB,0.0693687975619296,0.7713562200019073
STAT3,-0.05222329678670936,0.8269148030391569
ERK,-0.052026598171447204,0.827557337051562
STAT5,-0.052026598171447204,0.827557337051562
MAPKAPK2,0.0346843987809648,0.8845776882078991
STAT6,0.0173421993904824,0.9421499835467455
