,ROC AUC,Average Precision,N features,CVS
STABL,"0.820 [0.615, 0.980]","0.876 [0.678, 0.988]","1.000 [1.000, 1.000]","1.000 [1.000, 1.000]"
SS 03,"0.440 [0.200, 0.727] (p=0.014)","0.483 [0.285, 0.803] (p=0.009)","7.000 [7.000, 8.000] (p=1.973e-78)","0.875 [0.857, 1.000] (p=0.000e+00)"
SS 05,"0.690 [0.430, 0.912] (p=0.006)","0.773 [0.512, 0.944] (p=0.014)","3.000 [2.000, 3.000] (p=4.258e-66)","0.500 [0.333, 0.667] (p=0.000e+00)"
SS 08,"0.820 [0.573, 0.989] (p=1.0)","0.876 [0.681, 0.994] (p=1.0)","1.000 [1.000, 1.000] (p=1.000e+00)","1.000 [1.000, 1.000] (p=1.000e+00)"
Lasso,"0.880 [0.681, 1.000] (p=0.23)","0.905 [0.725, 1.000] (p=0.358)","1.000 [1.000, 1.000] (p=1.000e+00)","1.000 [1.000, 1.000] (p=1.000e+00)"
Lasso 1SE,"0.900 [0.727, 1.000] (p=0.222)","0.916 [0.745, 1.000] (p=0.35)","1.000 [1.000, 1.000] (p=1.000e+00)","1.000 [1.000, 1.000] (p=1.000e+00)"
ElasticNet,"0.830 [0.606, 0.980] (p=0.451)","0.877 [0.705, 0.986] (p=0.48)","1.000 [1.000, 1.000] (p=1.000e+00)","1.000 [1.000, 1.000] (p=1.000e+00)"
