,ROC AUC,Average Precision,N features,CVS
STABL,"0.730 [0.488, 0.929]","0.791 [0.564, 0.954]","6.500 [4.000, 9.750]","0.372 [0.250, 0.460]"
SS 03,"0.710 [0.429, 0.920] (p=0.411)","0.780 [0.522, 0.954] (p=0.462)","9.000 [8.750, 11.000] (p=1.546e-02)","0.538 [0.462, 0.636] (p=1.564e-27)"
SS 05,"0.730 [0.461, 0.923] (p=0.511)","0.773 [0.526, 0.951] (p=0.401)","5.000 [5.000, 6.000] (p=2.433e-01)","0.667 [0.571, 0.800] (p=2.105e-42)"
SS 08,"0.270 [0.106, 0.417] (p=0.005)","0.476 [0.250, 0.685] (p=0.004)","0.000 [0.000, 0.250] (p=1.625e-07)","0.000 [0.000, 0.000] (p=4.597e-59)"
Lasso,"0.490 [0.200, 0.778] (p=0.025)","0.677 [0.406, 0.887] (p=0.096)","7.000 [4.000, 11.250] (p=4.125e-01)","0.360 [0.250, 0.500] (p=5.469e-01)"
Lasso 1SE,"0.530 [0.250, 0.791] (p=0.034)","0.689 [0.413, 0.891] (p=0.113)","6.500 [2.750, 10.250] (p=9.892e-01)","0.250 [0.100, 0.385] (p=4.757e-07)"
ElasticNet,"0.590 [0.302, 0.859] (p=0.121)","0.749 [0.504, 0.929] (p=0.361)","12.000 [10.000, 15.250] (p=1.573e-03)","0.417 [0.333, 0.533] (p=5.170e-05)"
