,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.250, 0.768]","0.556 [0.318, 0.851]","11.000 [7.000, 20.250]","0.333 [0.250, 0.423]"
SS 03,"0.520 [0.222, 0.798] (p=0.387)","0.670 [0.392, 0.886] (p=0.169)","16.000 [15.000, 16.250] (p=8.366e-02)","0.500 [0.409, 0.600] (p=3.541e-29)"
SS 05,"0.560 [0.280, 0.833] (p=0.229)","0.656 [0.391, 0.887] (p=0.252)","10.000 [8.750, 11.000] (p=4.385e-01)","0.500 [0.370, 0.600] (p=5.748e-22)"
SS 08,"0.275 [0.059, 0.530] (p=0.035)","0.404 [0.230, 0.698] (p=0.072)","4.000 [3.000, 4.000] (p=6.172e-07)","0.333 [0.200, 0.500] (p=3.116e-01)"
Lasso,"0.190 [0.047, 0.379] (p=0.03)","0.379 [0.202, 0.612] (p=0.119)","1.000 [0.000, 13.250] (p=1.785e-03)","0.000 [0.000, 0.000] (p=9.811e-48)"
Lasso 1SE,"0.180 [0.048, 0.364] (p=0.018)","0.374 [0.215, 0.624] (p=0.106)","0.500 [0.000, 13.500] (p=2.358e-03)","0.000 [0.000, 0.000] (p=9.726e-49)"
ElasticNet,"0.340 [0.081, 0.615] (p=0.13)","0.512 [0.281, 0.777] (p=0.394)","8.500 [2.250, 81.500] (p=8.178e-01)","0.067 [0.000, 0.293] (p=3.191e-20)"
