,Fold selected features,Fold nb of features
Fold 0,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'ERK', 'Frequency']",7
Fold 1,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 2,"['CREB', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'Frequency']",7
Fold 3,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 4,"['MAPKAPK2', 'CREB', 'p38', 'STAT3', 'IkB', 'ERK', 'Frequency']",7
Fold 5,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 6,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 7,"['MAPKAPK2', 'CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",8
Fold 8,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 9,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",6
Fold 10,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",7
Fold 11,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 12,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",7
Fold 13,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",6
Fold 14,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 15,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",7
Fold 16,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 17,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 18,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",6
Fold 19,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 20,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",6
Fold 21,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",6
Fold 22,"['CREB', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'Frequency']",7
Fold 23,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 24,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 25,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",7
Fold 26,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",6
Fold 27,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 28,"['MAPKAPK2', 'CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",8
Fold 29,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 30,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 31,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",7
Fold 32,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",7
Fold 33,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 34,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 35,"['MAPKAPK2', 'CREB', 'p38', 'STAT3', 'IkB', 'ERK', 'Frequency']",7
Fold 36,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 37,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 38,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'ERK', 'Frequency']",7
Fold 39,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 40,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 41,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 42,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'ERK', 'Frequency']",7
Fold 43,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 44,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 45,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 46,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",6
Fold 47,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",7
Fold 48,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 49,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",6
Fold 50,"['CREB', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'Frequency']",7
Fold 51,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'Frequency']",7
Fold 52,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
Fold 53,"['CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",7
Fold 54,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'Frequency']",8
