,Frequency,CREB,STAT5,p38,STAT1,STAT3,S6,IkB,NFkB,ERK,STAT6,MAPKAPK2
1326,32.22232926,0.367043839,0.125252999,0.0,0.0,0.092080366,0.094436373,0.338504427,0.670531288,0.047231324,0.0,0.448140057
1330,9.467496702,0.171370673,0.13293449,0.0,0.0,0.0,0.070818645,0.27396411,0.557819133,0.051377632,0.0,0.487045218
1331,5.597344631,0.419240917,0.128078066,0.0,0.0,0.017956274,0.090575846,0.262170354,0.592912911,0.040741014,0.0,0.391724565
1337,6.64230508,0.440184655,0.15896226,0.0,0.0,0.104546775,0.040505844,0.25702405,0.570656328,0.040980312,0.0,0.311919678
1357,17.67839567,0.331110089,0.133226597,0.0,0.0,0.0,0.059955463,0.227537903,0.629601618,0.040125015,0.0,0.362403487
1377,1.828209866,0.411225381,0.121206569,0.0,0.0,0.0,0.07878976,0.329393899,0.768164427,0.044734451,0.0,0.455910965
1381,21.8957405,0.605763969,0.081556718,0.0,0.0,0.0,0.02436232,0.199942432,0.572565344,0.002010302,0.0,0.437306874
1400,11.39766702,0.240992275,0.085843221,0.0,0.0,0.0,0.040287354,0.261064851,0.47122996,0.0,0.0,0.362018073
1414,7.730809083,0.568083204,0.094828139,0.0,0.0,0.0,0.114878819,0.448266866,1.102133285,0.018861827,0.0,0.503739181
1418,5.160514277,0.470708553,0.107473294,0.0,0.0,0.0,0.11920946,0.535665896,1.020720711,0.05707308,0.0,0.595060388
1427,8.088575012,0.28394469,0.054814309,0.0,0.0,0.0,0.109143125,0.257697634,0.59873074,0.017707181,0.0,0.400998516
1428,21.65518145,0.293613765,0.068872297,0.0,0.0,0.0,0.094587691,0.215362818,0.624016387,0.021623978,0.0,0.391930121
1431,9.608821213,0.530248499,0.071946028,0.0,0.0,0.154365603,0.128455716,0.312237628,0.761825833,0.064583433,0.0,0.491586464
1464,14.6904233,0.894194121,0.091579203,0.005989611,0.0,0.0,0.112948733,0.251056771,0.719638511,0.023624452,0.0,0.636584074
1469,3.081194055,0.398839859,0.089520483,0.0,0.0,0.0,0.102169636,0.311962019,0.64101204,0.032663718,0.0,0.507947565
1472,4.861180549,0.324797165,0.034933727,0.0,0.0,0.0,0.233723041,0.271841766,0.780532068,0.0,0.0,0.355029716
1473,5.171006273,0.186262148,0.071770602,0.0,0.0,0.0,0.223184606,0.26917872,0.410023753,0.0,0.0,0.517238913
1475,3.342700061,0.317056131,0.087090471,0.0,0.0,0.0,0.196817009,0.234626174,0.420442622,0.0,0.0,0.447384037
1480,4.454002774,0.153372725,0.112974508,0.0,0.0,0.0,0.200549606,0.218231861,0.653872504,0.0,0.0,0.380331637
1488,9.521774232,0.328995086,0.096457339,0.0,0.0,0.0,0.271817262,0.266891056,0.563454966,0.021484124,0.0,0.556632253
