,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.500 [0.500, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]",1.000e+00
SS 03,"0.380 [0.140, 0.646] (p=0.219)","0.445 [0.261, 0.768] (p=0.266)","5.000 [4.000, 5.000] (p=1.648e-80)","1.000 [0.800, 1.000] (p=0.000e+00)",3.847e-01
SS 05,"0.380 [0.131, 0.667] (p=0.258)","0.445 [0.266, 0.741] (p=0.299)","5.000 [4.000, 5.000] (p=1.648e-80)","1.000 [0.800, 1.000] (p=0.000e+00)",3.847e-01
SS 08,"0.535 [0.253, 0.803] (p=0.425)","0.523 [0.300, 0.838] (p=0.428)","1.000 [1.000, 2.000] (p=2.935e-66)","0.333 [0.000, 0.500] (p=0.000e+00)",8.203e-01
Lasso,"0.215 [0.049, 0.460] (p=0.014)","0.441 [0.244, 0.671] (p=0.075)","1.000 [0.000, 3.000] (p=4.376e-30)","0.000 [0.000, 0.000] (p=0.000e+00)",2.373e-02
Lasso 1SE,"0.215 [0.050, 0.434] (p=0.019)","0.441 [0.251, 0.689] (p=0.078)","1.000 [0.000, 3.000] (p=4.376e-30)","0.000 [0.000, 0.000] (p=0.000e+00)",2.373e-02
ElasticNet,"0.200 [0.000, 0.469] (p=0.053)","0.377 [0.220, 0.613] (p=0.035)","2.000 [0.000, 3.000] (p=8.467e-34)","0.000 [0.000, 0.250] (p=0.000e+00)",2.575e-02
