,ROC AUC,Average Precision,N features,CVS
STABL,"0.400 [0.250, 0.500]","0.453 [0.250, 0.713]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.270 [0.061, 0.538] (p=0.185)","0.423 [0.243, 0.732] (p=0.368)","2.500 [2.000, 3.000] (p=4.688e-07)","0.333 [0.175, 0.500] (p=1.252e-54)"
SS 05,"0.500 [0.500, 0.500] (p=0.227)","0.500 [0.300, 0.750] (p=0.253)","0.000 [0.000, 0.000] (p=1.626e-01)","0.000 [0.000, 0.000] (p=3.199e-01)"
SS 08,"0.500 [0.500, 0.500] (p=0.244)","0.500 [0.300, 0.700] (p=0.245)","0.000 [0.000, 0.000] (p=1.626e-01)","0.000 [0.000, 0.000] (p=3.199e-01)"
Lasso,"0.200 [0.071, 0.357] (p=0.023)","0.387 [0.207, 0.656] (p=0.133)","0.000 [0.000, 2.750] (p=4.773e-02)","0.000 [0.000, 0.000] (p=2.223e-05)"
Lasso 1SE,"0.270 [0.121, 0.429] (p=0.192)","0.408 [0.219, 0.633] (p=0.306)","0.000 [0.000, 2.000] (p=1.588e-01)","0.000 [0.000, 0.000] (p=6.023e-03)"
ElasticNet,"0.180 [0.000, 0.407] (p=0.055)","0.379 [0.216, 0.669] (p=0.159)","0.000 [0.000, 2.000] (p=9.213e-02)","0.000 [0.000, 0.000] (p=3.696e-04)"
