,Spearman corr,pvalue
S6,0.5896347792764016,0.006215713648387514
STAT5,-0.3295017884191656,0.1559933352870714
MAPKAPK2,-0.2427907914667536,0.3023454554274212
Frequency,0.17342199390482396,0.4646587776970642
STAT3,-0.12209353913347196,0.6081007083067527
CREB,-0.10405319634289441,0.6624265026477676
IkB,0.0693687975619296,0.7713562200019073
ERK,-0.0346843987809648,0.8845776882078991
STAT6,0.0346843987809648,0.8845776882078991
NFkB,0.0173421993904824,0.9421499835467455
p38,0.016643566632465155,0.9444769651455183
STAT1,,
