,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.450 [0.333, 0.500]","0.500 [0.300, 0.750]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]",3.681e-01
SS 03,"0.380 [0.121, 0.667] (p=0.361)","0.460 [0.259, 0.792] (p=0.365)","6.000 [6.000, 7.000] (p=7.684e-63)","0.857 [0.857, 1.000] (p=0.000e+00)",3.847e-01
SS 05,"0.380 [0.135, 0.681] (p=0.362)","0.460 [0.283, 0.767] (p=0.344)","6.000 [6.000, 6.000] (p=4.594e-69)","1.000 [1.000, 1.000] (p=0.000e+00)",3.847e-01
SS 08,"0.175 [0.055, 0.318] (p=0.01)","0.387 [0.219, 0.641] (p=0.036)","0.000 [0.000, 1.000] (p=3.528e-16)","0.000 [0.000, 0.000] (p=0.000e+00)",6.328e-03
Lasso,"0.230 [0.083, 0.423] (p=0.027)","0.422 [0.250, 0.675] (p=0.042)","0.000 [0.000, 8.000] (p=2.909e-19)","0.000 [0.000, 0.000] (p=0.000e+00)",2.832e-02
Lasso 1SE,"0.230 [0.071, 0.429] (p=0.025)","0.422 [0.238, 0.681] (p=0.032)","0.000 [0.000, 8.000] (p=2.909e-19)","0.000 [0.000, 0.000] (p=0.000e+00)",2.832e-02
ElasticNet,"0.160 [0.022, 0.365] (p=0.038)","0.365 [0.209, 0.615] (p=0.019)","0.000 [0.000, 6.250] (p=1.415e-10)","0.000 [0.000, 0.000] (p=0.000e+00)",1.133e-02
