,C'=' 0.052,C'=' 0.628,C'=' 1.203,C'=' 1.778,C'=' 2.353,C'=' 2.929,C'=' 3.504,C'=' 4.079,C'=' 4.655,C'=' 5.230
artificial.1,0.0,0.08,0.106,0.122,0.136,0.153,0.176,0.194,0.212,0.229
artificial.2,0.0,0.127,0.15,0.164,0.186,0.209,0.223,0.244,0.262,0.277
artificial.3,0.0,0.103,0.136,0.167,0.186,0.203,0.213,0.23,0.242,0.254
artificial.4,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002
artificial.5,0.0,0.023,0.026,0.034,0.047,0.055,0.065,0.078,0.085,0.097
artificial.6,0.0,0.125,0.154,0.188,0.209,0.222,0.231,0.238,0.25,0.265
artificial.7,0.0,0.076,0.102,0.119,0.143,0.159,0.172,0.181,0.192,0.208
artificial.8,0.0,0.047,0.057,0.066,0.078,0.087,0.096,0.101,0.116,0.131
artificial.9,0.0,0.373,0.452,0.487,0.517,0.542,0.576,0.589,0.6,0.615
artificial.10,0.0,0.039,0.062,0.083,0.1,0.12,0.139,0.158,0.174,0.188
artificial.11,0.0,0.132,0.173,0.194,0.22,0.24,0.258,0.276,0.291,0.305
artificial.12,0.0,0.007,0.016,0.02,0.028,0.035,0.041,0.05,0.054,0.06
artificial.13,0.0,0.022,0.042,0.063,0.085,0.102,0.119,0.14,0.163,0.183
artificial.14,0.0,0.07,0.103,0.123,0.133,0.151,0.165,0.177,0.192,0.203
artificial.15,0.0,0.065,0.085,0.103,0.111,0.123,0.138,0.153,0.161,0.17
artificial.16,0.0,0.374,0.427,0.471,0.51,0.533,0.563,0.58,0.595,0.607
artificial.17,0.0,0.041,0.05,0.069,0.077,0.094,0.11,0.124,0.14,0.153
artificial.18,0.0,0.001,0.004,0.005,0.005,0.007,0.008,0.014,0.018,0.023
artificial.19,0.0,0.129,0.146,0.168,0.181,0.193,0.207,0.226,0.235,0.248
artificial.20,0.0,0.03,0.051,0.067,0.076,0.088,0.103,0.116,0.124,0.137
artificial.21,0.0,0.036,0.059,0.083,0.097,0.109,0.116,0.135,0.15,0.164
artificial.22,0.0,0.04,0.062,0.073,0.083,0.1,0.109,0.118,0.126,0.136
artificial.23,0.0,0.072,0.1,0.121,0.145,0.17,0.195,0.215,0.232,0.249
artificial.24,0.0,0.046,0.066,0.076,0.105,0.125,0.151,0.177,0.202,0.217
artificial.25,0.0,0.0,0.0,0.0,0.003,0.003,0.004,0.004,0.01,0.013
artificial.26,0.0,0.061,0.095,0.126,0.151,0.175,0.194,0.213,0.233,0.249
artificial.27,0.0,0.003,0.014,0.026,0.038,0.048,0.06,0.079,0.089,0.105
artificial.28,0.0,0.025,0.057,0.079,0.1,0.112,0.132,0.149,0.164,0.176
artificial.29,0.0,0.094,0.134,0.161,0.178,0.197,0.222,0.241,0.248,0.265
artificial.30,0.0,0.054,0.085,0.113,0.14,0.171,0.186,0.21,0.229,0.248
artificial.31,0.0,0.032,0.052,0.062,0.077,0.088,0.097,0.112,0.127,0.14
artificial.32,0.0,0.26,0.313,0.35,0.379,0.408,0.423,0.45,0.474,0.494
artificial.33,0.0,0.006,0.011,0.017,0.024,0.026,0.032,0.041,0.048,0.055
artificial.34,0.0,0.011,0.015,0.021,0.035,0.04,0.049,0.06,0.074,0.08
artificial.35,0.0,0.109,0.144,0.166,0.191,0.214,0.228,0.256,0.275,0.291
artificial.36,0.0,0.094,0.129,0.159,0.184,0.203,0.222,0.24,0.261,0.278
artificial.37,0.0,0.043,0.079,0.097,0.118,0.138,0.148,0.156,0.175,0.189
artificial.38,0.0,0.011,0.02,0.034,0.046,0.063,0.075,0.091,0.107,0.128
artificial.39,0.0,0.056,0.093,0.125,0.143,0.169,0.188,0.208,0.229,0.241
artificial.40,0.0,0.127,0.165,0.191,0.21,0.234,0.26,0.274,0.29,0.311
artificial.41,0.0,0.071,0.103,0.124,0.14,0.156,0.174,0.185,0.199,0.216
artificial.42,0.0,0.027,0.045,0.052,0.061,0.072,0.079,0.088,0.094,0.106
artificial.43,0.0,0.216,0.296,0.345,0.385,0.403,0.43,0.459,0.481,0.508
artificial.44,0.0,0.01,0.019,0.025,0.028,0.038,0.045,0.052,0.06,0.062
artificial.45,0.0,0.017,0.036,0.056,0.071,0.084,0.094,0.112,0.124,0.137
artificial.46,0.0,0.002,0.005,0.006,0.01,0.011,0.02,0.025,0.029,0.037
artificial.47,0.0,0.42,0.51,0.563,0.612,0.645,0.678,0.7,0.719,0.735
artificial.48,0.0,0.034,0.046,0.061,0.077,0.089,0.106,0.113,0.124,0.131
artificial.49,0.0,0.038,0.052,0.07,0.08,0.089,0.102,0.108,0.12,0.131
artificial.50,0.0,0.003,0.004,0.006,0.01,0.012,0.017,0.022,0.027,0.028
artificial.51,0.0,0.012,0.025,0.038,0.05,0.061,0.072,0.086,0.098,0.109
artificial.52,0.0,0.066,0.097,0.119,0.145,0.163,0.18,0.203,0.217,0.24
artificial.53,0.0,0.09,0.119,0.142,0.162,0.177,0.194,0.203,0.21,0.225
artificial.54,0.0,0.093,0.125,0.145,0.172,0.193,0.207,0.232,0.25,0.263
artificial.55,0.0,0.018,0.035,0.048,0.061,0.072,0.083,0.095,0.108,0.125
artificial.56,0.0,0.011,0.025,0.041,0.055,0.079,0.1,0.126,0.144,0.167
artificial.57,0.0,0.057,0.089,0.115,0.135,0.156,0.173,0.179,0.21,0.226
artificial.58,0.0,0.091,0.112,0.128,0.142,0.161,0.175,0.185,0.198,0.205
artificial.59,0.0,0.057,0.085,0.1,0.119,0.138,0.147,0.158,0.169,0.18
artificial.60,0.0,0.359,0.427,0.462,0.5,0.521,0.544,0.563,0.584,0.6
artificial.61,0.0,0.003,0.007,0.011,0.012,0.018,0.022,0.034,0.038,0.049
artificial.62,0.0,0.253,0.308,0.346,0.383,0.42,0.45,0.467,0.49,0.516
artificial.63,0.0,0.002,0.008,0.013,0.013,0.018,0.023,0.026,0.035,0.043
artificial.64,0.0,0.155,0.233,0.269,0.293,0.347,0.384,0.418,0.451,0.482
artificial.65,0.0,0.037,0.048,0.08,0.091,0.107,0.126,0.134,0.149,0.164
artificial.66,0.0,0.105,0.136,0.166,0.182,0.193,0.207,0.222,0.233,0.253
artificial.67,0.0,0.025,0.049,0.061,0.073,0.083,0.095,0.107,0.123,0.143
artificial.68,0.0,0.156,0.197,0.215,0.24,0.253,0.272,0.287,0.301,0.315
artificial.69,0.0,0.18,0.23,0.263,0.294,0.317,0.341,0.354,0.373,0.397
artificial.70,0.0,0.106,0.137,0.16,0.171,0.191,0.206,0.229,0.243,0.253
artificial.71,0.0,0.04,0.063,0.082,0.1,0.114,0.128,0.143,0.16,0.169
artificial.72,0.0,0.213,0.261,0.287,0.318,0.343,0.364,0.382,0.396,0.408
artificial.73,0.0,0.037,0.052,0.068,0.081,0.093,0.109,0.127,0.142,0.153
artificial.74,0.0,0.046,0.066,0.079,0.089,0.099,0.113,0.128,0.135,0.143
artificial.75,0.0,0.004,0.01,0.016,0.017,0.022,0.03,0.037,0.048,0.051
artificial.76,0.0,0.083,0.118,0.145,0.167,0.196,0.221,0.24,0.267,0.287
artificial.77,0.0,0.015,0.026,0.033,0.042,0.052,0.069,0.079,0.091,0.096
artificial.78,0.0,0.017,0.035,0.05,0.061,0.071,0.08,0.091,0.106,0.118
artificial.79,0.0,0.068,0.123,0.163,0.193,0.226,0.247,0.266,0.295,0.316
artificial.80,0.0,0.007,0.008,0.012,0.019,0.026,0.03,0.037,0.041,0.047
artificial.81,0.0,0.06,0.089,0.111,0.134,0.152,0.168,0.18,0.194,0.216
artificial.82,0.0,0.023,0.037,0.05,0.066,0.084,0.098,0.112,0.119,0.129
artificial.83,0.0,0.099,0.124,0.134,0.158,0.172,0.188,0.205,0.222,0.237
artificial.84,0.0,0.0,0.001,0.001,0.004,0.005,0.007,0.01,0.012,0.015
artificial.85,0.0,0.003,0.013,0.021,0.026,0.031,0.039,0.052,0.067,0.074
artificial.86,0.0,0.028,0.05,0.074,0.087,0.103,0.12,0.137,0.152,0.166
