,Associated weight
CD8Tnaive_predictions,9.773441006841965
CCR2nncMC_predictions,9.593479011414432
intMC_predictions,9.549981955362377
CD41hiCD61hiPLT_predictions,9.268422816496507
CD61pCD41pPLT_predictions,9.026974299172908
CCR2pcMC_predictions,8.377604748350683
CD8Tem_predictions,7.120933990268247
CD4Trm_predictions,6.707363156417325
MDSC_predictions,6.5490700630409515
Th1mem_predictions,6.453996800736298
gdTcells_predictions,6.419895889077005
CD4Tnaive_predictions,4.784369437019423
mDC_predictions,3.3826586227535738
NKT_predictions,3.0792704492738263
Tregmem_predictions,3.030843487197915
CD8Trm_predictions,2.8059330256197756
CD62LnAgedNeutrophils_predictions,2.776884562696952
CD56dimCD16pNKcells_predictions,2.7413162057726903
Th1naive_predictions,2.503503268240006
CD56brightCD16nNKcells_predictions,2.4770558261510036
CD4Tem_predictions,2.3186877890010593
CD4Tcm_predictions,2.0591827779397907
Bcells_predictions,1.4636525391459387
CD8Tcm_predictions,1.4344641134071578
Tregnaive_predictions,0.5595697310405789
CD62LpImmatureNeutrophils_predictions,0.49912223568841285
pDC_predictions,0.4053053928027439
