,ROC AUC,Average Precision,N features,CVS
STABL,"0.425 [0.187, 0.702]","0.522 [0.288, 0.806]","4.000 [0.000, 16.500]","0.000 [0.000, 0.222]"
SS 03,"0.420 [0.167, 0.677] (p=0.478)","0.526 [0.286, 0.822] (p=0.49)","18.000 [15.000, 19.000] (p=4.630e-03)","0.575 [0.485, 0.684] (p=1.043e-50)"
SS 05,"0.400 [0.141, 0.667] (p=0.423)","0.498 [0.247, 0.783] (p=0.406)","11.000 [11.000, 12.000] (p=6.576e-02)","0.471 [0.389, 0.569] (p=9.214e-43)"
SS 08,"0.325 [0.090, 0.613] (p=0.159)","0.471 [0.258, 0.779] (p=0.306)","5.000 [4.750, 5.000] (p=7.394e-01)","0.500 [0.375, 0.667] (p=2.951e-40)"
Lasso,"0.320 [0.088, 0.560] (p=0.202)","0.467 [0.273, 0.757] (p=0.349)","3.000 [0.750, 4.000] (p=2.579e-01)","0.143 [0.000, 0.333] (p=2.486e-04)"
Lasso 1SE,"0.340 [0.100, 0.621] (p=0.289)","0.473 [0.264, 0.767] (p=0.386)","2.000 [0.750, 3.000] (p=1.946e-01)","0.134 [0.000, 0.421] (p=1.473e-04)"
ElasticNet,"0.360 [0.121, 0.640] (p=0.371)","0.451 [0.262, 0.745] (p=0.328)","4.500 [3.000, 6.500] (p=7.519e-01)","0.375 [0.000, 0.600] (p=1.625e-12)"
