,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.500, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.270 [0.052, 0.531] (p=0.073)","0.466 [0.260, 0.740] (p=0.376)","16.000 [14.750, 17.000] (p=7.369e-09)","0.435 [0.376, 0.500] (p=1.248e-72)"
SS 05,"0.220 [0.044, 0.448] (p=0.034)","0.382 [0.227, 0.663] (p=0.054)","16.000 [14.000, 17.000] (p=7.452e-09)","0.450 [0.381, 0.500] (p=1.243e-72)"
SS 08,"0.240 [0.052, 0.475] (p=0.091)","0.389 [0.219, 0.677] (p=0.092)","15.000 [14.000, 16.000] (p=7.288e-09)","0.450 [0.391, 0.516] (p=1.231e-72)"
Lasso,"0.175 [0.054, 0.315] (p=0.005)","0.387 [0.208, 0.626] (p=0.035)","0.000 [0.000, 5.750] (p=2.081e-03)","0.000 [0.000, 0.000] (p=7.522e-08)"
Lasso 1SE,"0.240 [0.094, 0.405] (p=0.019)","0.408 [0.219, 0.662] (p=0.066)","0.000 [0.000, 4.500] (p=9.576e-03)","0.000 [0.000, 0.000] (p=8.009e-05)"
ElasticNet,"0.370 [0.141, 0.655] (p=0.238)","0.451 [0.271, 0.768] (p=0.315)","0.000 [0.000, 2.000] (p=4.528e-03)","0.000 [0.000, 0.000] (p=4.535e-06)"
