,Max Proba
artificial.15,0.376
artificial.14,0.298
artificial.22,0.272
artificial.12,0.223
artificial.18,0.218
artificial.26,0.208
artificial.4,0.186
artificial.7,0.164
artificial.31,0.135
artificial.42,0.13
artificial.17,0.113
artificial.35,0.095
artificial.1,0.091
artificial.27,0.084
artificial.23,0.079
artificial.20,0.068
artificial.19,0.064
artificial.16,0.056
artificial.34,0.053
artificial.40,0.05
artificial.30,0.048
artificial.9,0.047
artificial.21,0.045
artificial.36,0.044
artificial.13,0.042
artificial.24,0.042
artificial.28,0.04
artificial.33,0.038
artificial.41,0.037
artificial.11,0.036
artificial.2,0.03
artificial.37,0.029
artificial.32,0.029
artificial.38,0.027
artificial.8,0.025
artificial.6,0.014
artificial.39,0.014
artificial.10,0.014
artificial.43,0.011
artificial.25,0.006
artificial.3,0.005
artificial.5,0.003
artificial.29,0.003
