,Spearman corr,pvalue
STAT5,-0.41621278537157763,0.06794714904706994
S6,0.3988705859810952,0.08149251949014447
MAPKAPK2,-0.3295017884191656,0.1559933352870714
Frequency,-0.1907641932953064,0.42045602297364715
CREB,-0.17342199390482396,0.4646587776970642
IkB,0.1213953957333768,0.6101689948464966
p38,-0.11158567053033415,0.6395259894830241
NFkB,-0.08671099695241198,0.7162313833164182
STAT6,-0.0693687975619296,0.7713562200019073
STAT3,-0.03469744538619617,0.884534550080113
ERK,-0.0346843987809648,0.8845776882078991
STAT1,,
