,ROC AUC,Average Precision,N features,CVS
STABL,"0.820 [0.583, 0.980]","0.799 [0.567, 0.973]","11.000 [0.000, 15.250]","0.000 [0.000, 0.476]"
SS 03,"0.860 [0.646, 1.000] (p=0.376)","0.917 [0.744, 1.000] (p=0.186)","15.000 [14.000, 16.000] (p=1.047e-02)","0.722 [0.603, 0.800] (p=5.918e-48)"
SS 05,"0.840 [0.625, 1.000] (p=0.449)","0.902 [0.728, 1.000] (p=0.217)","11.500 [11.000, 13.000] (p=2.492e-01)","0.714 [0.562, 0.833] (p=7.823e-46)"
SS 08,"0.540 [0.253, 0.802] (p=0.04)","0.674 [0.404, 0.878] (p=0.134)","5.000 [4.000, 5.000] (p=2.933e-02)","0.571 [0.429, 0.667] (p=4.433e-29)"
Lasso,"0.850 [0.636, 1.000] (p=0.412)","0.884 [0.707, 1.000] (p=0.322)","18.000 [15.000, 18.000] (p=9.372e-03)","0.642 [0.500, 0.722] (p=1.109e-35)"
Lasso 1SE,"0.870 [0.646, 1.000] (p=0.368)","0.905 [0.714, 1.000] (p=0.264)","17.000 [14.750, 19.000] (p=9.868e-03)","0.667 [0.550, 0.737] (p=2.541e-39)"
ElasticNet,"0.910 [0.727, 1.000] (p=0.182)","0.937 [0.808, 1.000] (p=0.186)","72.000 [57.750, 105.750] (p=6.358e-08)","0.577 [0.466, 0.693] (p=2.755e-31)"
