,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
Bcells_NFkB,0.0,0.026,0.038,0.047,0.051,0.053,0.061,0.068,0.071,0.079
Bcells_Frequency,0.0,0.14,0.169,0.188,0.206,0.216,0.233,0.246,0.254,0.265
CCR2nncMC_CREB,0.0,0.104,0.131,0.143,0.16,0.165,0.176,0.181,0.19,0.197
CCR2nncMC_STAT3,0.0,0.004,0.004,0.006,0.008,0.01,0.013,0.014,0.015,0.015
CCR2nncMC_S6,0.0,0.215,0.262,0.284,0.308,0.326,0.343,0.367,0.378,0.395
CCR2nncMC_IkB,0.0,0.009,0.014,0.016,0.021,0.022,0.025,0.028,0.03,0.031
CCR2nncMC_NFkB,0.0,0.103,0.124,0.136,0.151,0.161,0.171,0.179,0.188,0.197
CCR2nncMC_MAPKAPK2,0.0,0.098,0.124,0.142,0.155,0.167,0.18,0.193,0.203,0.209
CCR2nncMC_Frequency,0.0,0.163,0.187,0.21,0.221,0.234,0.244,0.261,0.27,0.285
CCR2pcMC_CREB,0.0,0.008,0.013,0.014,0.017,0.019,0.02,0.023,0.027,0.029
CCR2pcMC_STAT3,0.0,0.029,0.04,0.042,0.045,0.049,0.055,0.061,0.066,0.07
CCR2pcMC_S6,0.0,0.169,0.207,0.241,0.258,0.284,0.3,0.316,0.331,0.346
CCR2pcMC_IkB,0.0,0.006,0.008,0.013,0.015,0.017,0.019,0.022,0.024,0.026
CCR2pcMC_NFkB,0.0,0.028,0.041,0.048,0.052,0.054,0.059,0.062,0.068,0.073
CCR2pcMC_Frequency,0.0,0.224,0.268,0.281,0.304,0.321,0.344,0.355,0.377,0.386
CD41hiCD61hiPLT_p38,0.0,0.101,0.126,0.137,0.145,0.157,0.163,0.168,0.173,0.178
CD4Tcm_STAT5,0.0,0.0,0.003,0.005,0.008,0.008,0.01,0.011,0.012,0.012
CD4Tcm_STAT3,0.0,0.013,0.014,0.016,0.016,0.017,0.018,0.027,0.028,0.031
CD4Tcm_IkB,0.0,0.023,0.032,0.034,0.038,0.044,0.046,0.049,0.051,0.056
CD4Tcm_NFkB,0.0,0.003,0.005,0.006,0.009,0.01,0.013,0.014,0.015,0.015
CD4Tcm_Frequency,0.0,0.089,0.11,0.128,0.138,0.149,0.155,0.167,0.177,0.183
CD4Tem_STAT5,0.0,0.0,0.002,0.003,0.006,0.006,0.008,0.009,0.011,0.012
CD4Tem_STAT3,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.004,0.004,0.004
CD4Tem_IkB,0.0,0.01,0.014,0.017,0.018,0.02,0.021,0.024,0.026,0.029
CD4Tem_NFkB,0.0,0.014,0.015,0.018,0.021,0.022,0.024,0.026,0.028,0.031
CD4Tem_STAT6,0.0,0.014,0.021,0.026,0.029,0.03,0.032,0.037,0.04,0.043
CD4Tem_Frequency,0.0,0.014,0.02,0.025,0.027,0.028,0.03,0.032,0.032,0.033
CD4Tnaive_STAT5,0.0,0.003,0.008,0.013,0.017,0.019,0.022,0.023,0.024,0.024
CD4Tnaive_STAT3,0.0,0.02,0.027,0.03,0.034,0.037,0.04,0.045,0.048,0.051
CD4Tnaive_IkB,0.0,0.002,0.004,0.006,0.006,0.007,0.009,0.009,0.009,0.014
CD4Tnaive_NFkB,0.0,0.009,0.013,0.013,0.015,0.016,0.018,0.022,0.022,0.022
CD4Tnaive_Frequency,0.0,0.372,0.424,0.472,0.5,0.515,0.54,0.559,0.575,0.588
CD4Trm_STAT5,0.0,0.119,0.138,0.156,0.164,0.18,0.186,0.198,0.206,0.209
CD4Trm_STAT3,0.0,0.004,0.007,0.008,0.01,0.01,0.011,0.011,0.014,0.018
CD4Trm_S6,0.0,0.253,0.291,0.319,0.346,0.366,0.387,0.398,0.415,0.43
CD4Trm_IkB,0.0,0.015,0.025,0.029,0.032,0.036,0.038,0.038,0.039,0.041
CD4Trm_NFkB,0.0,0.076,0.093,0.1,0.107,0.118,0.127,0.138,0.148,0.156
CD4Trm_STAT6,0.0,0.097,0.129,0.139,0.149,0.164,0.174,0.181,0.185,0.192
CD4Trm_Frequency,0.0,0.095,0.131,0.158,0.174,0.187,0.206,0.225,0.242,0.249
CD56brightCD16nNKcells_IkB,0.0,0.029,0.042,0.051,0.053,0.058,0.061,0.068,0.07,0.071
CD56brightCD16nNKcells_NFkB,0.0,0.003,0.004,0.006,0.008,0.008,0.009,0.01,0.013,0.015
CD56brightCD16nNKcells_Frequency,0.0,0.081,0.101,0.117,0.123,0.135,0.145,0.154,0.162,0.17
CD56dimCD16pNKcells_CREB,0.0,0.009,0.016,0.023,0.028,0.033,0.038,0.04,0.042,0.043
CD56dimCD16pNKcells_NFkB,0.0,0.001,0.002,0.005,0.007,0.007,0.006,0.006,0.009,0.01
CD56dimCD16pNKcells_Frequency,0.0,0.021,0.024,0.032,0.041,0.044,0.045,0.046,0.05,0.053
CD61pCD41pPLT_CREB,0.0,0.079,0.101,0.114,0.122,0.127,0.136,0.139,0.151,0.157
CD61pCD41pPLT_STAT3,0.0,0.101,0.118,0.131,0.142,0.157,0.162,0.173,0.182,0.191
CD61pCD41pPLT_S6,0.0,0.038,0.053,0.058,0.062,0.063,0.069,0.071,0.074,0.077
CD61pCD41pPLT_IkB,0.0,0.013,0.016,0.018,0.021,0.021,0.022,0.024,0.028,0.029
CD61pCD41pPLT_NFkB,0.0,0.011,0.014,0.016,0.017,0.018,0.018,0.02,0.02,0.023
CD62LnAgedNeutrophils_CREB,0.0,0.021,0.039,0.045,0.054,0.056,0.058,0.06,0.064,0.065
CD62LnAgedNeutrophils_p38,0.0,0.091,0.123,0.135,0.146,0.156,0.165,0.174,0.182,0.185
CD62LnAgedNeutrophils_STAT3,0.0,0.037,0.048,0.052,0.054,0.062,0.07,0.075,0.079,0.083
CD62LnAgedNeutrophils_S6,0.0,0.35,0.411,0.455,0.476,0.499,0.513,0.529,0.542,0.563
CD62LnAgedNeutrophils_IkB,0.0,0.028,0.04,0.046,0.053,0.056,0.063,0.068,0.073,0.074
