,ROC AUC,Average Precision,N features,CVS
STABL,"0.370 [0.121, 0.636]","0.461 [0.261, 0.782]","12.500 [8.750, 20.500]","0.345 [0.211, 0.462]"
SS 03,"0.640 [0.343, 0.879] (p=0.006)","0.753 [0.513, 0.934] (p=0.019)","14.500 [14.000, 15.250] (p=5.589e-01)","0.526 [0.444, 0.625] (p=3.831e-29)"
SS 05,"0.670 [0.396, 0.899] (p=0.006)","0.749 [0.495, 0.934] (p=0.006)","10.000 [9.000, 11.000] (p=2.239e-01)","0.545 [0.462, 0.667] (p=3.660e-32)"
SS 08,"0.680 [0.409, 0.906] (p=0.001)","0.685 [0.406, 0.927] (p=0.037)","5.000 [5.000, 6.000] (p=1.045e-05)","0.667 [0.571, 0.800] (p=3.042e-41)"
Lasso,"0.500 [0.190, 0.792] (p=0.212)","0.697 [0.421, 0.898] (p=0.067)","7.000 [4.000, 11.250] (p=8.820e-03)","0.364 [0.250, 0.500] (p=1.011e-02)"
Lasso 1SE,"0.540 [0.250, 0.820] (p=0.133)","0.709 [0.426, 0.911] (p=0.046)","6.500 [2.750, 10.500] (p=9.987e-03)","0.250 [0.100, 0.385] (p=1.512e-04)"
ElasticNet,"0.590 [0.312, 0.869] (p=0.082)","0.749 [0.510, 0.926] (p=0.016)","12.000 [10.000, 15.250] (p=8.281e-01)","0.417 [0.333, 0.533] (p=5.742e-08)"
