,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.500 [0.500, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]",1.000e+00
SS 03,"0.330 [0.101, 0.594] (p=0.18)","0.424 [0.253, 0.729] (p=0.194)","5.000 [5.000, 5.000] (p=2.838e-82)","1.000 [0.833, 1.000] (p=0.000e+00)",2.123e-01
SS 05,"0.400 [0.146, 0.697] (p=0.324)","0.448 [0.276, 0.769] (p=0.25)","5.000 [5.000, 5.000] (p=1.575e-83)","1.000 [0.800, 1.000] (p=0.000e+00)",4.727e-01
SS 08,"0.120 [0.000, 0.313] (p=0.005)","0.357 [0.213, 0.613] (p=0.012)","2.000 [2.000, 2.000] (p=1.474e-83)","1.000 [0.667, 1.000] (p=0.000e+00)",4.586e-03
Lasso,"0.400 [0.250, 0.500] (p=0.236)","0.500 [0.300, 0.700] (p=1.0)","0.000 [0.000, 0.000] (p=4.651e-06)","0.000 [0.000, 0.000] (p=2.017e-43)",1.681e-01
Lasso 1SE,"0.400 [0.250, 0.500] (p=0.24)","0.500 [0.300, 0.750] (p=1.0)","0.000 [0.000, 0.000] (p=4.651e-06)","0.000 [0.000, 0.000] (p=2.017e-43)",1.681e-01
ElasticNet,"0.220 [0.040, 0.448] (p=0.043)","0.384 [0.214, 0.675] (p=0.073)","0.000 [0.000, 0.000] (p=4.651e-06)","0.000 [0.000, 0.000] (p=2.017e-43)",3.764e-02
