"","cytof","linear_fit","quadratic_fit","pval","a","b","class","pattern"
"363","CD8Tnaive_MAPKAPK2_unstim",422.541640087366,-421.073424977951,0.696438845215255,-4.107949103068e-06,-0.000467548518504578,"linear","linear"
"364","CD8Tnaive_NFkB_IFNa",595.220928974913,-593.238508570458,0.0786676040490213,-4.20392251826858e-07,-0.000189521817678536,"linear","linear"
"365","CD8Tnaive_NFkB_IL246",558.891864807053,-557.234417840567,0.576193514267443,2.09348909442416e-06,0.00015603504244046,"linear","linear"
"366","CD8Tnaive_NFkB_unstim",302.1160511063,-300.79626408427,0.983897413502431,-6.93914634125718e-06,-0.000687431632991507,"linear","linear"
"367","CD8Tnaive_p38_IFNa",641.561019658834,-643.998358048856,0.0883019905224487,-5.68114894343819e-06,-0.000515477540812364,"quadratic","deceleration/increase"
"368","CD8Tnaive_p38_unstim",1311.14777308553,-1309.22443774694,0.186156163975918,8.07225457979431e-08,-2.13241910187348e-06,"linear","linear"
"369","CD8Tnaive_S6_IFNa",820.840026875773,-818.858006317868,0.428834883229269,-2.00410735722938e-07,1.11919357082463e-05,"linear","linear"
"370","CD8Tnaive_S6_IL246",757.008235729967,-756.539549819049,0.783367318395285,-2.28232008788765e-06,-0.000214182939626576,"linear","linear"
"371","CD8Tnaive_S6_unstim",188.793859040385,-186.99992214004,0.49441144291983,5.57670166251461e-06,0.000777372096530658,"linear","linear"
"372","CD8Tnaive_STAT1_IFNa",57.9365220592345,56.7057999146431,2.99530609828626e-11,-5.00058450347471e-05,0.000388062831352116,"quadratic","deceleration/increase"
"373","CD8Tnaive_STAT1_IL246",179.648494273929,-179.025946884632,0.000133952734901334,-1.48356906214065e-05,-0.000172917088177151,"linear","linear"
"374","CD8Tnaive_STAT1_unstim",317.892566826026,-315.969231487438,0.186156163975917,2.21247837252936e-06,-5.8446263028833e-05,"linear","linear"
"375","CD8Tnaive_STAT3_IFNa",192.432431302216,186.271419662945,0.000298950701175304,-0.000123424011533195,-0.00894510684376133,"quadratic","deceleration/increase"
"376","CD8Tnaive_STAT3_IL246",226.39526022698,224.940653413322,0.0544589715820584,-9.063122063972e-05,-0.00700973304748702,"quadratic","deceleration/increase"
"377","CD8Tnaive_STAT3_unstim",13.2082547455979,12.5188064383527,0.104858875246757,3.93407166208881e-05,0.00304961159562402,"quadratic","deceleration/decrease"
"378","CD8Tnaive_STAT5_IFNa",93.5041603947901,89.646104485342,0.0010519017326593,-7.54822830566289e-05,-0.00514851024215841,"quadratic","deceleration/increase"
"379","CD8Tnaive_STAT5_IL246",102.425517122878,101.170363952844,0.0205385519795405,-5.82161495739057e-05,-0.00395876952155054,"quadratic","deceleration/increase"
"380","CD8Tnaive_STAT5_unstim",51.2570444106711,-52.5077533399885,0.199333131987455,3.48555320030987e-05,0.00357785196567694,"quadratic","acceleration/increase"
"381","CD8Tnaive_STAT6_IFNa",116.733599182478,-124.892717484138,0.00349726944871029,-4.89734206315354e-05,-0.00440215221188588,"quadratic","deceleration/increase"
"382","CD8Tnaive_STAT6_IL246",94.4107926862544,89.5874626095487,0.0100552190437869,-8.15802778002067e-05,-0.00680803993475658,"quadratic","deceleration/increase"
"383","CD8Tnaive_STAT6_unstim",304.619752085707,-302.726938673332,0.165586471811646,-2.73428589843187e-06,-0.000578634846997794,"linear","linear"
"384","cMCs_CREB_GMCSF",297.882032697675,-301.225172320421,0.00166180267367082,-1.95725484086362e-05,-0.00257941650859566,"quadratic","acceleration/decrease"
"385","cMCs_CREB_IFNa",432.779097446915,-430.818390464387,0.148858807233434,-1.08006744236145e-06,0.000100187716916114,"linear","linear"
"386","cMCs_CREB_IL246",314.283742181763,-320.804685577067,0.0129499081561396,-2.32791218164514e-05,-0.00244617971848881,"quadratic","acceleration/decrease"
"387","cMCs_CREB_LPS",149.174918554543,-152.499271594974,0.0216035611556898,-3.20753682534833e-05,-0.00261655153879717,"quadratic","deceleration/increase"
"388","cMCs_CREB_unstim",263.634743420922,-266.442916104593,0.000806138566222579,-2.08306206606958e-05,-0.00286985665011363,"quadratic","acceleration/decrease"
"389","cMCs_ERK_GMCSF",162.220184125123,-164.061538106102,0.0370003502460589,-2.61495007726503e-05,-0.00320604385790927,"quadratic","acceleration/decrease"
"390","cMCs_ERK_IFNa",678.441985511974,-677.388667832898,0.1598931972936,2.33402461272327e-06,0.00014350526207995,"linear","linear"
"391","cMCs_ERK_IL246",384.079815467887,-388.726984594887,0.0165064695445529,-1.63435278251683e-05,-0.00185030759016498,"quadratic","acceleration/decrease"
"392","cMCs_ERK_LPS",112.132756038648,-112.879363785278,0.249726093513377,-2.61768895217061e-05,-0.00248943970229201,"quadratic","deceleration/increase"
"393","cMCs_ERK_unstim",1059.16813813239,-1057.23776419819,0.610573982247228,1.78182950004533e-07,8.70574688127582e-06,"linear","linear"
"394","cMCs_IkB_GMCSF",578.022193138699,-576.366950633562,0.275537053096995,1.97046202867251e-06,0.000293091332025301,"linear","linear"
"395","cMCs_IkB_IFNa",614.971789223749,-612.981565207784,0.00242306309262368,-2.93524160738576e-07,0.000211576553416068,"linear","linear"
"396","cMCs_IkB_IL246",623.447533501103,-621.491795485586,0.195840152872655,-6.07133499418226e-07,3.80490448766613e-05,"linear","linear"
"397","cMCs_IkB_LPS",368.627712673931,-368.275685373915,0.236236690494371,8.63919988430492e-06,0.00107241160163778,"linear","linear"
"398","cMCs_IkB_unstim",361.048946443441,-359.917169308996,0.0261377751468971,-6.43945520003665e-06,-0.00105087236601325,"linear","linear"
"399","cMCs_MAPKAPK2_GMCSF",61.736814286698,63.4724859989537,0.35860782234537,-1.45575152140599e-05,-0.000765736808303849,"linear","linear"
"400","cMCs_MAPKAPK2_IL246",377.414628162248,-380.411973722697,0.0770173075867872,-1.45288900399485e-05,-0.00136573951961793,"quadratic","deceleration/increase"
"401","cMCs_MAPKAPK2_LPS",158.53795668975,156.281226604952,0.00526726908745247,-8.01318105942227e-05,-0.0053677568301774,"quadratic","deceleration/increase"
"402","cMCs_MAPKAPK2_unstim",468.862491942848,-467.18559179158,0.230390518088249,-2.74485945975903e-06,-0.000426665022499157,"linear","linear"
"403","cMCs_NFkB_GMCSF",631.908685360148,-630.313217594105,0.0119014486712481,-1.78334694761185e-06,-0.000365660409554383,"linear","linear"
"404","cMCs_NFkB_IFNa",706.958567892939,-704.973018188241,0.00872033548179511,-2.62623805243108e-07,0.000126492148497277,"linear","linear"
"405","cMCs_NFkB_IL246",652.711816768738,-656.400617212583,0.0596906503707593,-6.18503377809647e-06,-0.000599500145303701,"quadratic","deceleration/increase"
"406","cMCs_NFkB_LPS",502.867503464455,-503.898032362366,0.225336440077017,-7.4718406780572e-06,-0.000733417360951715,"quadratic","deceleration/increase"
"407","cMCs_NFkB_unstim",541.997976414502,-543.984089024555,0.0213679906180243,-7.50943097886668e-06,-0.0009443525698094,"quadratic","acceleration/decrease"
"408","cMCs_p38_GMCSF",307.897381806466,-314.25214691657,0.0108052125040534,-2.35534340121934e-05,-0.00255187005461387,"quadratic","acceleration/decrease"
"409","cMCs_p38_IFNa",158.710892637834,-158.233625950632,0.114101462941596,1.67219397346353e-05,0.00109968385857401,"linear","linear"
"410","cMCs_p38_IL246",426.455795804217,-437.851582045806,0.0010466921190759,-1.99221225719281e-05,-0.00209993693163386,"quadratic","acceleration/decrease"
"411","cMCs_p38_LPS",155.268331685517,148.417611544698,0.013064119332376,-0.000113428426911001,-0.0112636622733782,"quadratic","deceleration/increase"
"412","cMCs_p38_unstim",856.098759033739,-854.419311336785,0.431794280219678,7.52005672121194e-07,4.74426704169512e-05,"linear","linear"
"413","cMCs_S6_GMCSF",294.590459725201,-297.646148425305,0.00387353351357763,-1.92579998341849e-05,-0.00249134304458085,"quadratic","acceleration/decrease"
"414","cMCs_S6_IFNa",456.161038127344,-454.216818843876,0.709804262717401,1.19034943167958e-06,0.000168096661932026,"linear","linear"
"415","cMCs_S6_IL246",364.189128336579,-370.504611825624,0.00777699180141843,-1.94790774941855e-05,-0.00216881936912736,"quadratic","acceleration/decrease"
"416","cMCs_S6_LPS",180.619016704339,-183.794830620853,0.068758986442785,-2.84848836970824e-05,-0.00266326213160514,"quadratic","deceleration/increase"
"417","cMCs_S6_unstim",89.1789445396301,-87.1792585531683,0.876267062090022,-3.0353428414686e-07,3.99720759928934e-05,"linear","linear"
"418","cMCs_STAT1_IFNa",109.384333692443,105.340171980307,2.6379815775244e-11,-8.08148920830158e-05,-0.0018849801719255,"quadratic","deceleration/increase"
"419","cMCs_STAT1_IL246",103.452553103108,-104.402054453962,0.018331269799565,-2.79134492737771e-05,-0.00180100581416482,"quadratic","deceleration/increase"
"420","cMCs_STAT1_unstim",257.984440486135,-256.061105147548,0.186156163975918,2.70149973765334e-06,-7.13645684403699e-05,"linear","linear"
"421","cMCs_STAT3_GMCSF",83.7658359013605,79.7351840364756,0.00349140401014,-7.41188424139372e-05,-0.00550353499926358,"quadratic","deceleration/increase"
"422","cMCs_STAT3_IFNa",255.717510720225,246.664688060628,0.000131488548492859,-0.000176525713278776,-0.0137703429787745,"quadratic","deceleration/increase"
"423","cMCs_STAT3_IL246",273.126936928225,270.18204864181,0.0485947955669164,-0.000126396230375894,-0.0109419109790246,"quadratic","deceleration/increase"
"424","cMCs_STAT3_unstim",87.6310825902764,85.066822944405,0.0117683448277839,6.5476031671379e-05,0.00480473142298589,"quadratic","deceleration/decrease"
"425","cMCs_STAT5_GMCSF",5.18346517279587,-3.34182754953173,0.806070758210689,-9.0165644747175e-06,-0.000752513954522944,"linear","linear"
"426","cMCs_STAT5_IFNa",89.9470662119481,87.4815859037426,0.00110958628825351,-6.52762411621673e-05,-0.00397483561064829,"quadratic","deceleration/increase"
"427","cMCs_STAT5_IL246",22.9033594620678,-21.4659080622964,0.100737722405285,-1.60084946147741e-05,-0.000668604393484065,"linear","linear"
"428","cMCs_STAT5_unstim",83.7612591314696,-81.923460889109,0.159498576288948,7.02242450048984e-06,5.19124173115004e-05,"linear","linear"
"429","cMCs_STAT6_IFNa",162.733723144949,154.652573016399,0.006084111106296,-0.000123855032801202,-0.011753206795432,"quadratic","deceleration/increase"
"430","cMCs_STAT6_IL246",246.376998322236,242.379707625953,0.0284581042706317,-0.000127101829987146,-0.0111295469850518,"quadratic","deceleration/increase"
"431","cMCs_STAT6_unstim",122.753066299138,-120.829730960551,0.186156163975917,4.2400638346838e-06,-0.000112008275071932,"linear","linear"
"432","Granulocytes_CREB_GMCSF",243.140811370354,-242.081433787495,0.0303795624904509,-9.92837872079247e-06,-0.00157923153961485,"linear","linear"
"433","Granulocytes_CREB_IFNa",495.528160250734,-494.746639449184,0.149183201608816,4.86979572945057e-06,0.000654083338244882,"linear","linear"
"434","Granulocytes_CREB_IL246",498.735785873032,-498.480345397241,0.239023418825448,-5.75997905685612e-06,-0.000438402045927127,"linear","linear"
"435","Granulocytes_CREB_LPS",194.162395624994,-193.187549592476,0.041962547211273,-1.22013425758858e-05,-0.000565496661904043,"linear","linear"
"436","Granulocytes_CREB_unstim",287.993759256219,-294.686809615449,0.000245036792500186,-2.56592592699603e-05,-0.00323099073794429,"quadratic","acceleration/decrease"
"437","Granulocytes_ERK_GMCSF",108.588360775787,-110.94593510154,0.000656057685594836,-3.32745127600158e-05,-0.00470740698055735,"quadratic","acceleration/decrease"
"438","Granulocytes_ERK_IFNa",1087.75570703074,-1090.11414019498,0.112177433409754,1.27251808111372e-06,0.000132109962072604,"quadratic","acceleration/increase"
"439","Granulocytes_ERK_IL246",684.745957829709,-682.969729496729,0.08034920999456,1.11250720402521e-06,0.000219833063552062,"linear","linear"
"440","Granulocytes_ERK_LPS",504.383497819028,-502.438199988502,0.550394953757459,-1.00375176063358e-06,-3.25475557488352e-05,"linear","linear"
"441","Granulocytes_ERK_unstim",977.707836452238,-976.463809854869,0.430835727103754,7.69418763201303e-07,5.83189216122164e-05,"linear","linear"
"442","Granulocytes_IkB_GMCSF",432.41972902372,-430.421195416978,0.26092658216273,-2.08913271508592e-07,0.000141028907323028,"linear","linear"
"443","Granulocytes_IkB_IFNa",495.528275490937,-494.97404812546,0.000937692468334607,-5.30258014226687e-06,-0.000136306469001696,"linear","linear"
"444","Granulocytes_IkB_IL246",573.418034456835,-572.474885389837,0.313949439168739,3.49919586934446e-06,0.000439483424989447,"linear","linear"
"445","Granulocytes_IkB_LPS",216.375688038309,-216.240177134249,0.0961317977111231,1.52591171165232e-05,0.00201500069338688,"linear","linear"
"446","Granulocytes_IkB_unstim",224.144153352339,-223.650128103731,0.00455965252079088,-1.33712293404178e-05,-0.00216047160656286,"linear","linear"
"447","Granulocytes_MAPKAPK2_GMCSF",1.84725538812475,1.3445817968318,0.235173294899039,-3.65511328998168e-05,-0.00405185784837055,"quadratic","acceleration/decrease"
"448","Granulocytes_MAPKAPK2_IL246",896.113888944067,-895.863184017909,0.170188127429893,-1.53370699790448e-06,-0.000110785779369538,"linear","linear"
"449","Granulocytes_MAPKAPK2_LPS",148.750465627162,148.170100789791,0.279961021756371,-6.05546358989752e-05,-0.00590601951496798,"quadratic","deceleration/increase"
"450","Granulocytes_MAPKAPK2_unstim",555.229771393274,-555.62793935751,0.0413607489965227,-5.58807694595649e-06,-0.00075014034573911,"quadratic","acceleration/decrease"
"451","Granulocytes_NFkB_GMCSF",526.31744053594,-524.59061885663,0.000140479657722372,-2.0841857221024e-06,-0.000617834661735626,"linear","linear"
"452","Granulocytes_NFkB_IFNa",741.266775058678,-739.857938099658,0.186473684955635,1.49680715593906e-06,0.000217243013388893,"linear","linear"
"453","Granulocytes_NFkB_IL246",707.751896278933,-705.75818081343,0.668838648378979,-1.72738735375371e-07,7.32860501479579e-06,"linear","linear"
"454","Granulocytes_NFkB_LPS",470.218634835997,-469.479333478392,0.412062245153905,-5.3890982419856e-06,-0.000433336859061241,"linear","linear"
"455","Granulocytes_NFkB_unstim",312.910278484509,-312.469683048408,0.146800777922723,-1.01204810781926e-05,-0.00132070035806973,"linear","linear"
"456","Granulocytes_p38_GMCSF",316.950699910132,-321.539829309067,0.00266057751608774,-2.03545971014382e-05,-0.00252559903476857,"quadratic","acceleration/decrease"
"457","Granulocytes_p38_LPS",160.609332535203,159.716228137449,0.224418570108061,-6.66700345862352e-05,-0.0070545498359862,"quadratic","acceleration/decrease"
"458","Granulocytes_p38_unstim",1516.44026220556,-1515.08104108719,0.17829129427386,1.17612060884451e-07,1.69568687527383e-05,"linear","linear"
"459","Granulocytes_S6_GMCSF",129.62953946828,-129.808529079981,0.325480371147191,-2.20154639817839e-05,-0.00206449962717244,"quadratic","deceleration/increase"
"460","Granulocytes_S6_IFNa",459.514975235812,-458.201810579355,0.00998683304364656,4.12616733672376e-06,0.000753430286108211,"linear","linear"
"461","Granulocytes_S6_IL246",476.285533385852,-474.452189590645,0.133737217584811,-1.9236662836414e-06,-4.96972160405895e-06,"linear","linear"
"462","Granulocytes_S6_LPS",133.037464208639,-131.435869643841,0.0085001065023146,-9.3350446205553e-06,0.000106929882299953,"linear","linear"
"463","Granulocytes_S6_unstim",15.498728013835,-14.7061518970008,0.00634898577011211,-2.40133823380074e-05,-0.00398827469563592,"linear","linear"
"464","Granulocytes_STAT1_IFNa",69.5962623914585,-68.0743398282709,0.0764924246074626,-1.26323980039577e-05,-0.000402083774831647,"linear","linear"
"465","Granulocytes_STAT1_unstim",551.889825534268,-549.933906459141,0.212762128267791,7.69103217007071e-07,-4.38367858587941e-05,"linear","linear"
"466","Granulocytes_STAT3_GMCSF",109.040314660869,105.211275261659,0.0391174730297279,-7.93009737456088e-05,-0.0086758348234149,"quadratic","acceleration/decrease"
"467","Granulocytes_STAT3_IFNa",126.475514054737,119.47727958866,0.00282641789053118,-0.000103878021435497,-0.00876563985321213,"quadratic","deceleration/increase"
"468","Granulocytes_STAT3_IL246",24.561687624491,26.3034966311354,0.384521810682465,-1.27108299505861e-05,-0.000693575387554526,"linear","linear"
"469","Granulocytes_STAT3_unstim",93.4158586668736,94.592596873226,0.546114602340883,2.85259555103288e-05,0.00234362251773953,"linear","linear"
"470","Granulocytes_STAT5_GMCSF",64.9788714795504,-63.0526769453438,0.507710919660625,-5.04379967668655e-06,-0.000178779308587571,"linear","linear"
"471","Granulocytes_STAT5_IFNa",79.8792917889407,79.4204625398112,0.043819723774429,-4.69956340317669e-05,-0.0031189927311887,"quadratic","deceleration/increase"
"472","Granulocytes_STAT5_IL246",1.61316737938986,0.243953188942651,0.0730338360605694,8.66721728791478e-06,0.00195283633607252,"linear","linear"
"473","Granulocytes_STAT5_unstim",99.1338549255274,-97.3262401016443,0.0623363959516678,7.26556091709077e-06,-9.36825544405061e-05,"linear","linear"
"474","Granulocytes_STAT6_GMCSF",340.890000704789,-342.146454302083,0.0478953808595438,-1.32850847313056e-05,-0.00165801717773486,"quadratic","acceleration/decrease"
"475","Granulocytes_STAT6_IFNa",296.196107269333,-296.46872921432,0.236378925240285,-1.29022796553807e-05,-0.00110253546382167,"quadratic","deceleration/increase"
"476","Granulocytes_STAT6_IL246",148.912169285415,148.679098430584,0.0390631237753066,-5.63952970878713e-05,-0.00353673141053909,"quadratic","deceleration/increase"
"477","Granulocytes_STAT6_unstim",731.983845895464,-730.060510556877,0.186156163975917,5.56442776614799e-07,-1.46993531264862e-05,"linear","linear"
"478","intMCs_CREB_GMCSF",290.770047955461,-291.69517326485,0.0475883426322794,-1.48887823828828e-05,-0.00190117917577741,"quadratic","acceleration/decrease"
"479","intMCs_CREB_IFNa",387.773875149275,-385.934942869299,0.0378257939695964,2.54015979843797e-06,0.00060206621988137,"linear","linear"
"480","intMCs_CREB_IL246",339.209616753988,-346.036414025941,0.013169906657398,-2.17932087401408e-05,-0.00219203821053544,"quadratic","acceleration/decrease"
"481","intMCs_CREB_LPS",147.022000379503,-149.973912228164,0.0157642478899664,-3.117521035996e-05,-0.00241262155993459,"quadratic","deceleration/increase"
"482","intMCs_CREB_unstim",277.535358148343,-282.125310870883,5.94260682319111e-05,-2.32139263095887e-05,-0.00320393165298592,"quadratic","acceleration/decrease"
"483","intMCs_ERK_GMCSF",102.406867847767,-107.487921671745,0.00269503451641753,-4.31050432524839e-05,-0.00526246678997762,"quadratic","acceleration/decrease"
"484","intMCs_ERK_IFNa",556.893984490754,-555.111648685031,0.17709455301456,-1.68028475902151e-06,-0.000296001951653124,"linear","linear"
"485","intMCs_ERK_IL246",322.739376575095,-332.171879485907,0.001722875677543,-2.6089666729417e-05,-0.00285814002688782,"quadratic","acceleration/decrease"
"486","intMCs_ERK_LPS",40.8733023911781,-43.2509915277772,0.0997782035750345,-4.1795051126014e-05,-0.00386724469133441,"quadratic","deceleration/increase"
"487","intMCs_ERK_unstim",785.138386570038,-784.658974760828,0.802285635291975,2.07078688817668e-06,0.000217582381558555,"linear","linear"
"488","intMCs_IkB_GMCSF",550.593144989039,-548.982319901863,0.269578453248748,2.2938187978171e-06,0.000335912590178086,"linear","linear"
"489","intMCs_IkB_IFNa",588.133892889505,-586.665789459781,2.34201941945659e-05,2.3656540409567e-06,0.000608725464944827,"linear","linear"
"490","intMCs_IkB_IL246",572.014628306894,-570.284343048344,0.112636700354733,1.77833957815714e-06,0.000321054208240893,"linear","linear"
"491","intMCs_IkB_LPS",384.449226904825,-384.536607028303,0.0921386469178529,9.2167520938597e-06,0.00119897849092862,"quadratic","acceleration/increase"
"492","intMCs_IkB_unstim",368.820993556367,-368.149316501113,0.0119707658704504,-7.7553524222413e-06,-0.0012244090150914,"linear","linear"
"493","intMCs_MAPKAPK2_GMCSF",59.4138959189303,61.1903523554364,0.7438748288424,-1.32850520522814e-05,-0.00108276872225113,"linear","linear"
"494","intMCs_MAPKAPK2_IL246",399.296956608896,-401.304784752609,0.0944053669697602,-1.21157981655636e-05,-0.00106480010982249,"quadratic","deceleration/increase"
"495","intMCs_MAPKAPK2_LPS",148.766868551695,146.867413802526,0.00467125565517148,-7.42815873482384e-05,-0.00474989624607795,"quadratic","deceleration/increase"
"496","intMCs_MAPKAPK2_unstim",463.508495466677,-463.086179732402,0.114401762686358,-6.16176806425886e-06,-0.000819746815962477,"linear","linear"
"497","intMCs_NFkB_GMCSF",504.178228842424,-504.731772290429,0.000663294305175738,-6.83418494022393e-06,-0.00108439077532048,"quadratic","acceleration/decrease"
"498","intMCs_NFkB_IFNa",624.050770905768,-622.075211798087,0.852130499796174,4.50265171582524e-07,5.90354739328462e-05,"linear","linear"
"499","intMCs_NFkB_IL246",548.082855843159,-555.128926828168,0.00272489846186409,-1.09930315567856e-05,-0.00126494415142012,"quadratic","acceleration/decrease"
"500","intMCs_NFkB_LPS",419.828571808401,-422.468131182289,0.0999965202974464,-1.21606903512792e-05,-0.0012488483762614,"quadratic","acceleration/decrease"
"501","intMCs_NFkB_unstim",528.546808552591,-532.113130061835,0.0256259458578326,-9.25659426894179e-06,-0.00106641122564114,"quadratic","acceleration/decrease"
"502","intMCs_p38_GMCSF",340.031689016353,-346.223912247339,0.00750321559492312,-2.09597161777182e-05,-0.0023502076949357,"quadratic","acceleration/decrease"
"503","intMCs_p38_IFNa",171.742236304838,-171.048979649206,0.0995288512200165,1.48375149212159e-05,0.00091261883125995,"linear","linear"
"504","intMCs_p38_IL246",455.433644284789,-467.916295199063,0.000623101334805195,-1.87737610614531e-05,-0.00197255192909805,"quadratic","acceleration/decrease"
"505","intMCs_p38_LPS",148.526315568893,141.55051165608,0.0122793320191422,-0.000111665643479885,-0.0111923674162311,"quadratic","acceleration/decrease"
"506","intMCs_p38_unstim",824.342885925847,-822.627784201939,0.447822554127189,7.88158765108624e-07,4.9028925773214e-05,"linear","linear"
"507","intMCs_S6_GMCSF",315.50248497928,-315.775305594073,0.0379440575177546,-1.20986369567185e-05,-0.00165108900568771,"quadratic","acceleration/decrease"
"508","intMCs_S6_IFNa",426.499613504064,-425.693903267559,0.925848267639823,6.0688035812622e-06,0.000591488003091771,"linear","linear"
"509","intMCs_S6_IL246",416.790274145587,-420.067508503227,0.0676025598831604,-1.30876724437312e-05,-0.00137555797833549,"quadratic","acceleration/decrease"
"510","intMCs_S6_LPS",190.725766856279,-193.12014509358,0.0563378224545292,-2.54100451413577e-05,-0.00214534160744812,"quadratic","deceleration/increase"
"511","intMCs_S6_unstim",87.9918067379198,-86.3532913522426,0.861002416219341,-1.03332196393874e-05,-0.000951033747435249,"linear","linear"
"512","intMCs_STAT1_IFNa",117.558991760487,112.84929368607,3.05786009708719e-11,-8.74038494287352e-05,-0.00245266321541519,"quadratic","deceleration/increase"
"513","intMCs_STAT1_IL246",122.020426306658,-122.251896043018,0.0187070583617709,-2.28493152547328e-05,-0.00129579082288191,"quadratic","deceleration/increase"
"514","intMCs_STAT1_unstim",231.723420493957,-229.80008515537,0.186156163975917,2.94863930234056e-06,-7.78931674006512e-05,"linear","linear"
"515","intMCs_STAT3_GMCSF",79.9164799931655,76.1057323084876,0.00300319656817283,-7.18535316788165e-05,-0.00521296838207748,"quadratic","deceleration/increase"
"516","intMCs_STAT3_IFNa",255.108234657176,246.311719641596,0.000109398477122412,-0.000174186472031951,-0.013376109207229,"quadratic","deceleration/increase"
"517","intMCs_STAT3_IL246",271.637966216131,269.009003928491,0.0507259094906335,-0.000121750191651636,-0.0103389503697682,"quadratic","deceleration/increase"
"518","intMCs_STAT3_unstim",80.0005759090987,77.8358226615131,0.0147658853676231,6.10145337748221e-05,0.00441525275222044,"quadratic","deceleration/decrease"
"519","intMCs_STAT5_GMCSF",10.2920670237253,-8.769113852293,0.771871214476392,-1.53769267220548e-05,-0.00136310663947461,"linear","linear"
"520","intMCs_STAT5_IFNa",87.9102035480975,85.6037003946904,0.00139262287237968,-6.36867788593122e-05,-0.00387580407582275,"quadratic","deceleration/increase"
"521","intMCs_STAT5_IL246",25.6042687591399,-24.2162003175259,0.165935093130766,-1.65453594868675e-05,-0.000874804091338983,"linear","linear"
"522","intMCs_STAT5_unstim",89.7627119312904,-88.0617839386989,0.241048466391472,9.34458774173301e-06,0.000402718979687133,"linear","linear"
"523","intMCs_STAT6_IFNa",147.180343276308,137.74779641359,0.00309251274776175,-0.000124953321712904,-0.0118680488774818,"quadratic","deceleration/increase"
"524","intMCs_STAT6_IL246",247.41640070153,243.635507901205,0.0245178716974123,-0.000125265653834501,-0.0106484896529351,"quadratic","deceleration/increase"
"525","intMCs_STAT6_unstim",106.382035473679,-104.458700135092,0.186156163975917,4.47787421051712e-06,-0.000118290428131376,"linear","linear"
"526","mDCs_CREB_GMCSF",171.400994581994,-171.520885444516,0.0518548403893862,-1.88942350764092e-05,-0.00256166176244756,"quadratic","acceleration/decrease"
"527","mDCs_CREB_IFNa",365.41895664588,-363.419215428898,0.187307869778727,1.09724375012029e-07,0.000248485598684426,"linear","linear"
"528","mDCs_CREB_IL246",333.539054966962,-335.980629750642,0.0909040529315912,-1.58689358376233e-05,-0.0017156131542053,"quadratic","acceleration/decrease"
"529","mDCs_CREB_LPS",110.568327599319,-113.310877662495,0.0745814541829821,-3.4462892359138e-05,-0.00312569709964879,"quadratic","deceleration/increase"
"530","mDCs_CREB_unstim",289.438069282158,-290.081888380755,0.0133229128946827,-1.4224402576675e-05,-0.00199415181035453,"quadratic","acceleration/decrease"
"531","mDCs_ERK_GMCSF",789.763432535263,-788.948236717966,0.11932947071657,-1.8009436842899e-06,-0.000247854314015887,"linear","linear"
"532","mDCs_ERK_LPS",415.32567898519,-416.737093603884,0.186370063674019,-1.06069544673099e-05,-0.00103784873443052,"quadratic","deceleration/increase"
"533","mDCs_ERK_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"534","mDCs_IkB_GMCSF",504.418854857542,-502.50079049106,0.0987945554593654,1.22825787530725e-06,0.000309891124417251,"linear","linear"
"535","mDCs_IkB_IFNa",427.127578941117,-425.141295634988,0.130383864059576,-6.50306104054266e-07,0.000157197444432128,"linear","linear"
"536","mDCs_IkB_IL246",520.696264873534,-519.018997726751,0.552971444682333,-2.30800379198841e-06,-0.000293682844241768,"linear","linear"
"537","mDCs_IkB_LPS",309.271230544896,-307.586897583462,0.307031115277428,4.61852975209215e-06,0.000682150400063155,"linear","linear"
"538","mDCs_IkB_unstim",300.511081061421,-298.769318026734,0.121058116740782,-4.30151561407004e-06,-0.000776060828804517,"linear","linear"
"539","mDCs_MAPKAPK2_GMCSF",32.7160118479174,-30.7673670150391,0.462458074313584,4.68518950895089e-06,6.67003489985283e-05,"linear","linear"
"540","mDCs_MAPKAPK2_IL246",493.793285045598,-492.241397927144,0.831285051960996,-2.97415762439466e-06,-0.000271607781403656,"linear","linear"
"541","mDCs_MAPKAPK2_LPS",144.267719121935,144.334330706371,0.212381031065045,-5.16944689485033e-05,-0.00392640915482927,"linear","linear"
"542","mDCs_MAPKAPK2_unstim",549.121207412123,-548.000937327819,0.404388852498632,-3.46287960071093e-06,-0.000426569731767987,"linear","linear"
"543","mDCs_NFkB_GMCSF",520.848318587655,-519.407821382202,0.363491682094889,-3.03615992204746e-06,-0.000400101207445274,"linear","linear"
"544","mDCs_NFkB_IFNa",548.56578904521,-547.53444318928,0.637169037682676,3.63987804819487e-06,0.000316907951972671,"linear","linear"
"545","mDCs_NFkB_IL246",558.585008750179,-557.713305312082,0.690276783684948,-3.79834466645541e-06,-0.000416341215243248,"linear","linear"
"546","mDCs_NFkB_LPS",537.715863402779,-536.74648375294,0.347725209499798,-3.89236799427697e-06,-0.000483227082012805,"linear","linear"
"547","mDCs_NFkB_unstim",624.094120322593,-622.191374610876,0.529405681687036,-8.97942962616415e-07,-4.18072296033648e-05,"linear","linear"
"548","mDCs_p38_GMCSF",308.324821797899,-307.467404000169,0.406909247417412,-8.8024763286e-06,-0.00105810884693345,"linear","linear"
