,Spearman corr,pvalue,Lasso mean coef,Lasso ModelIndex,Lasso rank,Lasso 1SE mean coef,Lasso 1SE ModelIndex,Lasso 1SE rank,ElasticNet mean coef,ElasticNet ModelIndex,ElasticNet rank,rank sum
NKT_159Tb_MAPKAPK2_IFNa,0.1228250339088796,0.134293167313143,0.0,0.0,702,0.0,0.0,232,0.0,0.0,483,529.75
NKT_159Tb_MAPKAPK2_unstim,0.1225461616070674,0.1351863121730554,0.0,0.0,703,0.0,0.0,233,0.0,0.0,491,532.5
ncMCs_156Gd_IkB_GMCSF,0.1216825259078879,0.1379811084772311,0.0,0.0,704,0.0,0.0,234,0.0,0.0,493,533.75
CD8Tnaive_159Tb_MAPKAPK2_unstim,0.1214379966862375,0.1387803777882794,0.0,0.0,705,0.0,0.0,235,0.0,0.0,494,534.75
CD4Teff_155Gd_S6_unstim,0.0935838585509161,0.2546710051947811,0.0,0.0,715,0.0,0.0,224,0.0,0.0,486,535.0
cMCs_154Sm_STAT3_GMCSF,0.0856392502401203,0.2974099229395204,0.0,0.0,587,0.0,0.0,342,0.0,0.0,624,535.0
Tregs_153Eu_STAT1_IL246,0.0856116134109563,0.2975664279541725,0.0,0.0,588,0.0,0.0,343,0.0,0.0,625,536.0
CD56loCD16posNK_149Sm_CREB_LPS,0.12092581615231,0.1404659265836237,0.0,0.0,707,0.0,0.0,237,0.0,0.0,495,536.5
MDSCs_154Sm_STAT3_GMCSF,0.0856002039597424,0.2976310545924711,0.0,0.0,589,0.0,0.0,344,0.0,0.0,626,537.0
ncMCs_166Er_NFkB_IFNa,0.1206880621873218,0.1412536338343544,0.0,0.0,708,0.0,0.0,238,0.0,0.0,496,537.5
CD8Tem_159Tb_MAPKAPK2_IL246,0.0855979212277707,0.2976439858024839,0.0,0.0,590,0.0,0.0,345,0.0,0.0,627,538.0
CD4Tnaive_156Gd_IkB_IL246,0.12021287691763,0.1428380429828684,0.0,0.0,709,0.0,0.0,239,0.0,0.0,497,538.5
CD4Tnaive_149Sm_CREB_IFNa,-0.119577036196698,0.1449791981538748,0.0,0.0,710,0.0,0.0,240,0.0,0.0,498,539.5
CD4Tem_154Sm_STAT3_unstim,0.0844281072596464,0.3043196486508284,0.0,0.0,593,0.0,0.0,348,0.0,0.0,628,540.5
mDCs_149Sm_CREB_unstim,0.1187654930400589,0.1477472655992331,0.0,0.0,711,0.0,0.0,241,0.0,0.0,499,540.5
pDCs_166Er_NFkB_unstim,-0.0831138792911651,0.3119359125971637,0.0,0.0,594,0.0,0.0,349,0.0,0.0,629,541.5
CD56loCD16posNK_150Nd_STAT5_IL246,-0.0829863058355305,0.3126817959945172,0.0,0.0,596,0.0,0.0,351,0.0,0.0,623,541.5
CD56loCD16posNK_166Er_NFkB_IFNa,0.0830894363820896,0.3120787329167201,0.0,0.0,595,0.0,0.0,350,0.0,0.0,630,542.5
Tregs_149Sm_CREB_IFNa,0.0828474594409393,0.3134949091783092,0.0,0.0,597,0.0,0.0,352,0.0,0.0,631,544.25
mDCs_155Gd_S6_IFNa,0.0878725600069868,0.2849428112874899,0.0,0.0,599,0.0,0.0,354,0.0,0.0,633,546.25
Tregs_166Er_NFkB_IFNa,0.0863629421789059,0.2933311017592513,0.0,0.0,584,0.0,0.0,339,0.0,0.0,681,547.0
pDCs_151Eu_p38_unstim,-0.0818122578638451,0.3196006416346703,0.0,0.0,600,0.0,0.0,355,0.0,0.0,634,547.25
CD8Tnaive_167Er_ERK_IFNa,0.0858081709629327,0.2964545231409132,0.0,0.0,586,0.0,0.0,341,0.0,0.0,680,548.25
CD8Tcm_151Eu_p38_IFNa,0.085376241420781,0.2989015270911,0.0,0.0,591,0.0,0.0,337,0.0,0.0,682,550.25
Granulocytes_150Nd_STAT5_IL246,-0.0865460878046919,0.2923047888918105,0.0,0.0,582,0.0,0.0,313,0.0,0.0,741,554.5
pDCs_166Er_NFkB_GMCSF,0.1261128874277758,0.1241008038869744,0.0,0.0,694,0.0,0.0,244,0.0,0.0,601,558.25
CD56hiCD16negNK_149Sm_CREB_unstim,0.1173059279537101,0.1528259831744682,0.0,0.0,693,0.0,0.0,245,0.0,0.0,602,558.25
CD8Tem_150Nd_STAT5_IL246,0.0749741292356098,0.361850591352565,0.0,0.0,624,0.0,0.0,356,0.0,0.0,635,559.75
CD8Teff_168Er_STAT6_unstim,-0.0741313037344197,0.3672877455357719,0.0,0.0,626,0.0,0.0,357,0.0,0.0,636,561.25
CD4Tnaive_150Nd_STAT5_unstim,-0.0923053953961573,0.2612469733053549,0.0,0.0,605,0.0,0.0,315,0.0,0.0,724,562.25
CD4Tem_155Gd_S6_IFNa,0.0737330064511569,0.369874642216262,0.0,0.0,627,0.0,0.0,359,0.0,0.0,637,562.5
Tregs_167Er_ERK_unstim,-0.0920742407228352,0.262448246141972,0.0,0.0,607,0.0,0.0,317,0.0,0.0,725,564.0
mDCs_156Gd_IkB_IFNa,0.0734450521251779,0.3717518352930369,0.0,0.0,629,0.0,0.0,384,0.0,0.0,616,564.5
CD56loCD16posNK_159Tb_MAPKAPK2_IL246,-0.09150702271676,0.2654119677117262,0.0,0.0,608,0.0,0.0,318,0.0,0.0,726,565.0
CD4Tnaive_159Tb_MAPKAPK2_IL246,0.0730004239480128,0.3746618579310204,0.0,0.0,630,0.0,0.0,385,0.0,0.0,617,565.5
CD56loCD16posNK_155Gd_S6_unstim,0.091378998589997,0.266084039255764,0.0,0.0,609,0.0,0.0,319,0.0,0.0,727,566.0
CD8Tnaive_150Nd_STAT5_unstim,-0.0726625825023881,0.3768822704045096,0.0,0.0,631,0.0,0.0,386,0.0,0.0,618,566.5
CD8Tnaive_159Tb_MAPKAPK2_IFNa,0.1174176834833035,0.1524325294174801,0.0,0.0,712,0.0,0.0,242,0.0,0.0,600,566.5
CD4Tcm_159Tb_MAPKAPK2_IL246,0.0911023268036646,0.2675404047938721,0.0,0.0,610,0.0,0.0,320,0.0,0.0,728,567.0
intMCs_149Sm_CREB_LPS,0.2992581744214957,0.0001991344096667,0.0,0.0,636,0.0,0.0,382,0.0,0.0,615,567.25
CD4Tem_166Er_NFkB_IFNa,0.0725558957300855,0.3775851188278266,0.0,0.0,632,0.0,0.0,387,0.0,0.0,619,567.5
CD8Tem_151Eu_p38_IFNa,0.0906721156808235,0.2698157383839103,0.0,0.0,613,0.0,0.0,323,0.0,0.0,723,568.0
cMCs_156Gd_IkB_IL246,0.1081768308890318,0.1876117353201724,0.0,0.0,692,0.0,0.0,246,0.0,0.0,642,568.0
CD4negCD8negTcells_167Er_ERK_IL246,0.0909113549047375,0.2685488150881364,0.0,0.0,611,0.0,0.0,321,0.0,0.0,729,568.0
CD8Tcm_156Gd_IkB_IL246,0.0907015375858758,0.2696597122668544,0.0,0.0,612,0.0,0.0,322,0.0,0.0,730,569.0
CD8Tem_168Er_STAT6_unstim,-0.0718802128388361,0.3820550345718837,0.0,0.0,634,0.0,0.0,389,0.0,0.0,622,569.75
CD8Tnaive_156Gd_IkB_IFNa,0.0923142859605159,0.2612008457749903,0.0,0.0,604,0.0,0.0,334,0.0,0.0,738,570.0
CD8Teff_167Er_ERK_IL246,0.092613008922963,0.2596542002583414,0.0,0.0,603,0.0,0.0,335,0.0,0.0,739,570.0
CD56loCD16posNK_166Er_NFkB_LPS,0.090498832718501,0.2707359118016354,0.0,0.0,614,0.0,0.0,324,0.0,0.0,731,570.75
CD4Teff_167Er_ERK_unstim,-0.0783987746265213,0.3402753515994262,0.0,0.0,657,0.0,0.0,367,0.0,0.0,604,571.25
CD8Teff_149Sm_CREB_unstim,0.0789727521546833,0.3367408243038955,0.0,0.0,655,0.0,0.0,365,0.0,0.0,612,571.75
CD8Teff_150Nd_STAT5_IFNa,-0.0781960697591464,0.3415292011486971,0.0,0.0,658,0.0,0.0,368,0.0,0.0,605,572.25
cMCs_167Er_ERK_IL246,0.079589349406685,0.3329699846904602,0.0,0.0,653,0.0,0.0,363,0.0,0.0,621,572.5
cMCs_167Er_ERK_IFNa,0.0901570788707713,0.2725569391966269,0.0,0.0,616,0.0,0.0,326,0.0,0.0,733,572.75
CD4Tem_167Er_ERK_IFNa,0.0809859288548579,0.3245293125200763,0.0,0.0,649,0.0,0.0,379,0.0,0.0,614,572.75
Granulocytes_166Er_NFkB_IL246,0.0724901055538323,0.3780189403101993,0.0,0.0,633,0.0,0.0,388,0.0,0.0,640,573.5
NKT_166Er_NFkB_IFNa,-0.0901307633540572,0.2726975039795933,0.0,0.0,617,0.0,0.0,327,0.0,0.0,734,573.75
cMCs_150Nd_STAT5_unstim,-0.0779524682957223,0.3430398872393176,0.0,0.0,660,0.0,0.0,370,0.0,0.0,606,574.0
CD4negCD8negTcells_156Gd_IkB_IFNa,0.0796768762217575,0.3324369043277855,0.0,0.0,652,0.0,0.0,362,0.0,0.0,632,574.5
Granulocytes_150Nd_STAT5_unstim,-0.0801484376922829,0.3295742639330236,0.0,0.0,650,0.0,0.0,360,0.0,0.0,638,574.5
MDSCs_167Er_ERK_unstim,-0.0785283600370624,0.3394753211012214,0.0,0.0,656,0.0,0.0,366,0.0,0.0,620,574.5
Tregs_156Gd_IkB_IL246,0.0772074390024763,0.3476863420791307,0.0,0.0,661,0.0,0.0,371,0.0,0.0,607,575.0
CD56loCD16posNK_149Sm_CREB_IL246,0.0718766566130927,0.382078645096349,0.0,0.0,635,0.0,0.0,390,0.0,0.0,641,575.25
CD56hiCD16negNK_159Tb_MAPKAPK2_unstim,0.1144459527173491,0.1631570837307802,0.0,0.0,674,0.0,0.0,249,0.0,0.0,705,575.5
Granulocytes_149Sm_CREB_unstim,0.0798763864229115,0.3312238319856775,0.0,0.0,651,0.0,0.0,361,0.0,0.0,639,575.5
Granulocytes_159Tb_MAPKAPK2_IL246,0.0741358149180594,0.3672585099572943,0.0,0.0,625,0.0,0.0,314,0.0,0.0,740,576.0
pDCs_153Eu_STAT1_IL246,0.0888034983673071,0.2798508330136615,0.0,0.0,620,0.0,0.0,330,0.0,0.0,735,576.25
Granulocytes_167Er_ERK_IL246,-0.1140432603421548,0.1646526249263941,0.0,0.0,675,0.0,0.0,250,0.0,0.0,706,576.5
NKT_155Gd_S6_unstim,0.0764108444359506,0.3526979968449284,0.0,0.0,663,0.0,0.0,373,0.0,0.0,608,576.75
CD8Tem_159Tb_MAPKAPK2_unstim,0.1163286362188384,0.1562993472397363,0.0,0.0,671,0.0,0.0,268,0.0,0.0,700,577.5
MDSCs_155Gd_S6_GMCSF,0.0757108454414864,0.3571390830176457,0.0,0.0,664,0.0,0.0,374,0.0,0.0,609,577.75
CD4Tcm_167Er_ERK_IFNa,0.0754880038555337,0.3585601666164121,0.0,0.0,666,0.0,0.0,376,0.0,0.0,603,577.75
CD56hiCD16negNK_149Sm_CREB_IFNa,-0.0817952212055667,0.31970176548305,0.0,0.0,622,0.0,0.0,332,0.0,0.0,736,578.0
ncMCs_159Tb_MAPKAPK2_unstim,0.1132788400914751,0.1675196405013002,0.0,0.0,677,0.0,0.0,252,0.0,0.0,707,578.25
mDCs_151Eu_p38_IL246,0.1126228280885292,0.1700095186307287,0.0,0.0,681,0.0,0.0,247,0.0,0.0,704,578.25
pDCs_156Gd_IkB_IFNa,-0.0755312504537089,0.3582841037323536,0.0,0.0,665,0.0,0.0,375,0.0,0.0,610,578.75
CD8Tem_149Sm_CREB_IL246,0.0932136792500604,0.2565632449165361,0.0,0.0,623,0.0,0.0,333,0.0,0.0,737,579.0
intMCs_153Eu_STAT1_IL246,0.1132232326404463,0.1677296396551956,0.0,0.0,678,0.0,0.0,253,0.0,0.0,708,579.25
pDCs_167Er_ERK_unstim,-0.1129583750683283,0.16873254933742,0.0,0.0,679,0.0,0.0,254,0.0,0.0,709,580.25
CD8Tcm_156Gd_IkB_unstim,0.0931215492042718,0.2570356825185012,0.0,0.0,667,0.0,0.0,377,0.0,0.0,611,580.5
cMCs_166Er_NFkB_IFNa,0.1124265206524163,0.1707599097967108,0.0,0.0,682,0.0,0.0,256,0.0,0.0,703,580.75
CD8Tcm_167Er_ERK_IL246,0.1128852737733173,0.1690101374200137,0.0,0.0,680,0.0,0.0,255,0.0,0.0,710,581.25
CD4Tem_159Tb_MAPKAPK2_IL246,0.0934097798139581,0.2555596405445271,0.0,0.0,668,0.0,0.0,378,0.0,0.0,613,581.75
CD8Tem_167Er_ERK_IL246,0.0717077358902803,0.38320116504171,0.0,0.0,637,0.0,0.0,391,0.0,0.0,662,581.75
mDCs_151Eu_p38_GMCSF,0.0716458508731572,0.3836129062065468,0.0,0.0,638,0.0,0.0,393,0.0,0.0,665,583.5
cMCs_150Nd_STAT5_IL246,0.1120282233691535,0.1722899543382803,0.0,0.0,683,0.0,0.0,258,0.0,0.0,713,584.25
CD4negCD8negTcells_168Er_STAT6_IFNa,0.0715245902644943,0.3844204694989918,0.0,0.0,639,0.0,0.0,394,0.0,0.0,666,584.5
Bcells_159Tb_MAPKAPK2_unstim,0.1119837705473608,0.1724613459247484,0.0,0.0,684,0.0,0.0,259,0.0,0.0,714,585.25
CD4Tem_156Gd_IkB_unstim,0.0710747277079519,0.387425416090101,0.0,0.0,640,0.0,0.0,395,0.0,0.0,667,585.5
CD4Teff_149Sm_CREB_IL246,0.1118065014962097,0.1731460770631363,0.0,0.0,685,0.0,0.0,260,0.0,0.0,715,586.25
mDCs_150Nd_STAT5_IL246,0.0710676152564651,0.3874730386718011,0.0,0.0,641,0.0,0.0,396,0.0,0.0,668,586.5
mDCs_156Gd_IkB_GMCSF,0.081496183531714,0.321480124807387,0.0,0.0,646,0.0,0.0,392,0.0,0.0,664,587.0
NKT_168Er_STAT6_unstim,-0.1106590764579376,0.1776269094149142,0.0,0.0,686,0.0,0.0,261,0.0,0.0,716,587.25
intMCs_149Sm_CREB_IFNa,0.0709378130168303,0.388342771182622,0.0,0.0,642,0.0,0.0,397,0.0,0.0,669,587.5
pDCs_166Er_NFkB_IFNa,0.1172355182342975,0.1530742646156898,0.0,0.0,691,0.0,0.0,257,0.0,0.0,711,587.5
CD4Tnaive_156Gd_IkB_unstim,0.0749190077365868,0.3622046524065694,0.0,0.0,644,0.0,0.0,399,0.0,0.0,663,587.5
CD8Tem_166Er_NFkB_IFNa,0.1105008244123555,0.1782515482995508,0.0,0.0,687,0.0,0.0,262,0.0,0.0,717,588.25
CD4Tem_149Sm_CREB_unstim,0.0707990105687579,0.3892741101278737,0.0,0.0,643,0.0,0.0,398,0.0,0.0,670,588.5
Tregs_166Er_NFkB_IL246,0.109782466812185,0.181107338515313,0.0,0.0,688,0.0,0.0,263,0.0,0.0,718,589.25
MDSCs_149Sm_CREB_IFNa,0.1165902229346205,0.1553638931570708,0.0,0.0,690,0.0,0.0,265,0.0,0.0,712,589.25
CD4Tnaive_149Sm_CREB_unstim,0.0751400077558157,0.360786402249435,0.0,0.0,645,0.0,0.0,400,0.0,0.0,671,590.25
CD4Tcm_166Er_NFkB_IFNa,0.1092597016279026,0.1832065981677584,0.0,0.0,689,0.0,0.0,264,0.0,0.0,719,590.25
NKT_149Sm_CREB_IL246,-0.1010190464585129,0.2186878167354442,0.0,0.0,717,0.0,0.0,269,0.0,0.0,684,596.75
CD8Tnaive_166Er_NFkB_unstim,-0.1012919778497746,0.2174395260904088,0.0,0.0,716,0.0,0.0,267,0.0,0.0,692,597.75
CD4Teff_166Er_NFkB_unstim,-0.1172327597446458,0.1530839978856786,0.0,0.0,670,0.0,0.0,312,0.0,0.0,742,598.5
Bcells_154Sm_STAT3_IL246,0.1080444328655674,0.1881555974097214,0.0,0.0,714,0.0,0.0,266,0.0,0.0,701,598.75
cMCs_151Eu_p38_GMCSF,0.1157600221130994,0.1583473322512818,0.0,0.0,672,0.0,0.0,311,0.0,0.0,743,599.5
CD8Tnaive_155Gd_S6_IL246,0.1076789592849533,0.1896628570907517,0.0,0.0,740,0.0,0.0,270,0.0,0.0,685,608.75
cMCs_167Er_ERK_unstim,-0.1076390000509105,0.1898281866048015,0.0,0.0,741,0.0,0.0,271,0.0,0.0,686,609.75
CD56loCD16posNK_150Nd_STAT5_IFNa,-0.107582941189881,0.1900603047010904,0.0,0.0,742,0.0,0.0,272,0.0,0.0,687,610.75
intMCs_155Gd_S6_IFNa,0.1069748265877566,0.1925915817169664,0.0,0.0,744,0.0,0.0,274,0.0,0.0,688,612.5
intMCs_150Nd_STAT5_unstim,-0.1066156477876713,0.1940981367559563,0.0,0.0,745,0.0,0.0,275,0.0,0.0,689,613.5
CD4negCD8negTcells_167Er_ERK_unstim,-0.1064947361123951,0.1946072151759732,0.0,0.0,747,0.0,0.0,277,0.0,0.0,683,613.5
pDCs_154Sm_STAT3_unstim,-0.1065897314438395,0.194207171645435,0.0,0.0,746,0.0,0.0,276,0.0,0.0,690,614.5
CD8Tem_155Gd_S6_unstim,0.1006500791030877,0.2203834296676635,0.0,0.0,718,0.0,0.0,293,0.0,0.0,732,615.25
CD8Teff_155Gd_S6_IFNa,0.1060786577004152,0.1963664524526956,0.0,0.0,748,0.0,0.0,278,0.0,0.0,691,616.25
CD4negCD8negTcells_155Gd_S6_unstim,0.097189871454742,0.236740344057177,0.0,0.0,726,0.0,0.0,292,0.0,0.0,722,616.5
ncMCs_155Gd_S6_LPS,0.1056447981597182,0.1982131220960528,0.0,0.0,749,0.0,0.0,279,0.0,0.0,693,617.5
ncMCs_149Sm_CREB_IL246,0.1000455486326806,0.2231817250863441,0.0,0.0,719,0.0,0.0,294,0.0,0.0,744,619.0
CD4negCD8negTcells_150Nd_STAT5_unstim,-0.1039411260928482,0.2055861894936348,0.0,0.0,752,0.0,0.0,282,0.0,0.0,694,620.0
CD56loCD16posNK_156Gd_IkB_IFNa,0.0992667006462749,0.2268238808671033,0.0,0.0,721,0.0,0.0,296,0.0,0.0,745,620.75
pDCs_159Tb_MAPKAPK2_unstim,0.1039298431045134,0.2056356682155423,0.0,0.0,753,0.0,0.0,283,0.0,0.0,695,621.0
intMCs_167Er_ERK_IFNa,0.0990840224517031,0.227684186291424,0.0,0.0,722,0.0,0.0,297,0.0,0.0,746,621.75
mDCs_155Gd_S6_unstim,0.1079954633761175,0.1883570447551696,0.0,0.0,738,0.0,0.0,290,0.0,0.0,721,621.75
CD4Teff_150Nd_STAT5_unstim,-0.1019232079192313,0.214571955931276,0.0,0.0,739,0.0,0.0,289,0.0,0.0,720,621.75
Tregs_167Er_ERK_IL246,0.103813341901858,0.2061470559312122,0.0,0.0,754,0.0,0.0,284,0.0,0.0,696,622.0
Bcells_166Er_NFkB_IL246,0.0989466469719904,0.2283326573976454,0.0,0.0,723,0.0,0.0,298,0.0,0.0,747,622.75
mDCs_149Sm_CREB_IL246,0.1033385857651117,0.2082404752478023,0.0,0.0,755,0.0,0.0,285,0.0,0.0,697,623.0
CD8Teff_156Gd_IkB_IL246,0.0975860243289851,0.2348257520685919,0.0,0.0,724,0.0,0.0,299,0.0,0.0,748,623.75
MDSCs_151Eu_p38_IL246,0.1032645351482192,0.2085683690414013,0.0,0.0,756,0.0,0.0,286,0.0,0.0,698,624.0
MDSCs_149Sm_CREB_GMCSF,0.0975245237836686,0.2351222681001466,0.0,0.0,725,0.0,0.0,300,0.0,0.0,749,624.75
Bcells_149Sm_CREB_IL246,0.1031955692160784,0.2088740809749188,0.0,0.0,757,0.0,0.0,287,0.0,0.0,699,625.0
CD4Tem_167Er_ERK_IL246,0.0970298412962882,0.2375168526840571,0.0,0.0,727,0.0,0.0,301,0.0,0.0,750,626.25
CD8Teff_166Er_NFkB_IL246,0.0968129115259396,0.2385722939532286,0.0,0.0,728,0.0,0.0,303,0.0,0.0,752,627.75
mDCs_159Tb_MAPKAPK2_unstim,0.0964621110752697,0.2402859889761909,0.0,0.0,729,0.0,0.0,304,0.0,0.0,753,628.75
NKT_155Gd_S6_IFNa,0.0963434897278085,0.2408674037898069,0.0,0.0,730,0.0,0.0,305,0.0,0.0,754,629.75
NKT_156Gd_IkB_IL246,0.094774586668838,0.2486496371415262,0.0,0.0,731,0.0,0.0,306,0.0,0.0,755,630.75
NKT_167Er_ERK_unstim,-0.1012919778497746,0.2174395260904088,0.0,0.0,736,0.0,0.0,302,0.0,0.0,751,631.25
CD8Tnaive_149Sm_CREB_IFNa,0.0943641771186741,0.25071379722707,0.0,0.0,732,0.0,0.0,307,0.0,0.0,756,631.75
Bcells_149Sm_CREB_unstim,0.0943509659530003,0.2507804390723266,0.0,0.0,733,0.0,0.0,308,0.0,0.0,757,632.75
Bcells_159Tb_MAPKAPK2_LPS,0.0941795263629386,0.2516463517100901,0.0,0.0,734,0.0,0.0,309,0.0,0.0,758,633.75
pDCs_149Sm_CREB_IFNa,-8.890840979083848e-06,0.9999138450646372,0.0,0.0,759,0.0,0.0,759,0.0,0.0,759,759.0
