,Spearman corr,pvalue,Lasso mean coef,Lasso ModelIndex,Lasso rank,Lasso 1SE mean coef,Lasso 1SE ModelIndex,Lasso 1SE rank,ElasticNet mean coef,ElasticNet ModelIndex,ElasticNet rank,rank sum
Tregs_149Sm_CREB_LPS,0.2471109461159242,0.0022992260797959,0.0,0.0,519,0.0,0.0,50,0.0,0.0,548,409.0
Tregs_155Gd_S6_unstim,0.1288900677315699,0.1159660799594119,0.0,0.0,456,0.0,0.0,210,0.0,0.0,514,409.0
intMCs_154Sm_STAT3_IFNa,0.2323495651719579,0.0042211011400536,0.0,0.0,509,0.0,0.0,83,0.0,0.0,536,409.25
cMCs_155Gd_S6_LPS,0.2673677200673948,0.000940969264535,0.0,0.0,514,0.0,0.0,56,0.0,0.0,553,409.25
MDSCs_154Sm_STAT3_IFNa,0.0880771995760202,0.2838182043857453,0.0,0.0,601,0.0,0.0,347,0.04784483108947527,0.02616919694236178,91,410.0
NKT_168Er_STAT6_IL246,0.2450186193828845,0.0025115106178003,0.0,0.0,520,0.0,0.0,51,0.0,0.0,549,410.0
Bcells_168Er_STAT6_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,338,0.0,0.0,587,0.0,0.0,378,410.25
intMCs_155Gd_S6_LPS,0.2979601520251481,0.0002128969219131,0.0,0.0,510,0.0,0.0,84,0.0,0.0,537,410.25
mDCs_155Gd_S6_GMCSF,0.1694843845926863,0.0381340040203288,0.0,0.0,484,0.0,0.0,194,0.0,0.0,480,410.5
CD8Tnaive_167Er_ERK_IL246,0.1416711430534142,0.0837503209462448,0.0,0.0,468,0.0,0.0,200,0.0,0.0,506,410.5
CD8Tnaive_156Gd_IkB_IL246,0.1281645976799127,0.1180499280358469,0.0,0.0,458,0.0,0.0,211,0.0,0.0,515,410.5
CD8Tcm_166Er_NFkB_IL246,0.2369459869453256,0.0035070706692137,0.0,0.0,523,0.0,0.0,54,0.0,0.0,543,410.75
CD8Tnaive_151Eu_p38_IFNa,0.1423626697607711,0.082236093744217,0.0,0.0,466,0.0,0.0,220,0.0,0.0,492,411.0
CD4Teff_159Tb_MAPKAPK2_unstim,0.1356433404183207,0.0979152069085218,0.0,0.0,463,0.0,0.0,217,0.0,0.0,501,411.0
CD56loCD16posNK_159Tb_MAPKAPK2_LPS,0.1403642300927081,0.0866730226380533,0.0,0.0,470,0.0,0.0,199,0.0,0.0,505,411.0
intMCs_166Er_NFkB_LPS,0.2440566603192899,0.0026149386877205,0.0,0.0,521,0.0,0.0,52,0.0,0.0,550,411.0
CD8Teff_149Sm_CREB_IL246,0.2846957825072689,0.0004140127665504,0.0,0.0,513,0.0,0.0,66,0.0,0.0,552,411.0
cMCs_149Sm_CREB_LPS,0.2965038775832184,0.0002293870085731,0.0,0.0,511,0.0,0.0,85,0.0,0.0,538,411.25
Tregs_154Sm_STAT3_IFNa,0.1153141759560717,0.1599671587665419,0.0,0.0,673,0.0,0.0,248,0.1026607299689079,0.08171477590014463,51,411.25
cMCs_151Eu_p38_IFNa,0.141432825899956,0.0842773088037946,0.0,0.0,469,0.0,0.0,133,0.0,0.0,574,411.25
MDSCs_168Er_STAT6_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,339,0.0,0.0,588,0.0,0.0,380,411.5
Granulocytes_151Eu_p38_GMCSF,0.127942333570949,0.1186941466406659,0.0,0.0,459,0.0,0.0,213,0.0,0.0,517,412.0
CD4Teff_166Er_NFkB_IFNa,0.2300860274862723,0.0046185818589458,0.0,0.0,486,0.0,0.0,196,0.0,0.0,481,412.25
CD8Tem_166Er_NFkB_IL246,0.2895621249320665,0.0003255897865421,0.0,0.0,512,0.0,0.0,86,0.0,0.0,539,412.25
CD4Tem_151Eu_p38_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,340,0.0,0.0,589,0.0,0.0,381,412.5
mDCs_149Sm_CREB_GMCSF,0.1348076273686175,0.1000204572151963,0.0,0.0,460,0.0,0.0,214,0.0,0.0,518,413.0
CD4Tem_156Gd_IkB_IL246,0.1454051800840031,0.0758330443139393,0.0,0.0,462,0.0,0.0,216,0.0,0.0,512,413.0
CD8Tnaive_168Er_STAT6_IFNa,0.1260984305229868,0.1241442740833835,0.0,0.0,695,0.0,0.0,225,0.13821843992420857,0.12523603890182478,38,413.25
CD4Teff_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,341,0.0,0.0,590,0.0,0.0,382,413.5
CD56hiCD16negNK_156Gd_IkB_LPS,-0.0067880062285322,0.9342958458598632,0.0,0.0,291,0.0,0.0,719,0.0,0.0,353,413.5
CD56loCD16posNK_155Gd_S6_LPS,0.2667916114969611,0.0009661275879548,0.0,0.0,515,0.0,0.0,65,0.0,0.0,559,413.5
Tregs_166Er_NFkB_LPS,0.1355259849687879,0.0982087050439018,0.0,0.0,461,0.0,0.0,215,0.0,0.0,519,414.0
CD4Tem_149Sm_CREB_IL246,0.2360935417724556,0.0036306471919463,0.0,0.0,525,0.0,0.0,55,0.0,0.0,551,414.0
CD4negCD8negTcells_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,342,0.0,0.0,591,0.0,0.0,383,414.5
CD4Tcm_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,301,0.0,0.0,729,0.0,0.0,329,415.0
intMCs_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,302,0.0,0.0,730,0.0,0.0,326,415.0
ncMCs_168Er_STAT6_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,303,0.0,0.0,731,0.0,0.0,324,415.25
CD4negCD8negTcells_153Eu_STAT1_IL246,-0.0302759942311566,0.7130327490210886,0.0,0.0,343,0.0,0.0,592,0.0,0.0,384,415.5
CD4Tem_155Gd_S6_IL246,0.1420445467564731,0.0829299318717477,0.0,0.0,467,0.0,0.0,212,0.0,0.0,516,415.5
NKT_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,344,0.0,0.0,593,0.0,0.0,385,416.5
CD4Tcm_149Sm_CREB_IL246,0.2337755647899971,0.0039867394283844,0.0,0.0,527,0.0,0.0,58,0.0,0.0,554,416.5
CD4Tcm_151Eu_p38_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,313,0.0,0.0,607,0.0,0.0,434,416.75
mDCs_168Er_STAT6_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,320,0.0,0.0,614,0.0,0.0,415,417.25
MDSCs_166Er_NFkB_LPS,-0.0009250528998641,0.9910361445390552,0.0,0.0,269,0.0,0.0,741,0.0,0.0,391,417.5
Tregs_149Sm_CREB_IL246,0.2335081809308111,0.0040297720132098,0.0,0.0,528,0.0,0.0,59,0.0,0.0,555,417.5
Tregs_167Er_ERK_LPS,0.1837946369842003,0.0243602465794929,0.0,0.0,535,0.0,0.0,78,0.0,0.0,523,417.75
CD8Teff_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,314,0.0,0.0,608,0.0,0.0,436,418.0
ncMCs_155Gd_S6_IL246,0.2285799658839348,0.0049013135202313,0.0,0.0,487,0.0,0.0,197,0.0,0.0,502,418.25
CD8Tnaive_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,323,0.0,0.0,617,0.0,0.0,410,418.25
Granulocytes_167Er_ERK_GMCSF,0.0903796991560965,0.2713697727223838,0.0,0.0,615,0.0,0.0,325,-0.012709833172505576,0.007199339207114309,119,418.5
CD4Tnaive_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,319,0.0,0.0,613,0.0,0.0,423,418.5
intMCs_155Gd_S6_IL246,0.2057187686923722,0.0115525263014551,0.0,0.0,529,0.0,0.0,60,0.0,0.0,556,418.5
CD4negCD8negTcells_153Eu_STAT1_IFNa,0.0293095495749177,0.7218100166488364,0.0,0.0,346,0.0,0.0,595,0.0,0.0,388,418.75
CD8Tnaive_153Eu_STAT1_IL246,0.090105020973949,0.2728350548348544,0.0,0.0,618,0.0,0.0,328,0.019733381717195443,0.01113159728589596,111,418.75
mDCs_153Eu_STAT1_IFNa,0.0875072355995519,0.286957877426348,0.0,0.0,598,0.0,0.0,353,-0.009878764818484077,0.005356086972307564,127,419.0
MDSCs_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,315,0.0,0.0,609,0.0,0.0,437,419.0
NKT_151Eu_p38_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,324,0.0,0.0,618,0.0,0.0,411,419.25
CD4Tnaive_167Er_ERK_IL246,0.2045416579713009,0.0120471357075129,0.0,0.0,530,0.0,0.0,61,0.0,0.0,557,419.5
cMCs_155Gd_S6_IL246,0.2248565975305761,0.0056679055440521,0.0,0.0,488,0.0,0.0,198,0.0,0.0,504,419.5
Tregs_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,321,0.0,0.0,606,0.0,0.0,432,420.0
CD56hiCD16negNK_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,316,0.0,0.0,610,0.0,0.0,438,420.0
CD56loCD16posNK_151Eu_p38_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,322,0.0,0.0,615,0.0,0.0,422,420.25
intMCs_168Er_STAT6_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,318,0.0,0.0,612,0.0,0.0,433,420.25
CD8Tcm_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,317,0.0,0.0,611,0.0,0.0,439,421.0
CD8Tcm_150Nd_STAT5_unstim,-0.0218583415319186,0.7906234366129669,0.0,0.0,358,0.0,0.0,652,0.0,0.0,316,421.0
CD4Tem_168Er_STAT6_unstim,-0.0317695426788246,0.6995423427119187,0.0,0.0,326,0.0,0.0,620,0.0,0.0,413,421.25
mDCs_156Gd_IkB_LPS,0.0306573525258376,0.7095794931873256,0.0,0.0,331,0.0,0.0,616,0.0,0.0,409,421.75
CD4Tem_167Er_ERK_unstim,-0.0100979029984353,0.9023905259110476,0.0,0.0,277,0.0,0.0,740,0.0,0.0,394,422.0
CD4Tem_156Gd_IkB_IFNa,0.0300429950803951,0.7151454647384554,0.0,0.0,345,0.0,0.0,594,0.0,0.0,404,422.0
mDCs_151Eu_p38_LPS,0.1876888710152844,0.0214505501114219,0.0,0.0,533,0.0,0.0,64,0.0,0.0,558,422.0
pDCs_156Gd_IkB_IL246,-0.0315624854757476,0.7014070959247538,0.0,0.0,327,0.0,0.0,621,0.0,0.0,414,422.25
CD4Tnaive_167Er_ERK_IFNa,0.2185958621092888,0.0072004867213346,0.0,0.0,492,0.0,0.0,132,0.0,0.0,573,422.25
CD4Tem_168Er_STAT6_IL246,0.2238217358392415,0.0058991719613523,0.0,0.0,490,0.0,0.0,134,0.0,0.0,575,422.25
CD4Tcm_168Er_STAT6_IL246,0.2246307771958691,0.0057176688628879,0.0,0.0,489,0.0,0.0,135,0.0,0.0,576,422.25
CD4Tem_166Er_NFkB_unstim,-0.0202313682543049,0.8058873905381635,0.0,0.0,365,0.0,0.0,659,0.0,0.0,301,422.5
CD56loCD16posNK_166Er_NFkB_unstim,0.031253889946029,0.7041896051575063,0.0,0.0,328,0.0,0.0,622,0.0,0.0,416,423.5
ncMCs_154Sm_STAT3_GMCSF,0.0211346495931331,0.7974035383657243,0.0,0.0,362,0.0,0.0,656,0.0,0.0,315,423.75
CD4negCD8negTcells_156Gd_IkB_unstim,0.0291388422248494,0.7233641970094138,0.0,0.0,347,0.0,0.0,596,0.0,0.0,405,423.75
CD4Tcm_154Sm_STAT3_unstim,0.0196775124904422,0.811100622293839,0.0,0.0,367,0.0,0.0,660,0.0,0.0,302,424.0
CD4negCD8negTcells_168Er_STAT6_unstim,-0.0822643920096166,0.31692449618013,0.0,0.0,621,0.0,0.0,331,-0.012910675535949276,0.0064429976333157364,123,424.0
NKT_151Eu_p38_IFNa,0.020896753985987,0.7996356625404683,0.0,0.0,363,0.0,0.0,657,0.0,0.0,314,424.25
CD4Tnaive_155Gd_S6_unstim,0.0311205314806508,0.705393273131852,0.0,0.0,329,0.0,0.0,623,0.0,0.0,417,424.5
CD8Tnaive_150Nd_STAT5_IL246,-0.0009335092576472,0.9909542050426552,0.0,0.0,268,0.0,0.0,739,0.0,0.0,424,424.75
CD56loCD16posNK_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,333,0.0,0.0,604,0.0,0.0,431,425.25
cMCs_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,334,0.0,0.0,603,0.0,0.0,430,425.25
CD4Teff_151Eu_p38_IFNa,-0.0232416259158089,0.7777077136352214,0.0,0.0,368,0.0,0.0,662,0.0,0.0,304,425.5
ncMCs_151Eu_p38_LPS,0.1092509081798219,0.1832420618579308,0.0,0.0,713,0.0,0.0,243,0.19862545001596701,0.1463819572877323,35,426.0
Granulocytes_168Er_STAT6_IFNa,-0.0239753980307568,0.7708808383662138,0.0,0.0,369,0.0,0.0,663,0.0,0.0,305,426.5
pDCs_156Gd_IkB_unstim,0.0200087486863672,0.8079818107783604,0.0,0.0,366,0.0,0.0,651,0.0,0.0,325,427.0
CD4negCD8negTcells_151Eu_p38_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,304,0.0,0.0,732,0.0,0.0,368,427.0
Bcells_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,325,0.0,0.0,619,0.0,0.0,440,427.25
Bcells_166Er_NFkB_unstim,0.029114820161363,0.7235829932442182,0.0,0.0,370,0.0,0.0,664,0.0,0.0,306,427.5
CD8Tem_159Tb_MAPKAPK2_IFNa,0.024227937252512,0.7685352899881446,0.0,0.0,371,0.0,0.0,665,0.0,0.0,307,428.5
CD4Tcm_154Sm_STAT3_IFNa,0.186276882553106,0.0224689402240898,0.0,0.0,534,0.0,0.0,87,0.0,0.0,560,428.75
CD4negCD8negTcells_149Sm_CREB_IFNa,-0.0272541441982197,0.7405969687336333,0.0,0.0,376,0.0,0.0,661,0.0,0.0,303,429.0
ncMCs_154Sm_STAT3_IFNa,0.0900791980807777,0.2729730830919952,0.0,0.0,619,0.0,0.0,329,-0.002528443897234126,0.0014257393874706663,149,429.0
CD4Tem_159Tb_MAPKAPK2_IFNa,-0.0290650832507642,0.7240360748804273,0.0,0.0,372,0.0,0.0,666,0.0,0.0,308,429.5
intMCs_151Eu_p38_unstim,-0.0259028131795281,0.7530332624841398,0.0,0.0,384,0.0,0.0,632,0.0,0.0,318,429.5
CD4Teff_156Gd_IkB_IL246,0.0290276926306493,0.7243767502112589,0.0,0.0,373,0.0,0.0,667,0.0,0.0,309,430.5
CD56hiCD16negNK_168Er_STAT6_unstim,0.025623946424263,0.7556077076057051,0.0,0.0,385,0.0,0.0,633,0.0,0.0,319,430.5
Tregs_150Nd_STAT5_IFNa,-0.0229412122707894,0.7805076457911023,0.0,0.0,349,0.0,0.0,598,0.0,0.0,426,430.5
CD8Teff_150Nd_STAT5_IL246,-0.0228131881440264,0.781701722469613,0.0,0.0,350,0.0,0.0,599,0.0,0.0,427,431.5
CD4negCD8negTcells_167Er_ERK_IFNa,0.0288943341652711,0.7255922522979146,0.0,0.0,374,0.0,0.0,668,0.0,0.0,310,431.5
CD56loCD16posNK_168Er_STAT6_unstim,0.025623946424263,0.7556077076057051,0.0,0.0,386,0.0,0.0,634,0.0,0.0,320,431.5
CD4negCD8negTcells_166Er_NFkB_unstim,-0.076426847451796,0.3525968731138152,0.0,0.0,662,0.0,0.0,372,-0.39005954247821195,0.17658835809387347,31,431.75
ncMCs_156Gd_IkB_IL246,0.0279300256247031,0.7344016884817111,0.0,0.0,375,0.0,0.0,669,0.0,0.0,311,432.5
pDCs_149Sm_CREB_IL246,0.0226716444966638,0.783022488246481,0.0,0.0,352,0.0,0.0,601,0.0,0.0,428,433.25
CD8Tem_168Er_STAT6_IFNa,0.1209294564049287,0.1404538920376534,0.0,0.0,706,0.0,0.0,236,0.03919674244435825,0.033413898938766395,87,433.75
cMCs_151Eu_p38_unstim,-0.0249302684551914,0.7620232179270708,0.0,0.0,389,0.0,0.0,637,0.0,0.0,321,434.0
CD4Teff_155Gd_S6_IL246,0.0267517081548618,0.7452132495254195,0.0,0.0,378,0.0,0.0,649,0.0,0.0,331,434.0
pDCs_156Gd_IkB_GMCSF,-0.0070040550891346,0.9322095232059516,0.0,0.0,290,0.0,0.0,737,0.0,0.0,425,435.5
pDCs_166Er_NFkB_IL246,0.1261432518112416,0.1240095400667395,0.0,0.0,669,0.0,0.0,358,0.10794329007184618,0.09785543945285201,47,435.75
NKT_156Gd_IkB_IFNa,0.0071251199606377,0.9310406346249672,0.0,0.0,288,0.0,0.0,738,0.0,0.0,429,435.75
CD56loCD16posNK_154Sm_STAT3_unstim,0.0699639247799163,0.394905722364656,0.0,0.0,391,0.0,0.0,639,0.0,0.0,322,435.75
CD8Tnaive_168Er_STAT6_IL246,0.2032525261393118,0.0126100401967854,0.0,0.0,557,0.0,0.0,88,0.0,0.0,542,436.0
ncMCs_167Er_ERK_GMCSF,0.1135828407396431,0.1663750496262711,0.0,0.0,676,0.0,0.0,251,-0.0037626558870438222,0.0029307770771932716,141,436.0
mDCs_150Nd_STAT5_GMCSF,0.1541730546544001,0.0596043190648839,0.0,0.0,394,0.0,0.0,642,0.0,0.0,317,436.75
CD4Tcm_153Eu_STAT1_IFNa,0.0781525754658641,0.3417986199889335,0.0,0.0,659,0.0,0.0,369,0.12514321772369638,0.05834548423997549,61,437.0
cMCs_168Er_STAT6_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,305,0.0,0.0,733,0.0,0.0,406,437.25
MDSCs_150Nd_STAT5_GMCSF,0.0751987330010912,0.360410118371639,0.0,0.0,647,0.0,0.0,381,-0.10160551865591555,0.04503187321238377,74,437.25
CD4Tcm_159Tb_MAPKAPK2_IFNa,-0.0705740189814414,0.3907866168703185,0.0,0.0,393,0.0,0.0,641,0.0,0.0,323,437.5
CD8Tnaive_154Sm_STAT3_unstim,0.0224066875028734,0.78549650491842,0.0,0.0,354,0.0,0.0,625,0.0,0.0,418,437.75
CD8Tnaive_151Eu_p38_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,306,0.0,0.0,734,0.0,0.0,407,438.25
MDSCs_149Sm_CREB_unstim,0.0219563612166926,0.7897063055133,0.0,0.0,356,0.0,0.0,626,0.0,0.0,419,439.25
CD4Tem_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,307,0.0,0.0,735,0.0,0.0,408,439.25
CD4Teff_166Er_NFkB_IL246,0.151015126194245,0.0650853245811006,0.0,0.0,400,0.0,0.0,582,0.0,0.0,375,439.25
MDSCs_156Gd_IkB_IFNa,-0.0263846241351756,0.7485916887389752,0.0,0.0,381,0.0,0.0,629,0.0,0.0,370,440.25
CD4Teff_149Sm_CREB_IFNa,0.0219452973031114,0.7898098117298062,0.0,0.0,357,0.0,0.0,628,0.0,0.0,421,440.75
CD56loCD16posNK_167Er_ERK_IL246,0.1535558109616532,0.0606447479380236,0.0,0.0,397,0.0,0.0,645,0.0,0.0,327,441.5
CD56hiCD16negNK_153Eu_STAT1_IL246,-0.0261529728055695,0.7507261459159743,0.0,0.0,383,0.0,0.0,631,0.0,0.0,369,441.5
MDSCs_155Gd_S6_LPS,0.1230135140408261,0.1336920841313533,0.0,0.0,701,0.0,0.0,231,0.003995481182022106,0.00349162825639427,135,442.0
Bcells_154Sm_STAT3_IFNa,0.1533045827934279,0.061072463122466,0.0,0.0,398,0.0,0.0,646,0.0,0.0,328,442.5
CD8Tnaive_166Er_NFkB_IL246,0.2000590354217225,0.0141048145853161,0.0,0.0,560,0.0,0.0,91,0.0,0.0,561,443.0
cMCs_155Gd_S6_IFNa,0.1750303186395467,0.0321686993173581,0.0,0.0,544,0.0,0.0,120,0.0,0.0,564,443.0
Tregs_168Er_STAT6_IL246,0.176347900277483,0.0308741168224811,0.0,0.0,542,0.0,0.0,118,0.0,0.0,572,443.5
intMCs_149Sm_CREB_unstim,0.1748222794335567,0.0323772582912567,0.0,0.0,545,0.0,0.0,121,0.0,0.0,565,444.0
CD56loCD16posNK_154Sm_STAT3_IFNa,0.0736849974036207,0.3701872106823103,0.0,0.0,628,0.0,0.0,383,0.006837184945835803,0.002950782634631456,140,444.75
CD4Tcm_159Tb_MAPKAPK2_unstim,0.1776901361813346,0.0296011017480776,0.0,0.0,541,0.0,0.0,117,0.0,0.0,581,445.0
CD8Teff_159Tb_MAPKAPK2_unstim,0.1742710644433269,0.0329354016566278,0.0,0.0,547,0.0,0.0,122,0.0,0.0,566,445.5
Tregs_159Tb_MAPKAPK2_IFNa,0.1763113553747528,0.0309094176745097,0.0,0.0,543,0.0,0.0,119,0.0,0.0,580,446.25
ncMCs_154Sm_STAT3_IL246,0.0792469344663265,0.3350607010864408,0.0,0.0,654,0.0,0.0,364,-0.021650875960029667,0.010281492351900413,113,446.25
ncMCs_153Eu_STAT1_unstim,0.0302759942311566,0.7130327490210886,0.0,0.0,308,0.0,0.0,736,0.0,0.0,435,446.75
Bcells_168Er_STAT6_IL246,0.1789979249228147,0.0284040108038643,0.0,0.0,540,0.0,0.0,116,0.0,0.0,592,447.0
CD56hiCD16negNK_156Gd_IkB_IFNa,0.1800390849119437,0.0274807272147835,0.0,0.0,538,0.0,0.0,114,0.0,0.0,599,447.25
intMCs_153Eu_STAT1_IFNa,0.123988809817927,0.1306146245508616,0.0,0.0,700,0.0,0.0,230,-0.000710592267773576,0.0006281693870285098,159,447.25
CD4Tem_151Eu_p38_IFNa,0.1739386877736286,0.0332758802779009,0.0,0.0,549,0.0,0.0,125,0.0,0.0,568,447.75
CD4negCD8negTcells_166Er_NFkB_IL246,0.1722066753992728,0.0350987326372174,0.0,0.0,550,0.0,0.0,126,0.0,0.0,569,448.75
CD4Tnaive_166Er_NFkB_IL246,0.1994651457225717,0.0143992490679878,0.0,0.0,561,0.0,0.0,92,0.0,0.0,582,449.0
CD8Tcm_149Sm_CREB_unstim,0.1892582954528625,0.0203655320721432,0.0,0.0,553,0.0,0.0,129,0.0,0.0,563,449.5
ncMCs_166Er_NFkB_IL246,0.1972104485260256,0.0155664686903879,0.0,0.0,562,0.0,0.0,93,0.0,0.0,584,450.25
CD4Teff_167Er_ERK_IL246,0.1891414223894293,0.0204446663102461,0.0,0.0,552,0.0,0.0,128,0.0,0.0,570,450.5
CD4Teff_167Er_ERK_IFNa,0.2036614920998049,0.0124290177766729,0.0,0.0,556,0.0,0.0,123,0.0,0.0,567,450.5
CD56loCD16posNK_149Sm_CREB_unstim,0.1746694986977121,0.0325311499764279,0.0,0.0,546,0.0,0.0,113,0.0,0.0,598,450.75
Tregs_159Tb_MAPKAPK2_LPS,0.1970820443835744,0.0156353534339864,0.0,0.0,563,0.0,0.0,94,0.0,0.0,585,451.25
intMCs_167Er_ERK_unstim,-0.0873597119216845,0.2877742849248084,0.0,0.0,580,0.0,0.0,190,0.0,0.0,457,451.75
CD4Teff_168Er_STAT6_IFNa,0.0941510765569913,0.2517902463618439,0.0,0.0,735,0.0,0.0,310,0.35164537918762784,0.21062190215604826,27,451.75
Granulocytes_166Er_NFkB_LPS,0.1945255481649641,0.0170631610150792,0.0,0.0,565,0.0,0.0,96,0.0,0.0,586,453.0
CD56loCD16posNK_159Tb_MAPKAPK2_unstim,0.1899397950688266,0.0199093389680455,0.0,0.0,555,0.0,0.0,131,0.0,0.0,571,453.0
pDCs_168Er_STAT6_GMCSF,0.1945225057653388,0.0170649255067242,0.0,0.0,566,0.0,0.0,97,0.0,0.0,587,454.0
pDCs_151Eu_p38_GMCSF,0.1943826581011718,0.0171462037868616,0.0,0.0,567,0.0,0.0,98,0.0,0.0,588,455.0
ncMCs_166Er_NFkB_GMCSF,0.1936347136162379,0.017586633569775,0.0,0.0,568,0.0,0.0,99,0.0,0.0,589,456.0
Tregs_156Gd_IkB_LPS,0.2006138066376957,0.0138345386348335,0.0,0.0,558,0.0,0.0,111,0.0,0.0,597,456.0
CD4Tcm_151Eu_p38_IFNa,0.1915462654575033,0.0188687728287553,0.0,0.0,571,0.0,0.0,102,0.0,0.0,583,456.75
CD4negCD8negTcells_149Sm_CREB_unstim,0.1916679412777761,0.0187919131523659,0.0,0.0,570,0.0,0.0,101,0.0,0.0,590,457.75
CD8Tcm_156Gd_IkB_IFNa,-0.0264849912241054,0.7476674875881841,0.0,0.0,380,0.0,0.0,402,0.0,0.0,674,459.0
CD4Tcm_156Gd_IkB_IL246,0.190683046249201,0.0194219020281916,0.0,0.0,572,0.0,0.0,103,0.0,0.0,591,459.5
cMCs_149Sm_CREB_IL246,0.1502647625623837,0.0664464434283976,0.0,0.0,402,0.0,0.0,336,0.0,0.0,702,460.5
Bcells_156Gd_IkB_IL246,0.1902365658564339,0.0197134582490854,0.0,0.0,573,0.0,0.0,104,0.0,0.0,593,460.75
CD8Tem_155Gd_S6_IL246,0.1901745059678922,0.019754281964444,0.0,0.0,574,0.0,0.0,105,0.0,0.0,594,461.75
CD56hiCD16negNK_166Er_NFkB_IL246,0.0992880381904117,0.2267235436235907,0.0,0.0,720,0.0,0.0,295,0.010681168570298665,0.006884049236786432,121,464.0
CD4Tem_155Gd_S6_unstim,0.0705750779910017,0.3907794894083389,0.0,0.0,577,0.0,0.0,108,0.0,0.0,595,464.25
mDCs_154Sm_STAT3_IL246,0.1024228576361815,0.2123213448614108,0.0,0.0,758,0.0,0.0,288,-0.11195235340595651,0.07534464402459476,55,464.75
CD8Tcm_154Sm_STAT3_unstim,0.0875281649471372,0.2868421782763997,0.0,0.0,578,0.0,0.0,109,0.0,0.0,596,465.25
CD4Tem_153Eu_STAT1_IFNa,0.1017392636759702,0.2154047824980978,0.0,0.0,737,0.0,0.0,291,0.025918794379365652,0.01728121770879227,99,466.0
ncMCs_155Gd_S6_GMCSF,0.0873053420009116,0.2880755630273108,0.0,0.0,581,0.0,0.0,223,0.0,0.0,485,467.5
MDSCs_151Eu_p38_LPS,0.1075140726505075,0.1903457459142287,0.0,0.0,743,0.0,0.0,273,-0.010320374695519679,0.0074353843849086325,118,469.25
CD4Tcm_156Gd_IkB_unstim,0.0874404785791615,0.2873271240515037,0.0,0.0,579,0.0,0.0,221,0.0,0.0,500,469.75
CD4Tnaive_166Er_NFkB_IFNa,0.150062057695009,0.0668180939913676,0.0,0.0,403,0.0,0.0,401,0.0,0.0,673,470.0
intMCs_155Gd_S6_unstim,0.1044410157455712,0.20340263537597,0.0,0.0,751,0.0,0.0,281,-0.017509755614682286,0.012110507334836944,107,472.5
CD8Tem_155Gd_S6_IFNa,0.0927392549368543,0.2590024490683148,0.0,0.0,602,0.0,0.0,222,0.0,0.0,484,477.5
CD56hiCD16negNK_149Sm_CREB_IL246,0.1053247850524594,0.1995832522723725,0.0,0.0,750,0.0,0.0,280,-0.006304324361308864,0.004412244715806265,132,478.0
cMCs_149Sm_CREB_IFNa,0.1257410298357733,0.1252226785411901,0.0,0.0,696,0.0,0.0,226,0.0,0.0,487,526.25
cMCs_149Sm_CREB_unstim,0.1256947989011089,0.1253626999562448,0.0,0.0,697,0.0,0.0,227,0.0,0.0,488,527.25
CD56loCD16posNK_151Eu_p38_IFNa,0.1251848191536964,0.1269153212437916,0.0,0.0,698,0.0,0.0,228,0.0,0.0,489,528.25
CD4negCD8negTcells_166Er_NFkB_IFNa,0.0811761869321307,0.3233901934160126,0.0,0.0,648,0.0,0.0,380,0.0,0.0,441,529.25
mDCs_150Nd_STAT5_unstim,-0.1240891629779556,0.130301081262129,0.0,0.0,699,0.0,0.0,229,0.0,0.0,490,529.25
