,Max Proba
Tregmem_Frequency,0.922
CD8Tem_Frequency,0.917
CD62LpImmatureNeutrophils_Frequency,0.878
CD41hiCD61hiPLT_p38,0.847
CD41hiCD61hiPLT_S6,0.729
Th1naive_p38,0.721
gdTcells_Frequency,0.718
mDC_Frequency,0.709
CD8Tnaive_Frequency,0.707
MDSC_Frequency,0.697
CD4Tem_Frequency,0.655
CD8Trm_Frequency,0.653
Th1naive_CREB,0.633
CD4Tcm_Frequency,0.561
CCR2nncMC_Frequency,0.55
Th1mem_STAT3,0.543
CD56dimCD16pNKcells_Frequency,0.541
Tregnaive_STAT3,0.486
CD4Tcm_STAT3,0.414
intMC_Frequency,0.39
Th1naive_MAPKAPK2,0.372
intMC_CREB,0.362
CCR2pcMC_CREB,0.343
CD62LnAgedNeutrophils_p38,0.335
MDSC_CREB,0.332
Bcells_p38,0.321
CD4Tnaive_Frequency,0.313
CCR2pcMC_Frequency,0.26
CD4Tnaive_STAT3,0.216
MDSC_MAPKAPK2,0.204
Bcells_Frequency,0.193
Tregnaive_IkB,0.112
CCR2pcMC_MAPKAPK2,0.109
CD8Tcm_Frequency,0.092
Th1naive_STAT3,0.087
NKT_Frequency,0.084
MDSC_STAT3,0.058
mDC_STAT3,0.05
intMC_p38,0.044
CCR2pcMC_p38,0.044
mDC_CREB,0.033
mDC_p38,0.031
MDSC_p38,0.019
