,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
artificial.1,0.0,0.468,0.642,0.706,0.748,0.784,0.807,0.827,0.845,0.864
artificial.2,0.0,0.079,0.134,0.166,0.2,0.227,0.264,0.282,0.303,0.327
artificial.3,0.0,0.095,0.165,0.209,0.235,0.261,0.286,0.306,0.319,0.346
artificial.4,0.0,0.067,0.119,0.146,0.159,0.169,0.183,0.196,0.208,0.224
artificial.5,0.0,0.002,0.005,0.013,0.027,0.039,0.045,0.067,0.08,0.094
artificial.6,0.0,0.214,0.259,0.288,0.301,0.315,0.33,0.339,0.344,0.347
artificial.7,0.0,0.102,0.113,0.136,0.154,0.173,0.19,0.206,0.216,0.236
artificial.8,0.0,0.076,0.163,0.228,0.285,0.316,0.351,0.376,0.401,0.429
artificial.9,0.0,0.113,0.196,0.247,0.271,0.291,0.323,0.344,0.355,0.37
artificial.10,0.0,0.004,0.01,0.012,0.017,0.021,0.029,0.034,0.042,0.049
artificial.11,0.0,0.035,0.068,0.105,0.137,0.163,0.185,0.213,0.228,0.251
artificial.12,0.0,0.368,0.524,0.59,0.625,0.644,0.659,0.671,0.68,0.69
artificial.13,0.0,0.023,0.063,0.095,0.129,0.146,0.165,0.184,0.204,0.227
artificial.14,0.0,0.124,0.174,0.213,0.231,0.248,0.268,0.282,0.295,0.305
artificial.15,0.0,0.141,0.174,0.183,0.192,0.201,0.208,0.216,0.226,0.237
artificial.16,0.0,0.218,0.33,0.395,0.426,0.458,0.487,0.501,0.521,0.545
artificial.17,0.0,0.209,0.271,0.304,0.325,0.351,0.365,0.385,0.396,0.407
artificial.18,0.0,0.102,0.207,0.267,0.307,0.341,0.365,0.383,0.403,0.42
artificial.19,0.0,0.821,0.873,0.887,0.902,0.907,0.911,0.918,0.926,0.928
artificial.20,0.0,0.038,0.087,0.121,0.15,0.171,0.19,0.204,0.22,0.237
artificial.21,0.0,0.016,0.083,0.118,0.156,0.191,0.22,0.237,0.256,0.275
artificial.22,0.0,0.137,0.191,0.227,0.254,0.273,0.283,0.297,0.313,0.332
artificial.23,0.0,0.043,0.082,0.104,0.125,0.14,0.168,0.19,0.199,0.206
artificial.24,0.0,0.246,0.324,0.374,0.417,0.443,0.466,0.491,0.502,0.513
artificial.25,0.0,0.011,0.049,0.102,0.126,0.163,0.196,0.221,0.242,0.279
artificial.26,0.0,0.195,0.277,0.319,0.341,0.358,0.378,0.397,0.415,0.423
artificial.27,0.0,0.078,0.145,0.17,0.194,0.211,0.229,0.246,0.256,0.266
artificial.28,0.0,0.505,0.658,0.722,0.756,0.782,0.796,0.811,0.82,0.831
artificial.29,0.0,0.151,0.211,0.24,0.253,0.269,0.279,0.291,0.303,0.314
artificial.30,0.0,0.064,0.11,0.135,0.156,0.17,0.181,0.19,0.199,0.208
artificial.31,0.0,0.023,0.041,0.053,0.067,0.076,0.092,0.1,0.106,0.116
artificial.32,0.0,0.035,0.047,0.066,0.085,0.099,0.108,0.126,0.137,0.145
artificial.33,0.0,0.157,0.182,0.204,0.212,0.227,0.239,0.247,0.258,0.269
artificial.34,0.0,0.088,0.141,0.183,0.224,0.246,0.268,0.286,0.304,0.32
artificial.35,0.0,0.004,0.012,0.018,0.02,0.027,0.031,0.039,0.048,0.06
artificial.36,0.0,0.927,0.963,0.97,0.972,0.977,0.979,0.979,0.982,0.986
artificial.37,0.0,0.05,0.094,0.117,0.141,0.165,0.187,0.198,0.209,0.225
artificial.38,0.0,0.069,0.116,0.144,0.172,0.187,0.2,0.213,0.226,0.241
artificial.39,0.0,0.479,0.544,0.575,0.592,0.603,0.612,0.622,0.632,0.647
artificial.40,0.0,0.085,0.136,0.177,0.207,0.224,0.239,0.251,0.268,0.277
artificial.41,0.0,0.429,0.477,0.496,0.511,0.535,0.543,0.551,0.561,0.569
artificial.42,0.0,0.165,0.202,0.226,0.244,0.261,0.278,0.291,0.302,0.309
artificial.43,0.0,0.185,0.253,0.311,0.342,0.37,0.394,0.418,0.445,0.464
