,Feature Name
Feature n°1,CD41hiCD61hiPLT_p38
Feature n°2,CD41hiCD61hiPLT_S6
Feature n°3,CD4Tem_Frequency
Feature n°4,CD62LpImmatureNeutrophils_Frequency
Feature n°5,CD8Tem_Frequency
Feature n°6,CD8Tnaive_Frequency
Feature n°7,CD8Trm_Frequency
Feature n°8,gdTcells_Frequency
Feature n°9,mDC_Frequency
Feature n°10,MDSC_Frequency
Feature n°11,Th1naive_p38
Feature n°12,Tregmem_Frequency
