,ROC AUC,Average Precision,N features,CVS
STABL,"0.390 [0.146, 0.636]","0.451 [0.269, 0.777]","10.000 [5.750, 17.250]","0.322 [0.207, 0.432]"
SS 03,"0.495 [0.222, 0.758] (p=0.206)","0.536 [0.300, 0.865] (p=0.141)","10.000 [9.000, 11.250] (p=9.347e-01)","0.483 [0.377, 0.580] (p=1.509e-21)"
SS 05,"0.410 [0.154, 0.677] (p=0.442)","0.459 [0.270, 0.781] (p=0.463)","3.000 [2.000, 4.000] (p=2.490e-06)","0.400 [0.250, 0.575] (p=7.936e-06)"
SS 08,"0.535 [0.292, 0.769] (p=0.187)","0.512 [0.320, 0.777] (p=0.319)","0.000 [0.000, 1.000] (p=3.924e-08)","0.000 [0.000, 0.000] (p=3.250e-35)"
Lasso,"0.190 [0.042, 0.369] (p=0.092)","0.379 [0.219, 0.648] (p=0.237)","1.000 [0.000, 13.000] (p=5.156e-03)","0.000 [0.000, 0.000] (p=8.310e-47)"
Lasso 1SE,"0.180 [0.044, 0.364] (p=0.092)","0.374 [0.202, 0.627] (p=0.239)","0.500 [0.000, 14.000] (p=5.168e-03)","0.000 [0.000, 0.000] (p=2.033e-46)"
ElasticNet,"0.330 [0.062, 0.604] (p=0.348)","0.508 [0.280, 0.792] (p=0.326)","8.500 [2.250, 81.500] (p=7.348e-01)","0.067 [0.000, 0.293] (p=2.372e-19)"
