,Associated weight
CD41hiCD61hiPLT_predictions,9.589493757755514
CD62LpImmatureNeutrophils_predictions,8.5769557440148
CD4Trm_predictions,8.229353654533696
CD8Tcm_predictions,8.035673006620854
gdTcells_predictions,7.767922778754041
Th1naive_predictions,7.618694383794425
Tregnaive_predictions,7.150652935561514
CD8Tem_predictions,7.084734475518626
Tregmem_predictions,6.132449059381061
CD4Tnaive_predictions,5.464447346295385
CD8Trm_predictions,5.312296122679021
MDSC_predictions,5.237706611814534
CD61pCD41pPLT_predictions,4.948031062598638
CD8Tnaive_predictions,3.780075438794066
CD4Tcm_predictions,3.409276379298168
pDC_predictions,3.216756142042254
Bcells_predictions,2.9608618524047636
CD62LnAgedNeutrophils_predictions,2.8222740986943284
CCR2nncMC_predictions,2.706048814574422
CD56dimCD16pNKcells_predictions,2.068953679985973
Th1mem_predictions,1.3228964064076965
mDC_predictions,0.4651888828715056
CD56brightCD16nNKcells_predictions,0.4018127189509113
CCR2pcMC_predictions,0.2464912688749099
CD4Tem_predictions,0.15815040937843583
intMC_predictions,0.1080988544358108
