omic,Fold 0,Fold 1,Fold 2,Fold 3,Fold 4,Fold 5,Fold 6,Fold 7,Fold 8,Fold 9,Fold 10,Fold 11,Fold 12,Fold 13,Fold 14,Fold 15,Fold 16,Fold 17,Fold 18,Fold 19,Fold 20,Fold 21,Fold 22,Fold 23,Fold 24,Fold 25,Fold 26,Fold 27,Fold 28,Fold 29,Fold 30,Fold 31,Fold 32,Fold 33,Fold 34,Fold 35,Fold 36,Fold 37,Fold 38,Fold 39,Fold 40,Fold 41,Fold 42,Fold 43,Fold 44,Fold 45,Fold 46,Fold 47,Fold 48,Fold 49,Fold 50,Fold 51,Fold 52,Fold 53,Fold 54,Fold 55,Fold 56,Fold 57,Fold 58,Fold 59,Fold 60
CYTOF,0.062222478048337214,0.7745862004019853,0.04655471267066523,0.08932773497721365,0.08370196832817532,0.8141000186888417,0.6616745437831714,0.2544456077970009,0.7032944067534072,0.029943140827450653,0.734040269068431,0.8732889835469368,0.1412211849274001,0.5761575188691131,0.7506778577039762,0.08321119256138158,0.826695394319148,0.920400145039781,0.138787551845532,0.08266649493308513,0.6859468731630444,0.8327860399120833,0.8075205484172834,0.881341233739532,0.566700822897462,0.8622002543764969,0.6691126540951393,0.6124654330886466,0.08011308315645592,0.12189712320208064,0.23437801812465353,0.7971035627606079,0.7089500117464055,0.09571254837324301,0.5259335399098837,0.22247250508173103,0.47966533863968763,0.5743166302059314,0.04863319607539259,0.8431261586869986,0.09419230875072143,0.7801517406192664,0.1420781657611076,0.19288757661344524,0.21241501098797583,0.5084715010675658,0.5823835212187946,0.18578027065008718,0.6269823346514636,0.09709882011859383,0.17296869199238876,0.10626259423054325,0.07315862920717897,0.7005911207482769,0.693053687728428,0.8385453924836043,0.602040473460326,0.5455275260119705,0.6632752397010458,0.41948950528020384,0.5252046112974443
Proteomics,0.9377775219516628,0.22541379959801466,0.9534452873293348,0.9106722650227864,0.9162980316718247,0.18589998131115826,0.3383254562168287,0.745554392202999,0.29670559324659285,0.9700568591725494,0.26595973093156894,0.12671101645306318,0.8587788150726,0.4238424811308868,0.24932214229602384,0.9167888074386185,0.17330460568085201,0.079599854960219,0.861212448154468,0.9173335050669148,0.3140531268369555,0.16721396008791678,0.19247945158271665,0.11865876626046785,0.4332991771025379,0.13779974562350306,0.3308873459048607,0.38753456691135335,0.9198869168435441,0.8781028767979194,0.7656219818753465,0.20289643723939219,0.2910499882535944,0.904287451626757,0.47406646009011644,0.777527494918269,0.5203346613603125,0.4256833697940687,0.9513668039246075,0.15687384131300133,0.9058076912492786,0.21984825938073366,0.8579218342388923,0.8071124233865548,0.7875849890120241,0.49152849893243433,0.4176164787812054,0.8142197293499128,0.3730176653485364,0.9029011798814062,0.8270313080076113,0.8937374057694568,0.9268413707928209,0.29940887925172316,0.30694631227157193,0.16145460751639565,0.3979595265396741,0.45447247398802953,0.3367247602989542,0.5805104947197961,0.4747953887025557
