,C'=' 0.044,C'=' 0.534,C'=' 1.023,C'=' 1.513,C'=' 2.002,C'=' 2.492,C'=' 2.981,C'=' 3.470,C'=' 3.960,C'=' 4.449
Bcells_NFkB,0.0,0.025,0.036,0.045,0.049,0.052,0.056,0.065,0.069,0.073
Bcells_Frequency,0.0,0.138,0.169,0.184,0.203,0.214,0.221,0.237,0.248,0.261
CCR2nncMC_CREB,0.0,0.1,0.128,0.139,0.153,0.162,0.171,0.178,0.188,0.193
CCR2nncMC_STAT3,0.0,0.003,0.004,0.006,0.007,0.009,0.012,0.014,0.015,0.015
CCR2nncMC_S6,0.0,0.208,0.257,0.279,0.301,0.319,0.332,0.356,0.369,0.384
CCR2nncMC_IkB,0.0,0.009,0.013,0.015,0.02,0.022,0.024,0.026,0.029,0.03
CCR2nncMC_NFkB,0.0,0.1,0.122,0.133,0.149,0.159,0.165,0.172,0.181,0.19
CCR2nncMC_MAPKAPK2,0.0,0.093,0.122,0.142,0.153,0.166,0.173,0.187,0.199,0.205
CCR2nncMC_Frequency,0.0,0.16,0.184,0.207,0.217,0.231,0.242,0.251,0.262,0.274
CCR2pcMC_CREB,0.0,0.008,0.012,0.014,0.017,0.018,0.02,0.022,0.026,0.027
CCR2pcMC_STAT3,0.0,0.026,0.04,0.042,0.043,0.045,0.053,0.06,0.062,0.068
CCR2pcMC_S6,0.0,0.162,0.203,0.233,0.249,0.271,0.292,0.305,0.325,0.336
CCR2pcMC_IkB,0.0,0.006,0.008,0.013,0.014,0.017,0.017,0.02,0.022,0.026
CCR2pcMC_NFkB,0.0,0.028,0.039,0.044,0.051,0.054,0.055,0.059,0.065,0.069
CCR2pcMC_Frequency,0.0,0.217,0.264,0.28,0.299,0.316,0.334,0.349,0.367,0.381
CD41hiCD61hiPLT_p38,0.0,0.097,0.12,0.135,0.143,0.153,0.159,0.164,0.171,0.177
CD4Tcm_STAT5,0.0,0.0,0.003,0.005,0.008,0.008,0.008,0.01,0.012,0.012
CD4Tcm_STAT3,0.0,0.012,0.014,0.016,0.016,0.017,0.017,0.023,0.027,0.029
CD4Tcm_IkB,0.0,0.023,0.031,0.033,0.038,0.042,0.044,0.048,0.049,0.052
CD4Tcm_NFkB,0.0,0.002,0.005,0.006,0.008,0.009,0.011,0.013,0.014,0.015
CD4Tcm_Frequency,0.0,0.087,0.107,0.125,0.136,0.145,0.154,0.159,0.172,0.179
CD4Tem_STAT5,0.0,0.0,0.002,0.003,0.004,0.006,0.008,0.009,0.009,0.012
CD4Tem_STAT3,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.004,0.004,0.004
CD4Tem_IkB,0.0,0.009,0.014,0.017,0.018,0.019,0.021,0.022,0.024,0.028
CD4Tem_NFkB,0.0,0.013,0.015,0.017,0.019,0.022,0.023,0.026,0.026,0.031
CD4Tem_STAT6,0.0,0.014,0.021,0.025,0.029,0.03,0.031,0.034,0.038,0.04
CD4Tem_Frequency,0.0,0.012,0.02,0.023,0.026,0.028,0.03,0.032,0.032,0.033
CD4Tnaive_STAT5,0.0,0.002,0.007,0.013,0.015,0.018,0.021,0.023,0.024,0.024
CD4Tnaive_STAT3,0.0,0.019,0.027,0.029,0.032,0.035,0.038,0.042,0.046,0.05
CD4Tnaive_IkB,0.0,0.001,0.004,0.006,0.006,0.007,0.008,0.009,0.009,0.01
CD4Tnaive_NFkB,0.0,0.009,0.012,0.013,0.014,0.016,0.017,0.019,0.022,0.022
CD4Tnaive_Frequency,0.0,0.368,0.415,0.457,0.492,0.509,0.534,0.552,0.566,0.578
CD4Trm_STAT5,0.0,0.115,0.137,0.154,0.159,0.177,0.182,0.192,0.202,0.208
CD4Trm_STAT3,0.0,0.004,0.006,0.008,0.01,0.01,0.011,0.011,0.012,0.014
CD4Trm_S6,0.0,0.249,0.286,0.308,0.338,0.36,0.38,0.39,0.407,0.419
CD4Trm_IkB,0.0,0.015,0.025,0.029,0.032,0.034,0.036,0.038,0.039,0.039
CD4Trm_NFkB,0.0,0.074,0.092,0.098,0.106,0.115,0.123,0.132,0.142,0.151
CD4Trm_STAT6,0.0,0.092,0.125,0.138,0.147,0.155,0.173,0.177,0.182,0.19
