,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.500, 0.667]","0.550 [0.350, 0.750]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.420 [0.165, 0.677] (p=0.228)","0.466 [0.275, 0.792] (p=0.209)","17.000 [15.750, 18.000] (p=2.633e-07)","0.519 [0.435, 0.583] (p=1.246e-72)"
SS 05,"0.380 [0.137, 0.653] (p=0.162)","0.514 [0.267, 0.792] (p=0.334)","11.000 [10.000, 11.250] (p=2.391e-07)","0.533 [0.438, 0.615] (p=1.176e-72)"
SS 08,"0.410 [0.141, 0.697] (p=0.185)","0.587 [0.306, 0.814] (p=0.377)","4.000 [3.000, 5.000] (p=2.466e-07)","0.400 [0.273, 0.600] (p=6.122e-71)"
Lasso,"0.175 [0.055, 0.318] (p=0.002)","0.387 [0.201, 0.625] (p=0.018)","0.000 [0.000, 5.750] (p=1.538e-02)","0.000 [0.000, 0.000] (p=7.522e-08)"
Lasso 1SE,"0.240 [0.091, 0.400] (p=0.008)","0.408 [0.216, 0.643] (p=0.022)","0.000 [0.000, 4.500] (p=5.754e-02)","0.000 [0.000, 0.000] (p=8.009e-05)"
ElasticNet,"0.300 [0.081, 0.556] (p=0.094)","0.420 [0.253, 0.717] (p=0.158)","0.000 [0.000, 2.000] (p=2.472e-02)","0.000 [0.000, 0.000] (p=4.535e-06)"
