,ROC AUC,Average Precision,N features,CVS
STABL,"0.765 [0.538, 0.946]","0.809 [0.580, 0.956]","0.500 [0.000, 7.750]","0.000 [0.000, 0.000]"
SS 03,"0.870 [0.677, 1.000] (p=0.113)","0.920 [0.779, 1.000] (p=0.021)","15.000 [14.000, 16.000] (p=1.086e-06)","0.722 [0.584, 0.812] (p=9.236e-64)"
SS 05,"0.840 [0.583, 1.000] (p=0.213)","0.902 [0.719, 1.000] (p=0.052)","12.000 [10.750, 13.000] (p=8.946e-05)","0.688 [0.533, 0.786] (p=4.957e-63)"
SS 08,"0.550 [0.264, 0.812] (p=0.104)","0.684 [0.416, 0.897] (p=0.15)","5.000 [4.000, 5.000] (p=8.775e-02)","0.600 [0.500, 0.667] (p=4.700e-59)"
Lasso,"0.770 [0.515, 1.000] (p=0.469)","0.828 [0.595, 1.000] (p=0.397)","17.000 [14.750, 18.000] (p=2.647e-06)","0.628 [0.478, 0.737] (p=7.284e-58)"
Lasso 1SE,"0.830 [0.596, 1.000] (p=0.23)","0.878 [0.665, 1.000] (p=0.175)","17.000 [14.750, 18.000] (p=2.839e-06)","0.628 [0.520, 0.713] (p=5.655e-58)"
ElasticNet,"0.910 [0.737, 1.000] (p=0.018)","0.937 [0.801, 1.000] (p=0.004)","72.000 [57.750, 105.500] (p=5.342e-08)","0.575 [0.465, 0.693] (p=2.180e-58)"
