,ROC AUC,Average Precision,N features,CVS
STABL,"0.820 [0.596, 1.000]","0.885 [0.685, 1.000]","10.000 [8.750, 13.000]","0.533 [0.429, 0.615]"
SS 03,"0.860 [0.637, 1.000] (p=0.339)","0.917 [0.742, 1.000] (p=0.371)","15.000 [14.000, 16.000] (p=9.263e-04)","0.722 [0.603, 0.812] (p=5.021e-23)"
SS 05,"0.850 [0.648, 1.000] (p=0.377)","0.906 [0.738, 1.000] (p=0.418)","12.000 [11.000, 13.000] (p=2.297e-01)","0.667 [0.535, 0.786] (p=9.482e-17)"
SS 08,"0.520 [0.232, 0.791] (p=0.02)","0.612 [0.353, 0.867] (p=0.013)","5.000 [5.000, 5.000] (p=4.218e-08)","0.571 [0.429, 0.667] (p=4.389e-01)"
Lasso,"0.850 [0.620, 1.000] (p=0.414)","0.904 [0.718, 1.000] (p=0.404)","17.000 [15.750, 19.000] (p=4.875e-05)","0.645 [0.543, 0.734] (p=2.441e-14)"
Lasso 1SE,"0.860 [0.635, 1.000] (p=0.343)","0.915 [0.760, 1.000] (p=0.382)","17.500 [15.000, 18.000] (p=5.698e-05)","0.645 [0.571, 0.737] (p=3.864e-18)"
ElasticNet,"0.910 [0.750, 1.000] (p=0.206)","0.937 [0.799, 1.000] (p=0.316)","72.000 [57.000, 105.500] (p=6.504e-08)","0.575 [0.464, 0.689] (p=5.666e-03)"
