,Fold selected features,Fold nb of features
Fold 0,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 1,"['CREB', 'ERK', 'STAT6', 'MAPKAPK2', 'S6', 'IkB']",6
Fold 2,"['CREB', 'STAT6', 'MAPKAPK2', 'S6', 'IkB']",5
Fold 3,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB']",10
Fold 4,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",9
Fold 5,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",9
Fold 6,"['CREB', 'STAT6', 'MAPKAPK2', 'S6', 'IkB']",5
Fold 7,"['CREB', 'MAPKAPK2', 'S6', 'IkB']",4
Fold 8,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT3', 'S6', 'IkB']",6
Fold 9,"['CREB', 'STAT6', 'MAPKAPK2', 'S6', 'IkB']",5
Fold 10,"['CREB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT5', 'S6']",6
Fold 11,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 12,"['CREB', 'MAPKAPK2', 'S6', 'IkB']",4
Fold 13,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 14,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 15,"['CREB', 'STAT6', 'S6']",3
Fold 16,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 17,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",9
Fold 18,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 19,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB']",10
Fold 20,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 21,"['CREB', 'STAT6', 'MAPKAPK2', 'S6', 'IkB']",5
Fold 22,"['CREB', 'STAT6', 'MAPKAPK2', 'S6', 'IkB']",5
Fold 23,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",9
Fold 24,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 25,"['CREB', 'STAT6', 'S6']",3
Fold 26,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 27,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 28,"['CREB', 'MAPKAPK2', 'S6', 'IkB']",4
