,ROC AUC,Average Precision,N features,CVS
STABL,"0.675 [0.427, 0.894]","0.621 [0.392, 0.907]","2.500 [0.000, 5.250]","0.000 [0.000, 0.125]"
SS 03,"0.870 [0.656, 1.000] (p=0.025)","0.920 [0.747, 1.000] (p=0.002)","15.000 [14.000, 16.000] (p=6.204e-08)","0.737 [0.600, 0.812] (p=6.131e-64)"
SS 05,"0.840 [0.604, 1.000] (p=0.055)","0.902 [0.738, 1.000] (p=0.013)","12.000 [11.000, 13.000] (p=2.361e-06)","0.714 [0.562, 0.833] (p=2.797e-63)"
SS 08,"0.490 [0.197, 0.780] (p=0.145)","0.656 [0.383, 0.867] (p=0.392)","5.000 [4.000, 5.000] (p=1.319e-01)","0.600 [0.429, 0.667] (p=3.468e-56)"
Lasso,"0.860 [0.670, 1.000] (p=0.059)","0.885 [0.686, 1.000] (p=0.037)","17.000 [14.750, 18.000] (p=2.608e-07)","0.632 [0.524, 0.722] (p=2.781e-58)"
Lasso 1SE,"0.850 [0.635, 1.000] (p=0.038)","0.874 [0.644, 1.000] (p=0.027)","17.000 [14.000, 19.000] (p=2.826e-07)","0.650 [0.519, 0.727] (p=1.946e-57)"
ElasticNet,"0.910 [0.762, 1.000] (p=0.01)","0.937 [0.800, 1.000] (p=0.011)","72.000 [57.000, 105.500] (p=5.653e-08)","0.575 [0.464, 0.689] (p=4.101e-58)"
