,ROC AUC,Average Precision,N features,CVS
STABL,"0.470 [0.208, 0.748]","0.500 [0.274, 0.833]","3.000 [2.000, 4.000]","0.667 [0.500, 0.750]"
SS 03,"0.480 [0.220, 0.770] (p=0.499)","0.596 [0.338, 0.831] (p=0.207)","4.000 [4.000, 4.000] (p=1.188e-40)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.480 [0.202, 0.760] (p=0.485)","0.596 [0.342, 0.837] (p=0.22)","4.000 [4.000, 4.000] (p=1.188e-40)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.580 [0.312, 0.844] (p=0.059)","0.663 [0.371, 0.900] (p=0.085)","3.000 [3.000, 4.000] (p=1.213e-07)","0.750 [0.750, 1.000] (p=0.000e+00)"
Lasso,"0.500 [0.230, 0.762] (p=0.402)","0.573 [0.300, 0.849] (p=0.243)","2.000 [2.000, 2.250] (p=2.707e-15)","0.667 [0.500, 1.000] (p=3.491e-01)"
Lasso 1SE,"0.500 [0.219, 0.780] (p=0.41)","0.573 [0.335, 0.855] (p=0.241)","2.000 [2.000, 2.250] (p=2.707e-15)","0.667 [0.500, 1.000] (p=3.491e-01)"
ElasticNet,"0.580 [0.292, 0.824] (p=0.228)","0.620 [0.340, 0.897] (p=0.161)","2.000 [2.000, 3.000] (p=9.179e-09)","0.667 [0.500, 1.000] (p=4.008e-23)"
