,Mann-Whitney U-test,p-value
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,694.0,0.45249809018334153
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.DCs,695.0,0.45509496151826323
CD8 T cells_stromal_aggregatedNeighbors.Fibroblasts,565.0,0.4581207259394624
Tumor non-proliferating_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,695.0,0.4581961126576446
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,693.5,0.46438927325327495
CD4 T cells naive_tumorfront_aggregatedNeighbors.Vessel,690.0,0.48141578659250406
Fibroblasts_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,691.0,0.48654034792576284
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,690.5,0.48934342895848504
Tumor non-proliferating_tumorfront_aggregatedNeighbors.B.cells,685.0,0.49257352634652085
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,689.5,0.49626701552879493
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Fibroblasts,571.5,0.5012121373573963
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,688.5,0.5016420426261771
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.Granulocytes,687.5,0.504782769220979
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.DCs,686.0,0.5067655850752635
CD4 T cells naive_tumorfront_aggregatedNeighbors.Fibroblasts,683.0,0.5116052048758067
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,687.5,0.511804859871934
CD8 T cells_tumorfront_aggregatedNeighbors.Fibroblasts,575.5,0.5299336115541782
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Fibroblasts,683.0,0.5406774441884701
CD4 T cells memory_stromal_aggregatedNeighbors.Tumor.non.proliferating,581.0,0.5414072559550118
Tumor non-proliferating_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,600.0,0.5748418707125902
Vessel_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,678.0,0.5848552818606441
B cells_stromal_aggregatedNeighbors.Myeloid.Granulocytes,585.5,0.5873785178195037
Vessel_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,677.0,0.5927876039372726
CD4 T cells memory_stromal_aggregatedNeighbors.Fibroblasts,584.0,0.6007321167517722
Tumor non-proliferating_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,673.0,0.6020794078528935
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,675.0,0.6086837921124952
CD4 T cells memory_tumorfront_aggregatedNeighbors.Vessel,585.0,0.6087018253118456
Myeloid Granulocytes_stromal_aggregatedNeighbors.Vessel,585.5,0.6124590467508167
CD4 T cells naive_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,673.5,0.6180422271496196
B cells_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,655.5,0.6188986963320134
B cells_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,667.0,0.6267973604797439
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,672.5,0.6287118600510166
CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.DCs,672.0,0.6303072036474696
B cells_stromal_aggregatedNeighbors.Tumor.non.proliferating,611.0,0.6314655633034373
Vessel_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,672.0,0.6315459322356209
B cells_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,665.5,0.6370865191214004
Myeloid Monocytes_stromal_aggregatedNeighbors.Fibroblasts,671.0,0.6410829068530761
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Myeloid.DCs,665.5,0.6480320553070243
B cells_stromal_aggregatedNeighbors.Myeloid.DCs,667.0,0.6526006780618754
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Vessel,590.5,0.6527643088021902
Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.DCs,669.5,0.6527670454782748
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.DCs,668.0,0.6650489540255562
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,667.5,0.6703881407841867
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.Granulocytes,594.0,0.67544373026308
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.Granulocytes,594.0,0.6825074251374288
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.Granulocytes,665.5,0.6855831367214802
Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,664.0,0.6998885979713849
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.Granulocytes,662.0,0.7063464950027223
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.DCs,597.0,0.7080472443911452
Vessel_stromal_aggregatedNeighbors.Myeloid.DCs,597.0,0.7085405808522363
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.DCs,597.5,0.7115127568780131
CD4 T cells naive_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,661.5,0.7116116901303937
Myeloid Monocytes_tumorfront_aggregatedNeighbors.B.cells,657.0,0.7138961971585028
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.DCs,661.5,0.7209448601744746
Tumor non-proliferating_stromal_aggregatedNeighbors.CD8.T.cells,656.5,0.7226583255675184
CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,661.0,0.7255388437036652
Myeloid Granulocytes_stromal_aggregatedNeighbors.B.cells,602.0,0.7360402247691363
CD8 T cells_tumorfront_aggregatedNeighbors.Myeloid.DCs,659.5,0.7369894235103833
CD4 T cells memory_tumorfront_aggregatedNeighbors.Fibroblasts,659.5,0.7381230675893586
CD8 T cells_intratumor_aggregatedNeighbors.Tumor.non.proliferating,658.0,0.7470192607007669
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.Granulocytes,658.0,0.749812505647127
CD8 T cells_stromal_aggregatedNeighbors.Tumor.non.proliferating,652.0,0.7592153268242906
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,656.5,0.7642170753516452
CD4 T cells naive_stromal_aggregatedNeighbors.Tumor.non.proliferating,643.0,0.7810827662901645
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.DCs,606.5,0.7848352069585506
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,654.0,0.786738697965824
Fibroblasts_stromal_aggregatedNeighbors.Myeloid.DCs,606.5,0.7913377027162646
Vessel_stromal_aggregatedNeighbors.Myeloid.Granulocytes,653.5,0.7913394122363675
Tumor non-proliferating_stromal_aggregatedNeighbors.CD4.T.cells.memory,610.5,0.8042686891540947
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.B.cells,644.5,0.8113132217607344
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Vessel,610.0,0.8225447384836735
Myeloid DCs_tumorfront_aggregatedNeighbors.Vessel,649.0,0.8313752531482947
Tumor non-proliferating_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,648.5,0.8359931430760595
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,612.5,0.8447000721897124
Vessel_stromal_aggregatedNeighbors.Fibroblasts,614.0,0.8585133439902641
Vessel_tumorfront_aggregatedNeighbors.Vessel,614.0,0.8585133439902641
Myeloid DCs_stromal_aggregatedNeighbors.Fibroblasts,614.5,0.8629724177762615
Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,645.5,0.8629894908912309
Myeloid DCs_tumorfront_aggregatedNeighbors.Fibroblasts,644.5,0.8716893682973381
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,644.5,0.8719365133329593
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,621.0,0.9220452212325418
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Fibroblasts,622.5,0.9302748506945064
Fibroblasts_stromal_aggregatedNeighbors.Myeloid.Granulocytes,622.0,0.931228955763727
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Fibroblasts,638.0,0.9312588706577832
Tumor non-proliferating_stromal_aggregatedNeighbors.Fibroblasts,623.0,0.9368335499168713
Fibroblasts_stromal_aggregatedNeighbors.Fibroblasts,637.0,0.9404079736986405
B cells_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,635.5,0.9536928558903321
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.Granulocytes,635.5,0.9536979957220861
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Fibroblasts,635.5,0.954120648935151
Fibroblasts_tumorfront_aggregatedNeighbors.Fibroblasts,633.0,0.9770575692387256
B cells_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,627.5,0.9797377315571738
Tumor non-proliferating_tumorfront_aggregatedNeighbors.Myeloid.DCs,631.5,0.9908235811097245
B cells_tumorfront_aggregatedNeighbors.Myeloid.DCs,629.0,0.9942167384614242
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.Granulocytes,629.0,0.995403267204627
