,ROC AUC,Average Precision,N features,CVS
STABL,"0.415 [0.220, 0.625]","0.482 [0.283, 0.737]","0.000 [0.000, 1.000]","0.000 [0.000, 0.000]"
SS 03,"0.415 [0.167, 0.698] (p=0.501)","0.495 [0.264, 0.795] (p=0.452)","5.000 [4.000, 6.000] (p=4.555e-05)","0.500 [0.375, 0.571] (p=3.791e-67)"
SS 05,"0.360 [0.220, 0.500] (p=0.276)","0.453 [0.248, 0.685] (p=0.338)","0.000 [0.000, 0.000] (p=1.883e-01)","0.000 [0.000, 0.000] (p=1.417e-04)"
SS 08,"0.500 [0.500, 0.500] (p=0.341)","0.500 [0.300, 0.700] (p=0.481)","0.000 [0.000, 0.000] (p=9.567e-03)","0.000 [0.000, 0.000] (p=1.417e-04)"
Lasso,"0.320 [0.094, 0.573] (p=0.277)","0.467 [0.260, 0.761] (p=0.411)","3.000 [0.750, 4.000] (p=1.945e-02)","0.143 [0.000, 0.333] (p=7.229e-23)"
Lasso 1SE,"0.340 [0.101, 0.625] (p=0.327)","0.473 [0.255, 0.794] (p=0.482)","2.000 [0.750, 3.000] (p=2.085e-02)","0.134 [0.000, 0.421] (p=3.961e-22)"
ElasticNet,"0.360 [0.130, 0.656] (p=0.371)","0.451 [0.275, 0.750] (p=0.38)","4.500 [3.000, 6.500] (p=2.246e-03)","0.375 [0.000, 0.600] (p=1.719e-31)"
